"Y","GENDER","ST011Q06","ST011Q07","ST013Q01","ST034Q01","MISCED","HISCED","BELONG","HOMEPOS","ESCS","treat","distance","weights","pscore"
383.26,2,1.118720201,1.319948766,2,3,6,6,0.5643,-0.7534,-0.1502,0,0.052636575572334,1,0.50593352080258
369.661,1,2,2,1,2,6,6,-1.0597,-2.385,-0.4591,0,0.0220065846196735,1,0.380325958781782
568.619,1,1,2,3,4,6,6,0.2638,0.7096,1.0708,0,0.0809942150258943,1,0.480536368277808
445.807,1,1,1,2,4,6,6,2.5915,1.6809,1.5518,0,0.133570455114698,1,0.413115111987258
424.187,1,2,1.267096849,1,4,4,4,0.9357,-1.7548,-1.6036,0,0.0102551618739469,1,0.360767088641307
449.102,1,0.690800953,1.441910579,3,3,5,5,-0.1261,-0.0224,-0.0412,0,0.0484010823794378,1,0.523132547767614
586.514,2,1,1,4,3,6,6,-0.3381,0.7702,1.1138,0,0.130277549304973,1,0.508920661612709
590.727,1,1,1,5,3,6,6,-0.3381,2.9126,1.7771,0,0.151119873713433,1,0.482000138918001
533.018,1,1,1,4,3,6,6,-0.3381,0.9215,1.314,0,0.134160978768835,1,0.466929268834051
560.419,2,1,2,5,3,6,6,0.7555,1.5381,1.4373,0,0.12327544343888,1,0.543520839111213
587.9,1,1,1,4,4,5,6,2.5915,0.9711,0.795,0,0.102270562691654,1,0.515419101845818
377.597,1,1,1,3,3,6,6,0.1313,1.6956,1.3299,0,0.11123196150985,1,0.451800402447435
383.062,1,1,2,3,4,6,6,0.5599,0.1098,0.8504,0,0.0783315484979008,1,0.484292692350962
448.985,1,1,1,3,4,6,6,2.5915,-1.5021,0.1547,0,0.101270590944824,1,0.467172223785967
442.113,2,1,2,1,3,4,4,0.2947,-1.1381,-1.2323,0,0.0135715091371481,1,0.51784950217334
481.037,1,1,2,2,1,5,6,-1.5529,0.9977,1.1974,0,0.0517464441452261,1,0.505916954680123
367.407,1,2,2,3,3,5,5,-0.4725,-1.3108,-0.5753,0,0.020154521034587,1,0.404667501850128
603.886,1,1,2,3,2,6,6,-0.5917,-0.5021,0.3982,0,0.056633561711913,1,0.506257908679551
521.087,2,1,1,4,4,6,6,0.4597,-0.1139,0.8302,0,0.133613468452274,1,0.50991732431384
421.587,1,1,2,2,3,4,4,-0.8383,-1.3361,-0.2719,0,0.0259600913951371,1,0.462605541706245
452.675,2,1,1,5,3,6,6,0.0248,2.9294,1.9073,0,0.176614371156511,1,0.509473297901924
275.175,1,1,2,1,1,6,6,-0.6672,-0.9704,-0.6624,0,0.0227270810548609,1,0.512644743498167
488.095,1,1,1,3,3,5,5,-0.1613,1.7296,1.1812,0,0.0841175886568011,1,0.436521711946523
365.962,2,1,1,3,1,5,5,-1.902,2.0373,0.9843,0,0.0649811860226589,1,0.490944335173967
437.19,1,1,2,5,2,4,4,-0.7244,1.4582,0.879,0,0.0521138619257078,1,0.493244648859903
483.441,2,1,1,3,4,6,6,2.5915,2.3063,1.4303,0,0.137553164411175,1,0.476419389729477
456.411,2,1,1,5,3,4,4,0.2947,1.2336,0.1559,0,0.0568337977298446,1,0.525336393535147
459.421,1,1,1,6,3,6,6,-0.3381,1.1419,1.1264,0,0.147410391918433,1,0.515451310593947
486.993,2,1,2,3,4,6,6,0.5423,-0.5288,0.4711,0,0.0727323932029314,1,0.530274708429669
430.331,2,1,2,2,3,6,6,-0.5753,0.5792,0.5063,0,0.0505701246225479,1,0.52407483857284
522.779,1,1,1.056109721,4,4,6,6,0.6642,2.1241,1.5907,0,0.143264491432356,1,0.461130623836317
497.177,1,1,2,2,3,6,6,-0.5064,0.3598,0.2604,0,0.0415941892330947,1,0.498519553886172
536.765,2,1,2,1,4,4,4,0.0777,-0.1479,-0.4002,0,0.0205994133431713,1,0.488502621459724
529.343,2,1,1,2,4,4,4,0.6642,0.4847,-0.6359,0,0.0272153493761941,1,0.493860808854172
634.891,1,1,2,5,3,4,6,0.2947,1.4882,1.3776,0,0.0796455234338721,1,0.586362176419855
496.165,2,1,1,4,2,6,6,-0.8616,1.0853,1.4775,0,0.145828971377173,1,0.498700614995289
431.969,1,1,1,2,3,4,4,-0.4838,0.0727,0.1632,0,0.0407764436911936,1,0.426707792574486
464.037,1,1,1,5,3,6,6,-0.0099,2.4039,1.9006,0,0.176173839007551,1,0.471180664562245
645.432,1,1,1,4,4,6,6,2.5915,1.6345,1.2661,0,0.143694293744549,1,0.463015683978283
481.194,1,1,2,4,3,5,6,0.6897,1.1186,1.4278,0,0.0917206369462883,1,0.524240139047835
502.126,2,1,1,3,4,6,6,0.6642,2.2468,1.6977,0,0.145280745486644,1,0.471008927438791
366.61,2,1,1,3,4,5,5,1.0594,1.6714,1.3045,0,0.108410368101154,1,0.458940586330857
518.943,1,1,2,5,4,5,6,1.1981,-1.1628,0.2381,0,0.0729906117862791,1,0.573615654273378
478.132,2,1,2,4,4,6,6,1.5611,0.7931,0.8737,0,0.0930155687541972,1,0.538854469132736
494.51,1,1,2,2,3,5,5,-0.3381,-0.7998,-0.0996,0,0.0331089093868178,1,0.480927817409297
439.908,1,1,1,3,3,6,6,-0.9626,0.244,1.0857,0,0.110134461402992,1,0.454557948997075
204.268,2,1,2,4,3,4,4,0.2067,1.5344,0.5242,0,0.0424091561471998,1,0.520016215543515
525.425,1,1,2,3,3,6,6,-0.3381,-0.1445,-0.2762,0,0.0364486418209558,1,0.536695438983849
502.45,1,1,2,2,4,6,6,0.3998,1.0388,0.5306,0,0.0488000858906366,1,0.487471907651678
537.148,1,1,1,4,4,5,5,1.0269,2.3194,0.964,0,0.0845972957635041,1,0.464263287161935
436.023,1,1,1,4,2,6,6,-1.1407,0.8354,0.7038,0,0.0873793103115288,1,0.49751410240155
548.025,1,1,2,3,3,6,6,-0.7863,-1.084,0.5357,0,0.068399554583768,1,0.494645476437588
480.194,2,1,1,6,4,6,6,0.6642,2.1125,1.8137,0,0.219598637597911,1,0.522381062012717
371.294,2,1,2,3,3,6,6,-0.4725,1.4836,1.3553,0,0.0863707707584597,1,0.512774338371916
417.469,1,1,1,1,2,1,6,-0.6427,0.0031,-0.5113,0,0.0137668358800762,1,0.664079583135355
550.764,2,1,1,5,3,6,6,-0.3381,2.409,1.4061,0,0.139407030310857,1,0.528666930392807
449.363,2,1,1,4,3,6,6,-1.1653,0.4421,0.7452,0,0.10433189268425,1,0.525498051371787
488.969,2,1,1,5,3,6,6,-0.3381,1.395,1.6272,0,0.180302790533069,1,0.510540470127254
284.124,1,1,2,5,3,6,6,0.1313,0.2263,0.9965,0,0.102111265167252,1,0.520166224937915
585.662,1,1,1,4,2,4,5,-1.2283,-0.3549,-0.4114,0,0.0363906261473375,1,0.550935325041582
340.3,2,1,2,4,3,4,4,-0.4838,-0.0764,-0.2667,0,0.0309014393934137,1,0.544161623553823
359.353,1,1,1,4,3,4,4,-0.3381,0.8518,-0.3564,1,0.0339255088830631,1,0.493547066790701
414.477,1,1,1,6,3,6,6,-0.3381,2.0433,1.3337,1,0.147425232304431,1,0.513695930223702
393.945,1,1,1,4,3,6,6,0.3645,0.715,0.4116,1,0.0835689298501452,1,0.502648951307406
499.437,1,1,1,5,3,6,6,-0.1515,0.8358,1.0552,1,0.132558666685682,1,0.496196597861118
370.727,1,1,1,3,4,6,6,0.6642,0.7902,1.0591,1,0.113603708676655,1,0.452994138861455
356.794,1,1,1,5,3,6,6,-0.3381,2.9683,1.8389,1,0.155403708814751,1,0.479723846372304
439.961,1,1,1,1,3,6,6,-0.4725,0.2704,0.8061,1,0.0744704977774598,1,0.427355037306026
488.522,1,1,1,3,3,4,4,-0.4157,1.5351,0.5146,1,0.0470580655498805,1,0.441898983929231
427.714,1,1,1,5,2,4,6,-0.8686,1.1742,1.0143,1,0.0845731778710307,1,0.578276955136547
504.268,1,1,1,4,3,6,6,-1.0036,0.9342,1.112,1,0.11444534841305,1,0.478338871155541
432.211,2,1,1,6,4,6,6,0.0398,2.02,1.4491,1,0.176529044155331,1,0.53994634662431
424.657,1,1,1,6,3,4,6,-0.3381,2.1665,0.883,1,0.081443326212035,1,0.607135345923409
342.303,1,1,2,3,3,6,6,-0.3381,0.5012,0.8909,1,0.069888586308016,1,0.490363377328474
461.858,1,1,1,6,4,6,6,1.0594,1.5391,1.231,1,0.164703853867456,1,0.507658607931053
483.804,2,1,1,4,3,5,5,-0.3381,0.9154,0.758,1,0.0874149685461599,1,0.502493308238972
426.432,1,1,1,4,4,6,6,0.6642,1.8542,1.4501,1,0.139351190822138,1,0.463584418414623
461.386,2,1,2,1,3,4,4,-0.6925,0.5465,-0.5099,1,0.0159125723674146,1,0.503270498166807
555.509,2,1,2,2,4,6,6,0.6087,1.1513,1.1092,1,0.075412486824394,1,0.496421336139852
564.79,2,1,1,1,3,5,5,0.0575,-0.2115,0.3025,1,0.0543003473534024,1,0.454430868224946
502.69,2,1,1,4,2,6,6,-0.6292,0.4006,0.73,1,0.104318433316189,1,0.525327815012963
444.737,2,1,2,4,4,6,6,0.045,0.4307,0.8237,1,0.0867622898330908,1,0.543491208539649
519.456,2,1,2,2,3,4,4,0.1674,0.5715,0.4705,1,0.0363742293883346,1,0.476184031653161
510.973,2,1,1,3,3,6,6,-0.3381,0.2114,0.3711,1,0.0796279223514135,1,0.517999157325377
508.393,2,1,1,1,3,6,6,-0.3381,-0.7582,0.8,1,0.0929217542292985,1,0.452704529626596
378.806,2,1,2,0.690343208,3,5.721302558,6,-0.3381,-0.3789,0.5262,1,0.0483243416463067,1,0.499618832029041
247.555,2,2,2,3,2,4,4,-0.983,-1.0174,-0.3614,1,0.0187581207598774,1,0.411638797652889
388.311,2,1,1,3,2,4,4,-1.2158,0.8129,0.3112,1,0.0456827718992836,1,0.483410257802036
449.208,2,1,2,2,4,6,6,2.5915,0.1834,0.7328,0,0.0772151041868187,1,0.498009669123703
608.989,2,1,1,4,3,6,6,-0.3381,1.8626,0.854,0,0.0959860324272989,1,0.529405273230078
719.06,2,1,1,5,3,6,6,-0.3381,2.0738,1.6342,0,0.165942319087503,1,0.515821629992202
484.633,1,1,2,3,3,6,6,-0.3381,1.1382,1.2077,0,0.0777309433294621,1,0.48158165489476
524.225,2,1,1,3,4,5,5,0.6642,1.108,0.8288,0,0.0857929163513548,1,0.476720123968318
535.433,2,1,1,6,3,6,6,-0.3259,3.185,2.0012,0,0.197248091051304,1,0.527871770096419
499.593,2,1,2,1,2,4,4,-1.4311,-1.0109,-0.9583,0,0.0138562370729695,1,0.514372352492262
562.607,1,1,1,4,4,6,6,2.5915,1.3924,0.8258,0,0.114650725398767,1,0.480474894544059
692.307,2,1,1,6,3,6,6,-0.6239,2.4435,1.832,0,0.194313404552899,1,0.530319086709609
617.694,2,1,1,3,3,6,6,0.3346,1.4216,1.1878,0,0.114998422991452,1,0.489376963698949
478.486,2,1,1,3,2,6,6,-0.6749,1.0769,1.2058,0,0.111816694928758,1,0.490780850480544
518.549,2,1,1,4,1,6,6,-3.1297,1.2104,1.2549,0,0.107527447516313,1,0.519146422913425
509.576,1,1,2,3,3,5,5,-0.3381,-0.2183,0.5067,0,0.0511356438912012,1,0.478079148710716
468.214,1,1,2,1,4,6,6,2.5915,0.3256,1.157,0,0.0809366823815849,1,0.427264340104815
470.428,2,1,2,4,3,6,6,-0.082,1.5053,1.4872,0,0.107863568574443,1,0.524911351952547
380.371,2,1,2,3,4,4,4,2.5915,-1.2366,-0.0287,0,0.047029674788264,1,0.492489304320057
275.554,2,1,2,2,4,4,6,0.3171,0.9276,1.027,1,0.0525808556862477,1,0.572877119984226
572.615,1,1,1,6,3,6,6,-0.5753,2.602,1.8903,1,0.185138024963309,1,0.494489323498639
512.324,2,1,1,3,4,6,6,0.6642,0.2247,1.1199,1,0.136067837214186,1,0.479925739569862
576.733,2,1,2,2,3,4,6,0.1052,0.1812,0.8973,1,0.0517429986781175,1,0.574615585557705
545.421,1,1,2,3,3,4,6,-0.9306,0.091,0.3476,1,0.0364453862484789,1,0.586440474550309
475.189,2,1,1,5,4,4,6,1.398,2.3771,1.353,1,0.113872314069451,1,0.596062826224496
406.503,2,1,1,3,4,6,6,2.5915,0.6667,1.2824,1,0.156885424837099,1,0.469479649498248
512.725,2,1,2,3,3,5,6,-0.3381,0.0735,0.4858,1,0.052643745910993,1,0.575685594105475
494.367,2,1,2,3,2,6,6,-0.7281,0.0719,0.4852,1,0.0587238938306525,1,0.541940268627208
588.762,1,1,1,5,3,6,6,-0.3381,1.5792,1.659,1,0.168122360414517,1,0.476253276134813
442.829,1,1,1,1,4,6,6,1.5043,1.591,1.3947,1,0.102694811150796,1,0.404318200356167
465.779,1,1,1,3,3,6,6,-0.3381,0.4567,1.0399,1,0.10789549904781,1,0.456087835586765
511.737,2,1,2,1,4,4,6,2.5915,-0.1258,0.1026,1,0.0342968629529137,1,0.577666321707647
698.706,2,1,2,4,4,6,6,0.6642,0.5224,1.25,1,0.115022335433468,1,0.523226772445251
570.42,1,1,1,4,4,6,6,0.6642,1.0911,1.4383,1,0.153097819391289,1,0.45785306054068
314.141,2,1,1,4,4,4,6,2.5915,1.7684,1.6872,1,0.143119932629019,1,0.553730889324286
390.726,1,1,1,1,3,5,5,-0.3627,0.1461,0.4753,1,0.0520870004729606,1,0.417448374717582
543.998,1,1,1,3,3,4,6,-0.3381,0.869,1.0261,1,0.0737276502497214,1,0.534064973328618
494.948,1,1,1,5,1,6,6,-0.8995,0.706,1.1315,1,0.128040403204958,1,0.497271732935991
436.592,1,1,1,4,3,6,6,-0.66,0.6969,1.2935,1,0.134156729280084,1,0.467140509059325
523.18,2,1,1,2,4,6,6,0.4906,-0.1207,0.4971,1,0.0862089704656952,1,0.486072197043008
601.025,2,1,1,3,3,6,6,0.2947,-0.2695,0.9383,1,0.124599921518951,1,0.486639527560158
517.75,2,1,1,5,4,6,6,0.2091,0.8647,1.2518,1,0.165462895620461,1,0.519412917186379
466.831,2,1,1,3,3,6,6,-0.3381,1.8712,1.477,1,0.123541669950644,1,0.482685522854709
492.08,1,1,1,5,4,6,6,0.412,2.4143,1.7593,1,0.170727181827121,1,0.474583166666156
457.062,1,1,1,2,3,6,6,0.2067,0.9957,1.2793,1,0.105826785425951,1,0.429111456087326
428.222,1,1,2,2,4,4,4,0.6642,0.7256,0.7337,1,0.0415950404552632,1,0.428643098269542
463.281,1,1,1,1,3,6,6,-0.3381,1.6008,1.295,1,0.084109613337797,1,0.416445860320728
418.192,2,1,2,2,4,6,6,2.5915,0.5787,0.7334,1,0.0729934591437251,1,0.50124137739532
510.693,2,1,1,2,4,6,6,-0.378,0.1043,0.9104,1,0.102121736661478,1,0.472750782432023
475.42,2,1,1,5,3,6,6,-0.3381,2.0869,1.2464,1,0.132624349923345,1,0.533072415498269
270.3,2,1.344012851,2.046123862,4,2,6,6,-0.6981,0.316,0.8848,1,0.0718435665013371,1,0.507501549959749
470.814,1,1,1,2,3,6,6,-0.4838,1.4244,1.4162,1,0.104026451595537,1,0.429056786407566
451.531,2,1.145796808,2,3,4,4.488420496,3.891416134,1.5611,0.3775,-0.596,1,0.0245395925579288,1,0.493340483400684
536.435,2,1,1,2,3,6,6,-0.8307,0.3971,0.894,1,0.0918658442509825,1,0.47892206648728
512.292,1,1,2,3,4,6,6,-0.0621,-0.0934,0.5484,1,0.0642958568496106,1,0.498227891767446
494.647,2,1,2,3,4,6,6,1.5043,0.6045,1.1149,1,0.097578617010436,1,0.507670049122368
479.353,1,1,1,3,3,6,6,0.0248,1.2423,1.2873,1,0.114691357906993,1,0.450348057300299
413.36,2,2,2,1,4,6,6,1.5043,-0.5329,0.7382,1,0.0489469160441817,1,0.365900089791072
431.436,1,1,1,3,4,6,6,0.3171,1.0354,1.2112,1,0.117889023707589,1,0.449553109952114
319.818,2,1,2,3,2,4,4,-0.0744,0.8742,0.5817,1,0.040667959660529,1,0.495244524931529
368.487,2,1,1,1,2,5,5,-0.5608,0.324,1.3053,1,0.0881589861012105,1,0.418646825247563
483.18,1,1,1,4,3,6,6,-0.4725,0.8709,1.2334,1,0.127873663875817,1,0.470552083014246
543.15,2,1,1,3,2,6,6,-0.8828,0.8434,-0.0578,1,0.0521032359033309,1,0.545473239419297
