"Y","GENDER","ST011Q06","ST011Q07","ST013Q01","ST034Q01","MISCED","HISCED","BELONG","HOMEPOS","ESCS","treat","distance","weights","pscore"
616.847,2,1,1,5,3,4,6,-0.3381,1.6721,1.6518,1,0.131716304003396,1,0.585034925526621
519.272,1,1,1,5,4,6,6,0.6642,1.6815,1.0974,1,0.130503298122817,1,0.49694918519844
550.584,1,1,1,4,3,6,6,0.2418,0.9222,1.3763,1,0.143690066231297,1,0.462117841712866
507.547,1,1,1,6,2,6,6,-0.8616,1.7043,1.5604,1,0.16587211883305,1,0.504158102193007
381.788,1,1,2,3,7,6,6,3.603936999,1.4937,1.359,1,0.114618517813014,1,0.458068065643779
579.002,1,1,1,5,3,6,6,-0.4953,2.6689,1.8529,1,0.161473502404158,1,0.477204293540284
437.887,1,1,2,3,3,6,6,-0.3381,-0.0639,0.9105,1,0.0767237007211749,1,0.484840321610142
392.344,1,1,1,2,2,5,5,-0.6981,1.0299,0.5108,1,0.0505767903193078,1,0.444474486086964
547.864,1,1,1,6,4,6,6,2.5915,3.6527,2.0491,1,0.214206973837349,1,0.483334644709519
437.669,1,1,1,6,2,6,6,-1.044,3.4024,2.0604,1,0.174640748784729,1,0.496651326726495
537.457,1,1,1,5,3,6,6,0.42,1.3817,1.3798,1,0.153543770093668,1,0.484265751544643
523.665,1,1,1,6,3,6,6,-0.3381,2.051,1.1918,1,0.135669913170257,1,0.520040574074121
378.028,1,1,1,4,3,6,6,-0.3381,1.7674,1.3769,1,0.124201442762927,1,0.471098112468511
568.735,1,1,2,5,4,6,6,0.329,2.1953,1.7408,1,0.126400254252953,1,0.501291595979723
405.246,1,1,1,5,4,6,6,1.398,1.1001,1.049,1,0.142918182195652,1,0.491669703788749
434.906,1,1,1,4,1,6,6,-1.407,0.6622,0.2888,1,0.0661434379684302,1,0.516848145246379
573.038,1,1,1,4,3,6,6,-0.082,0.4146,0.9004,1,0.114241656849704,1,0.480123570614843
429.338,1,1,1,3,4,4,4,0.1885,0.5756,-0.3546,1,0.0331013804619517,1,0.468698136416124
445.043,1,1,2,1,3,5,6,-0.4725,0.5447,0.9482,1,0.0470644989920798,1,0.487288192001564
513.746,1,1,1,5,3,5,5,-0.5021,2.2663,1.2545,1,0.102156050407165,1,0.477036599887118
525.143,1,1,1,5,3,6,6,-0.3381,2.6212,1.546,1,0.137474406140564,1,0.489833366034283
396.168,1,1,1,4,4,6,6,0.4451,2.4707,1.4907,1,0.129762147057375,1,0.467633611641877
426.637,2,1,1,3,3,6,6,-0.3381,1.7938,1.18,1,0.104572745920778,1,0.495202721977133
629.254,2,1,2,4,3,6,6,-0.1144,1.3921,1.1977,1,0.0917562078397267,1,0.53687767612573
523.428,2,1,1,3,2,6,6,-1.072,1.6071,1.008,1,0.0900068295555441,1,0.505340407039689
437.398,2,1,2,3,7,6,6,3.135717054,1.9647,1.6561,1,0.133530348731011,1,0.484785563543849
457.949,2,1,2,2,4,6,6,0.9646,0.7205,0.2276,1,0.0469578849708634,1,0.530624304777584
489.808,2,1,1,1,4,6,6,-0.0644,1.5479,1.2549,1,0.0928053071072816,1,0.449184244870679
497.633,2,1,1,4,7,6,6,3.325330146,3.0439,2.0527,1,0.22203588381409,1,0.467271584624734
420.179,2,1,1,2,3,6,6,-0.3381,0.7132,1.0721,1,0.100843953815122,1,0.471884568290997
420.963,2,1,2,2,2,6,6,-1.1407,0.7999,0.7114,1,0.0523189723178321,1,0.520262176766618
425.905,2,1,2,1,3,6,6,-0.3381,0.379,0.1228,1,0.0362827414481686,1,0.519355425112693
462.513,2,1,2,3,2,6,6,-1.0137,0.7969,1.2269,1,0.0827492677757246,1,0.516164607390489
574.694,2,1,1,6,2,6,6,-0.9585,1.0957,1.3367,1,0.167928776902755,1,0.543706808524374
387.094,2,1,1,4,7,6,6,2.978981971,0.7211,0.9511,1,0.159896106097481,1,0.498140339401557
387.141,2,1,2,3,3,6,6,-0.7346,0.9114,1.145,1,0.0809900586903669,1,0.518312631483507
425.482,2,1,2,1,3,6,6,-0.3381,0.7919,0.4689,1,0.042688210669397,1,0.507430046137513
543.873,2,1,2,4,4,4,6,2.5915,0.3905,1.0775,1,0.0866075986874042,1,0.595819609657709
500.694,2,1,1,5,4,6,6,0.1491,2.6653,1.5622,0,0.155556816575901,1,0.520711981390944
601.615,2,1,2,2,2,6,6,-0.5917,-0.305,-0.2319,0,0.0347129743582516,1,0.550823680632238
474.144,2,1,1,4,3,6,6,0.5643,0.1494,0.3484,0,0.0945588372033234,1,0.534431943195263
554.286,2,1,1,5,3,6,6,-0.4725,1.2352,1.45,0,0.165521584123048,1,0.517552726834769
317.567,2,1,1.436945799,4,7,6,6,2.719071552,0.2384,1.1043,0,0.159879466369614,1,0.500285012286229
526.412,2,1,2,3,4,6,6,1.5611,1.6681,1.1958,0,0.0885987469883638,1,0.512645822877584
547.802,2,1,2,2,2,4,4,-0.6981,-1.0045,-0.522,0,0.022112278688067,1,0.511684167064439
467.503,1,1,2,4,4,6,6,1.1245,1.463,1.3477,0,0.102678871217264,1,0.490600702413558
486.912,1,1,1,5,3,6,6,0.1802,1.4567,1.1801,0,0.133673548570462,1,0.494589337380017
586.705,1,1,1,4,4,4,6,0.7934,2.1277,1.468,0,0.100852333306762,1,0.538573966594781
561.271,1,1,2,4,3,4,4,-0.3381,-0.1253,0.0697,0,0.0362824993205415,1,0.494027760921225
381.462,1,1,1,5,3,6,6,-0.4084,2.4145,1.4701,0,0.134685795703284,1,0.491744809937611
479.928,1,1,1,3,3,6,6,-0.3381,1.1762,1.201,0,0.107621663839687,1,0.454888622761753
390.128,1,2,1,1,3,6,6,-0.4838,-2.1469,-0.1856,0,0.038821079209107,1,0.342444723201439
543.734,2,1,2,3,3,4,4,0.0575,-1.2381,-0.6078,0,0.0267195657353603,1,0.528621900164459
530.995,1,1,2,3,1,6,6,-1.4215,0.0024,0.5836,0,0.05460585065119,1,0.506598615091543
380.32,2,2,1,6,4,6,6,-0.378,0.2298,0.8143,0,0.107895220164147,1,0.441174368417753
425.615,2,1,1,2,2,4,4,0.0652,0.9243,0.1249,0,0.0379230507447912,1,0.468800468472567
494.157,1,1,1,2,4,6,6,-0.0621,0.0987,0.867,0,0.0945552417406681,1,0.43935190471199
568.058,1,1,1,5,3,6,6,-0.7577,0.6745,1.0579,0,0.131099652773723,1,0.496922408251599
504.106,1,1,1,1,3,6,6,-0.3381,0.4778,0.4277,0,0.0574197900302898,1,0.445056675266484
479.979,2,1,2,4,4,5,5,1.0269,0.6038,0.2302,0,0.0520869113959565,1,0.544297592689588
500.695,2,1,1,2,4,6,6,2.5915,0.6679,1.1795,0,0.131684113873591,1,0.454912070356078
537.117,2,1,1,3,4,4,5,1.398,0.706,-0.4348,0,0.0362657194729357,1,0.563477366131387
627.797,1,1,1,5,3,6,6,-0.7577,0.8064,1.2717,0,0.145834561374683,1,0.488536744587286
554.128,1,1,2,5,3,6,6,-0.3381,0.9043,1.0391,0,0.0927209895417657,1,0.525539748212327
487.006,2,1,1,3,3,6,6,0.0248,0.6363,1.0645,0,0.116873489921928,1,0.489479744908601
591.685,2,1,2,5,4,6,6,1.398,1.481,1.3336,0,0.124597252876232,1,0.543916165767999
576.961,2,1,1,3,3,6,6,-0.3381,1.5797,1.4939,0,0.129791919663045,1,0.479538358191146
318.209,2,1,2,3,3,6,6,-0.3381,0.6166,1.14,0,0.086207783353051,1,0.514685620902293
587.244,2,1,1,5,3,6,6,-0.1862,2.018,1.6963,0,0.174468910997798,1,0.512067571051383
687.782,2,1,1,5,3,4,4,-1.1836,2.807,0.8994,0,0.0661000889355693,1,0.510680344953898
589.839,1,1,2,6,3,6,6,0.1313,1.0214,1.0821,0,0.108675140836047,1,0.542060217440473
358.411,1,1,1,6,2,6,6,-0.8427,0.7791,1.365,0,0.167652919719652,1,0.505123541412465
627.34,1,1,1,4,4,6,6,2.5915,1.0446,1.4212,0,0.169506391944486,1,0.451366465489272
542.724,1,1,2,3,4,6,6,0.6642,-0.8724,0.3448,0,0.0661736909212124,1,0.498223742048231
604.297,2,1,1,4,2,6,6,-0.9021,0.5868,0.6331,0,0.094315815331529,1,0.532113438213751
418.932,1,1,1,4,2,6,6,-0.7309,1.4286,1.459,0,0.12983878965255,1,0.467511381937333
501.75,2,1,2,2,3,5,5,-0.3381,0.4578,0.4659,0,0.0426810303879136,1,0.500639257150035
465.398,2,1,1,2,4,6,6,2.5915,0.8747,0.9868,0,0.114256125170834,1,0.465090485055682
561.706,2,1,2,5,4,6,6,-0.122,1.2414,1.2869,0,0.114751011170316,1,0.549416149897903
598.439,2,1,2,4,3,6,6,-0.4725,1.1775,0.8708,0,0.0756659495965551,1,0.550772173783869
368.411,2,1,1,1,9,4,6,5.830971431,1.5657,0.3523,0,0.063270751510908,1,0.534972078278605
434.222,1,1,2,3,1,4,4,-1.6242,-0.3468,-0.8175,0,0.0159157704267851,1,0.519743593383575
490.284,2,1,1,4,2,6,6,-1.0597,1.0755,1.0813,0,0.11445511037584,1,0.516882333396376
610.214,1,1,1,5,3,6,6,-0.3381,2.0224,1.326,0,0.131022887928063,1,0.494646081140012
401.419,1,2,1,2,3,6,6,-0.3381,0.3774,0.9281,0,0.0626723791061795,1,0.333629906416956
534.642,1,1,1,4,3,5,5,-0.3381,1.9953,1.2375,0,0.0938631498479736,1,0.455844512054486
300.461,1,1,1,1,3,2,2,-0.3381,-0.344,-1.2855,0,0.0103035626348595,1,0.421076869762533
482.547,2,1,1,3,2,6,6,-0.358,0.1342,0.8387,0,0.104048343957692,1,0.498140990053044
495.101,1,1,1,3,3,5,6,0.5643,0.0315,0.7596,0,0.0871290403394094,1,0.498720433638097
447.153,2,1,2,3,2,4,4,-1.3055,-0.1518,0.184,0,0.0338888620623163,1,0.508828306467703
469.148,2,1,2,4,3,4,4,-0.7165,1.2392,0.5919,0,0.0436900907425838,1,0.517898252040113
508.571,1,1,1,3,2,6,6,-0.2389,0.4869,0.5137,0,0.0761095443959633,1,0.480617693750101
500.34,2,1,2,1,3,6,6,-0.7346,0.3182,0.7203,0,0.0524824060959926,1,0.493807880015067
615.313,1,1,2,3,4,5,5,0.9357,1.211,0.536,0,0.0470687246218371,1,0.482563208803212
632.15,1,1,2,4,3,6,6,-0.5753,-0.4876,0.4862,0,0.0698889560406284,1,0.520209200713702
476.469,1,1,1,6,1,6,6,-3.1297,5.2563,2.6178,0,0.163572686609306,1,0.49613518306782
520.239,2,1,1,4,3,5,5,-0.3381,2.688,1.7401,0,0.123642668026242,1,0.473605678989189
444.903,1,1,1,4,4,6,6,0.4906,0.9888,1.2974,0,0.141739288146679,1,0.463839875938102
577.183,1,1,2,3,4,4,4,1.5043,-0.0572,0.2807,0,0.0418284335223262,1,0.458082423285356
494.041,1,0.87631005,1.259452724,2.586900497,2.723083055,5.448109264,6.514215983,-0.972379337,0.906639866,1.801458942,0,0.12890983323988,1,0.493423640230507
498.578,1,1,1,2,2,2,2,-0.5917,-0.0135,-1.1641,0,0.0115772997881957,1,0.439605582387393
585.224,2,1,1,3,4,6,6,1.398,0.7464,1.0637,0,0.12796144444521,1,0.484078225010036
574.717,2,1,1,3,3,6,6,-0.119,1.8115,1.6824,0,0.142167761864181,1,0.472326116283341
543.348,2,1,1,4,1,6,6,-1.8282,1.1275,1.431,0,0.130120641207442,1,0.505998318424885
535.232,2,1,1,4,9,6,6,4.316096562,3.6473,2.4414,0,0.277243258485353,1,0.448755664045031
633.172,1,1,1,3,3,6,6,-0.5064,0.2454,0.7556,0,0.0926062406971511,1,0.467481704904057
405.93,2,1,1,2,4,4,4,2.5915,1.9214,0.8012,0,0.0626841244251446,1,0.435462563625246
630.235,2,1,2,4,2,5,6,-0.0744,1.2045,1.232,0,0.0800596646265883,1,0.571724742671885
369.857,2,1,2,1,7,6,6,3.423145425,-0.0276,0.6553,0,0.0767545781176916,1,0.47326024054398
522.214,1,1,1,3,3,5,6,-0.4725,0.8991,1.1611,0,0.0927388994240683,1,0.491799474960651
514.919,2,1,2,3,4,6,6,1.5043,0.5814,1.003,0,0.0914353100231028,1,0.512436680457507
405.037,1,0.746291059,1.690846546,3,2,6,6,-1.2677,1.0019,1.1989,0,0.0881661935331974,1,0.506044277207324
550.885,1,1,1,3,4,5,5,2.5915,0.8084,0.0574,0,0.0577940176006525,1,0.467136087371724
599.709,2,1,1,5,3,6,6,-0.3381,0.5156,0.8962,0,0.133467877505482,1,0.535628234495222
533.131,1,1,1,6,3,6,6,-0.3381,0.5446,1.1962,0,0.165816836800352,1,0.507439079249695
380.907,1,1,1,2,2,2,2,-0.8686,-0.1404,-1.4826,0,0.00937719631674799,1,0.453506253775306
542.796,2,1,1,3,3,6,6,0.3395,1.1597,1.2569,0,0.124198803670956,1,0.484142099500036
550.588,2,1,1,4,4,6,6,0.1985,2.2438,1.5933,0,0.14965678205219,1,0.496471700379837
594.275,1,1,2,3,3,4,6,-0.3381,0.1539,0.474,0,0.0406696955937434,1,0.579429941776959
528.239,1,1,1,3,4,6,6,0.6642,0.8612,0.8992,0,0.102186404538665,1,0.460608134134091
335.688,1,1.283787157,1.599966568,3,4,6,6,-0.7526,-0.9641,0.3111,0,0.0622453288923057,1,0.460803864697124
535.316,1,1,2,3,3,6,6,0.4638,-0.7463,0.3911,0,0.0641819341703894,1,0.499351615639322
577.259,2,1,2,3,4,4,5,0.095,-0.521,0.3128,0,0.0456496765970869,1,0.552476145452682
368.646,2,1,2,1,3,6,6,-0.6239,0.3302,0.5388,0,0.0469635261589491,1,0.501552698670481
439.668,1,1,2,1,4,4,5,2.5915,-0.5791,-0.7004,0,0.01986910185324,1,0.51526983075901
500.619,1,1,1,2,1,5,6,-1.871,-0.7588,-0.4813,0,0.0316967781927565,1,0.539474095960341
439.608,2,1,1,3,4,4,4,0.7934,0.6126,-0.1963,0,0.0408342534895777,1,0.494192402543116
481.484,2,1,1,5,3,5,5,0.0248,0.7848,0.586,0,0.092578316284745,1,0.526933525281095
583.236,2,1,1,5,4,6,6,0.3171,2.2622,1.7654,0,0.185214263123737,1,0.507792741417483
529.324,2,1,1,3,3,5,5,-0.3381,-0.3399,-0.8192,0,0.0339310865141941,1,0.542715290911289
622.707,2,1,2,3,3,6,6,-0.3381,0.1349,0.9629,0,0.0827477116243872,1,0.5185592675534
492.205,2,1,2,2,4,6,6,1.5147,0.8976,1.0779,0,0.0809805918634842,1,0.492467079781575
561.003,1,1,1,5,4,4,4,-0.0621,2.7983,0.7102,0,0.0602289668499644,1,0.479146127911622
522.389,2,1,1,3,2,6,6,-0.9414,1.6097,1.071,0,0.0942345918634741,1,0.502101507719379
516.717,1,1,1,5,4,6,6,2.5915,1.9891,1.4584,0,0.171472490512542,1,0.476588388881624
473.051,1,1,2,3,3,5,6,-0.7577,1.1108,1.2803,0,0.0678356160624669,1,0.516696117106436
570.828,1,1,2,3,4,6,6,1.5043,1.1542,1.3582,0,0.0976853115461307,1,0.467051604238088
564.082,2,1,2,3,3,6,6,-0.4838,-0.206,0.755,1,0.0756915913752347,1,0.525471955210809
485.115,2,1,1,5,3,6,6,-0.6334,1.8545,1.7189,1,0.176112479937171,1,0.511323305033665
528.72,2,1,1,3,3,6,6,0.2947,0.8903,1.0339,1,0.112574569366538,1,0.491960196709414
455.869,2,1,2,1,3,0,2,-0.4725,-0.7549,-1.7019,1,0.00437724446987261,1,0.571434926083614
683.922,2,1,2,3,3,5,5,-0.3381,0.0687,0.5708,1,0.0549702755483106,1,0.512003403957672
353.662,2,1,1,3,4,6,6,-0.378,1.462,1.2233,1,0.115250955556508,1,0.489272278748802
458.306,2,1,2,1,3,4,4,-0.6837,-0.992,-1.3439,1,0.0115696573107087,1,0.527489777389169
603.871,2,1,2,3,3,5,5,-0.3381,-0.1728,0.0895,1,0.0418348296882846,1,0.531303581136262
433.091,2,1,2,2,1,2,5,-1.9325,0.2833,-0.3008,1,0.013595316151942,1,0.648343701500057
493.174,2,1,2,1,3,5,5,-0.3381,-0.5904,-0.6219,1,0.0215409844058476,1,0.520971907430889
517.872,2,1,2,2,4,4,6,2.5915,0.9767,1.0243,1,0.0599472660925433,1,0.565387113568223
454.401,2,1,2,5,3,4,4,-0.3381,0.7234,-0.2589,1,0.0316895691737011,1,0.568784545920976
474.912,2,1,2,3,3,6,6,0.2947,0.1425,0.8831,1,0.0817163529246353,1,0.519885916715173
507.916,2,1,1,3,4,6,6,1.5611,1.2304,1.2002,1,0.131081286711515,1,0.481436426616956
611.26,2,1,1,6,3,4,4,-0.3381,1.3164,0.1275,1,0.0602403844005329,1,0.548637818368239
560.43,2,1,2,2,4,2,2,2.5915,0.1631,-1.4091,1,0.00937426677533872,1,0.499192061613742
599.475,2,1,1,4,4,6,6,1.398,0.7698,1.0929,1,0.145790966534969,1,0.502194111654578
588.068,2,1,2,5,4,6,6,1.0269,0.9448,1.2812,1,0.12718319485685,1,0.543155953335364
506.051,2,1,2,3,3,6,6,-0.3381,0.4795,1.0069,1,0.0809663768570761,1,0.519448471191409
429.451,1,1,2,2,4,4,4,1.5611,-1.1059,-0.4973,1,0.0259675871923948,1,0.464451717425417
638.687,1,1,2,1.04627787,3,6,6,-0.1985,-0.0335,0.6531,1,0.051145278503076,1,0.458532547616947
516.468,1,1,1,4,4,4,4,0.7831,0.0885,-0.9675,1,0.0282448773841316,1,0.508891749922745
387.159,1,1,2,3,4,2,2,2.5915,0.1356,-1.068,1,0.0125072117024932,1,0.46869685347827
686.64,1,1,2,4,3,4,6,-0.7817,1.0634,0.8082,1,0.0487869813212631,1,0.592530090296968
560.484,1,1,1,3,2,0,2,-0.7768,0.6816,-1.1359,1,0.00851025216838173,1,0.537737092902499
460.593,1,1,1,3,3,4,4,-0.3381,-0.3812,-0.2723,1,0.037811564074355,1,0.46051647496079
523.076,1,1,2,3,3,5,5,-1.0036,-0.5154,-0.4987,1,0.026712825583634,1,0.522544372025373
659.515,1,1,2,5,2,4,4,-0.6178,0.1952,-0.7423,1,0.0220832528778419,1,0.554088939418463
602.034,1,1,1,6,4,4,5,0.9357,2.3534,1.5758,1,0.13204225683113,1,0.513205501619582
591.59,1,1,1,2,4,5,5,1.0269,-0.2819,0.194,1,0.059098871759906,1,0.438748586038922
461.654,1,1,2,3,3,6,6,-0.3381,0.223,1.016,1,0.0786338222648862,1,0.482532220221543
419.598,1,1,2,3,2,4,4,-0.9585,0.0972,0.0482,1,0.0283271009880494,1,0.481247902301944
638.539,1,1,2,2,3,6,6,0.5643,-0.508,0.3134,1,0.0522805650785566,1,0.485180518311549
568.956,1,1,2,1,4,4,4,0.5423,-0.7602,-0.3702,1,0.0220104033228823,1,0.446249995778752
416.375,1,1,2,6,3,6,6,-0.8913,0.6426,1.1702,1,0.11374474297013,1,0.538724634365401
453.399,1,1,1,3,2,1,1,-0.7244,0.1107,-1.7941,1,0.00703881471526783,1,0.464617248689451
506.89,1,1,1,4,2,6,6,-1.3839,-0.0212,0.4096,1,0.0810979794338561,1,0.504363804227484
428.343,1,1,1,2,1,1,1,-2.032,-0.1582,-1.6656,1,0.0062265707802342,1,0.443776201989829
566.302,2,0.97302341,1.584697241,4.692170175,2.923119338,6.341166457,5.886389903,0.275958223,1.691314148,2.004580583,0,0.188880599524259,1,0.487843398148703
561.143,1,1,2,3,3,5,6,-0.082,0.7291,1.1813,0,0.0701779045245971,1,0.515514053178773
558.53,1,1,1,5,3,6,6,-0.5064,0.6441,1.1707,0,0.142560865655831,1,0.490772296508333
474.318,2,1,2,3,3,6,6,-0.4838,0.9686,1.0627,0,0.077492563570171,1,0.521526359863461
576.875,1,1,1,5,2,6,6,-0.983,0.9469,1.1374,0,0.127208697122135,1,0.497874197273891
600.629,1,1,1,5,3,6,6,-0.3381,1.8763,1.5616,0,0.153085392219711,1,0.483007242124952
530.153,2,1,2,6,4,6,6,0.7701,0.8699,1.0264,0,0.122619229611321,1,0.573544499890352
539.33,2,1,2,5,3,6,6,-0.3381,0.259,0.9052,0,0.100329926722198,1,0.560297766763787
679.436,2,1,1,5,3,6,6,-0.5064,1.3283,1.2362,0,0.144505047002864,1,0.527894805909956
499.124,2,1,1,5,4,5,6,2.5915,2.3078,1.6788,0,0.172059842926431,1,0.540822163940997
387.298,1,1,1,3,3,0,1,-0.3381,-0.0925,-1.8481,0,0.00624126663198183,1,0.49953555809439
549.997,1,1,2,4,3,5,5,-0.3381,0.7133,0.6837,0,0.0567486295618025,1,0.49712240345978
350.081,2,0.997359364,2.134551972,1,9,6,6,4.719180784,-0.2481,0.1816,0,0.0645411667179308,1,0.48890910067382
370.102,2,1,1,1,2,2,2,-0.5917,1.2104,0.0709,1,0.0205938077212689,1,0.410823957802386
419.125,1,1,1,3,3,6,6,-0.3381,1.3246,1.2348,1,0.107602285658088,1,0.45461618560316
530.819,1,1,1,3,3,6,6,-0.5064,0.9627,1.1845,1,0.108678580823717,1,0.454467388546633
435.731,2,1,1,6,2,4,4,-0.983,1.5331,-0.4035,1,0.0387197387691661,1,0.577222517264987
410.407,1,1,2,3,3,4,4,0.0248,-0.3168,-0.4346,1,0.0241046792263844,1,0.494273476958945
401.747,2,1,1,3,4,6,6,2.5915,1.3519,1.1002,1,0.128935138678725,1,0.483170307709175
494.859,1,1,1,4,3,6,6,-0.5152,2.2426,1.5309,1,0.126242879669784,1,0.468833925846206
457.978,2,1,2,3,2,6,6,-0.883,0.6475,1.0687,1,0.077237049875866,1,0.521467486047094
530.982,2,1,1,2,4,6,6,2.5915,-0.1352,0.0991,1,0.0765838929788,1,0.496049073595614
388.007,1,1,1,3,3,6,6,0.0248,1.0641,1.0771,1,0.103612245369242,1,0.458128628896853
435.986,1,1,1,6,2,6,6,-1.5251,0.7213,0.9718,1,0.129790542598908,1,0.524501287229424
453.211,1,1,1,5,3,6,6,0.2947,0.8716,0.5518,1,0.100281204425588,1,0.517192724887386
524.92,2,1,2,5,2,6,6,-0.5917,1.0002,0.7437,1,0.0783528194545871,1,0.575606109205372
455.763,1,1,1,4,3,6,6,-0.3381,2.2425,1.7168,1,0.142120586422729,1,0.460004435979768
395.694,1,1,1,1,2,2,6,-1.0597,0.7234,0.9797,1,0.0379345302740231,1,0.5741226283571
561.243,2,1,1,6,3,4,4,-0.4494,2.3015,0.8583,1,0.0820588350627653,1,0.524904246400932
687.65,2,1,1,5,3,4,5,-0.3748,2.7668,1.0045,0,0.0754305580645458,1,0.562915338168881
422.162,2,1,1,4,4,6,6,0.2906,0.6875,1.0627,0,0.136127500447465,1,0.506827018942515
466.403,1,1,2,3,2,1,4,-1.3639,-1.374,-1.2983,0,0.00850210328483403,1,0.637783512461531
627.09,2,1,1,5,4,6,6,0.3998,1.7089,1.2934,0,0.153377593916028,1,0.523835239566013
480.588,1,1,1,3,3,6,6,-0.0099,1.19,1.2474,0,0.11257151242943,1,0.451795695902117
597.966,1,1,1,6,3,6,6,0.1802,1.6506,1.024,1,0.13365869515199,1,0.522312771280443
524.376,1,1,1,5,3,4,6,-0.3381,0.9559,1.1613,1,0.101282720572857,1,0.566884152120555
464.091,1,1,1,2,3,6,6,-0.1985,1.6415,1.3513,1,0.0986790077893447,1,0.432629050851919
381.179,1,2,2,1,4,6,6,1.5611,-4.8535,-2.5173,1,0.0103013873239213,1,0.43691574297732
481.212,1,1,2,4,1,6,6,-0.9921,-0.1252,0.764,1,0.0726206437079112,1,0.515229621883604
603.439,1,1,1,5,3,6,6,-0.3381,2.6919,2.0679,1,0.183057684736323,1,0.467332614050341
453.018,1,1,1,3,3,5,6,-0.3381,0.2277,0.6871,1,0.076755039328852,1,0.506787948766557
373.752,1,1,1,4,4,6,6,0.4574,1.2745,1.4024,1,0.144726849649677,1,0.461672793112347
405.805,1,1,2,4,1,4,6,-0.9873,1.7847,1.0733,1,0.0483683633264489,1,0.590381887313179
453.333,1,1,1.464966395,3,1,6,6,-1.4215,0.5193,0.3471,1,0.0524740234622654,1,0.506670569501494
652.666,1,1,1,5,3,6,6,-0.66,0.8371,1.1177,1,0.133566904138072,1,0.495262098726014
333.373,1,1,1,3,3,3.855545785,3.944250385,0.3645,-0.0016,-0.279546974,1,0.0362623528967824,1,0.463412598619359
510.206,2,1,2,5,3,6,6,-0.3381,1.1155,1.4473,1,0.123365327151394,1,0.543518178748266
602.446,2,1,1,5,4,6,6,0.7279,2.9294,1.7213,1,0.169719806051574,1,0.513769779658127
566.556,2,1,2,6,3,6,6,-0.3381,0.4151,-0.2359,1,0.0546071256725751,1,0.628709530822647
556.184,2,1,1,4,4,5,6,0.7701,1.6635,0.7395,1,0.0864310232839748,1,0.564185464183559
497.181,2,1,2,5,4,4,6,2.5915,1.437,1.4621,1,0.106822008688822,1,0.606182576080233
503.923,2,1,2,3,3,6,6,-0.4838,0.3191,0.9273,1,0.0781618845317429,1,0.522171971629803
564.348,2,1,1,4,4,6,6,0.7701,0.9292,1.1515,1,0.142564528647318,1,0.503163914434541
452.975,2,1,1,3,4,6,6,1.5611,2.0573,1.2768,1,0.122621759588313,1,0.484853722502215
560.662,2,1,1,4,4,6,6,2.5915,1.1637,1.3617,1,0.172209663801911,1,0.489248061579941
463.633,2,1,1,6,3,6,6,-0.082,0.1251,1.0213,1,0.171625370302597,1,0.54510659382793
513.042,2,1,2,1,3,5,5,-0.8021,-1.2412,-0.0346,1,0.0338993161787946,1,0.491258635750012
503.559,2,1,2,2,3,6,6,0.2947,0.4379,0.599,1,0.0577889037255081,1,0.51569395811722
535.965,2,1,2,3,3,6,6,0.4801,1.2674,1.2551,1,0.088613549557535,1,0.512015335391442
589.713,2,1,2,2,3,4,4,-0.1862,-1.0472,-0.4964,0,0.024109953010286,1,0.506941400647687
480.122,1,1,1,4,2,6,6,-1.0536,0.9231,1.1493,0,0.113666599401288,1,0.478195349462485
436.181,1,1,1,2,2,4,4,-0.9414,1.0562,-0.4052,0,0.0228801631834334,1,0.462605136897066
429.294,2,1,1,1,3,4,4,0.3346,0.8166,0.0026,0,0.0327534286031078,1,0.451831539787463
374.858,2,1,2,1,4,4,4,1.5611,-1.7122,-1.4433,0,0.0144073138502256,1,0.516504627851863
416.654,2,1,1,2,4,6,6,1.0594,1.5668,0.8899,0,0.089453045016791,1,0.480539555822994
518.884,2,1,2,4,3,2,6,-0.3381,0.5256,1.0239,0,0.0483185604433262,1,0.67837123057711
537.653,2,1,1,5,3,6,6,-0.3381,1.9398,0.841,0,0.106376658700377,1,0.549709378626636
575.347,2,1,1,5,4,5,5,0.3171,1.2425,0.8369,0,0.105834227110873,1,0.517136516650371
507.508,1,1,1,4,3,4,4,-0.3381,0.9769,-0.0418,1,0.0408361821620034,1,0.480645611548024
424.577,1,1,1,5,3,6,6,-0.8021,0.4018,0.4411,1,0.0938514312327491,1,0.52215372436299
416.918,1,1.340529179,2.12714353,1.871399178,4.655143282,3.978614255,5.594086327,0.79572755,0.329048913,0.502856818,1,0.0327663416591426,1,0.493073568088632
502.058,1,1,2,3,3,6,6,-0.3381,-0.0409,0.6504,1,0.0649788100632676,1,0.496551992761432
457.046,1,1,1,3,4,6,6,2.5915,1.7829,1.5272,1,0.145908099636552,1,0.433769262698464
588.651,1,1,2,4,2,4,6,-0.4698,0.9986,1.3837,1,0.0702092789636944,1,0.567458824705487
514.44,1,2,2,1,3,6,6,-0.3381,-0.1295,0.6385,1,0.0347063261876804,1,0.348779583131686
539.116,2,1,2,3,4,2.650171218,2,1.0269,-0.2146,-1.1553,1,0.0135775018386544,1,0.485571832838906
559.831,1,1,2,2,2,4,4,0.0048,-0.8568,-1.0876,1,0.0144154770125814,1,0.501031399838893
515.662,1,1,2,3,3,6,6,0.0248,-0.788,0.3758,1,0.0622582437370528,1,0.50126105957688
524.882,1,1,2,3,3,4,4,-0.082,0.9259,0.0841,1,0.0278997574595992,1,0.481920530337168
