educ,wrkstat,income,year,alcmon,verep,analwt_c2,yearrecode,bngdrkmon,coutyp4,catag3,vestr,mrjmon,irsex,mrjflag,irsex2
3,1,3,2019,1,1,3267,2019,1,1,3,40013,0,2,0,1
2,2,1,2019,0,1,2629,2019,0,3,2,40013,0,2,0,1
3,1,2,2019,0,1,899,2019,0,2,3,40013,0,1,1,0
2,1,4,2019,1,1,3175,2019,1,2,2,40013,0,1,1,0
4,1,4,2019,1,1,14089,2019,0,1,5,40013,0,1,1,0
3,1,4,2019,1,1,2341,2019,0,1,5,40013,0,1,1,0
4,4,4,2019,1,1,3705,2019,1,1,5,40013,0,2,1,1
2,1,4,2019,0,1,2685,2019,0,1,2,40013,0,1,0,0
3,2,4,2019,0,1,451,2019,0,2,2,40013,0,1,0,0
3,2,1,2019,0,1,7935,2019,0,2,2,40013,0,2,0,1
2,1,4,2019,0,1,366,2019,0,2,2,40013,0,1,0,0
2,4,2,2019,0,1,606,2019,0,2,3,40013,0,1,0,0
3,4,4,2019,0,1,5175,2019,0,3,5,40013,0,1,1,0
3,2,4,2019,0,1,3588,2019,0,1,2,40013,0,2,0,1
2,1,4,2019,1,1,4828,2019,0,2,4,40013,0,2,1,1
1,3,4,2019,1,1,4136,2019,1,2,2,40013,0,2,1,1
2,1,2,2019,1,1,1270,2019,0,1,2,40013,0,1,0,0
2,4,2,2019,1,1,4421,2019,1,1,5,40013,0,2,0,1
4,4,4,2019,1,1,14933,2019,0,3,5,40013,0,1,1,0
3,2,1,2019,1,1,423,2019,1,1,2,40013,1,1,1,0
4,1,2,2019,0,1,7741,2019,0,2,4,40013,0,2,0,1
1,3,2,2019,0,1,5853,2019,0,3,2,40013,0,2,0,1
1,4,3,2019,0,1,20952,2019,0,1,5,40013,0,2,0,1
3,4,3,2019,1,1,7785,2019,0,1,3,40013,0,1,0,0
1,4,2,2019,1,1,331,2019,0,2,2,40013,1,2,1,1
3,4,2,2019,1,1,387,2019,1,2,2,40013,0,2,1,1
3,1,2,2019,0,1,5660,2019,0,3,2,40013,0,1,0,0
1,4,1,2019,0,1,234,2019,0,2,2,40013,1,2,1,1
2,3,2,2019,1,1,1212,2019,1,2,2,40013,1,2,1,1
4,1,4,2019,1,1,1047,2019,0,1,4,40013,0,2,0,1
4,2,2,2019,0,1,8141,2019,0,2,5,40013,0,2,1,1
4,2,2,2019,0,1,3557,2019,0,1,4,40013,0,2,0,1
2,4,1,2019,1,1,6497,2019,0,1,4,40013,0,1,1,0
2,2,4,2019,1,1,2141,2019,1,2,4,40013,1,1,1,0
3,4,4,2019,1,1,5699,2019,0,2,4,40013,0,2,1,1
1,4,2,2019,1,1,24798,2019,0,1,4,40013,0,1,0,0
1,4,4,2019,1,1,2007,2019,1,2,5,40013,0,2,1,1
2,4,3,2019,1,1,316,2019,1,2,3,40013,0,2,1,1
2,3,2,2019,0,1,16966,2019,0,3,5,40013,0,1,1,0
2,4,1,2019,1,1,2794,2019,1,2,4,40013,1,1,1,0
2,1,4,2019,1,1,1017,2019,0,2,4,40013,0,2,0,1
2,4,2,2019,0,1,133,2019,0,1,2,40013,0,1,0,0
3,1,4,2019,1,1,7766,2019,1,3,3,40013,0,2,1,1
4,2,4,2019,0,1,349,2019,0,2,2,40013,0,1,0,0
2,2,4,2019,0,1,26354,2019,0,2,5,40013,0,2,1,1
2,1,1,2019,1,1,5755,2019,1,2,4,40013,1,2,1,1
2,1,4,2019,1,1,5433,2019,1,2,3,40013,0,1,0,0
3,1,2,2019,1,1,2945,2019,0,2,4,40013,0,2,1,1
3,1,2,2019,1,1,768,2019,0,2,3,40013,0,2,1,1
1,3,4,2019,0,1,24355,2019,0,1,5,40013,0,2,0,1
3,1,2,2019,0,1,680,2019,0,2,3,40013,0,2,0,1
1,1,3,2019,0,1,2542,2019,0,2,5,40013,0,2,0,1
1,1,2,2019,1,1,1296,2019,1,2,4,40013,0,1,1,0
4,1,4,2019,0,1,3043,2019,0,2,2,40013,0,2,0,1
4,2,2,2019,0,1,24268,2019,0,2,5,40013,0,2,1,1
4,1,4,2019,1,1,662,2019,1,2,3,40013,0,2,1,1
4,1,4,2019,0,1,4919,2019,0,1,5,40013,0,1,1,0
4,1,4,2019,1,1,16399,2019,1,1,4,40013,0,1,1,0
4,2,2,2019,0,1,5949,2019,0,1,3,40013,0,2,0,1
4,1,4,2019,0,1,10792,2019,0,2,5,40013,0,1,1,0
1,4,2,2019,0,1,298,2019,0,2,2,40013,0,2,1,1
1,2,2,2019,1,1,5668,2019,0,2,4,40013,0,1,1,0
1,4,3,2019,0,1,6435,2019,0,1,2,40013,0,1,0,0
2,1,2,2019,1,1,1665,2019,1,1,2,40013,1,1,1,0
1,4,2,2019,0,1,2417,2019,0,2,5,40013,0,1,0,0
3,4,1,2019,0,1,10436,2019,0,1,5,40013,0,2,1,1
4,4,4,2019,1,1,14238,2019,0,1,5,40013,0,2,0,1
1,4,4,2019,0,1,2916,2019,0,2,2,40013,0,1,0,0
3,1,2,2019,1,1,6293,2019,0,2,3,40013,1,1,1,0
3,1,3,2019,0,1,13450,2019,0,3,5,40013,0,2,0,1
3,1,2,2019,0,1,867,2019,0,2,4,40013,0,2,0,1
2,2,1,2019,0,1,5382,2019,0,2,4,40013,0,1,1,0
4,1,4,2019,1,1,3518,2019,0,3,3,40013,0,1,0,0
4,1,4,2019,0,1,2229,2019,0,1,3,40013,0,2,0,1
4,1,4,2019,1,1,3952,2019,1,1,2,40013,1,1,1,0
3,4,3,2019,0,1,2495,2019,0,2,5,40013,0,1,0,0
2,4,1,2019,1,1,2864,2019,1,1,4,40013,0,2,1,1
3,1,4,2019,0,1,177,2019,0,2,2,40013,0,1,0,0
4,1,4,2019,1,1,8355,2019,1,2,3,40013,0,1,1,0
4,1,4,2019,1,1,7315,2019,1,1,4,40013,0,1,1,0
4,1,4,2019,1,1,8993,2019,0,2,4,40013,0,2,1,1
2,1,4,2019,1,1,2850,2019,0,2,2,40013,0,1,0,0
4,4,2,2019,1,1,1197,2019,0,2,3,40013,0,2,1,1
3,1,4,2019,1,1,1317,2019,1,2,4,40013,1,1,1,0
4,3,1,2019,1,1,277,2019,0,2,2,40013,1,2,1,1
4,1,4,2019,1,1,2251,2019,0,1,3,40013,0,1,1,0
4,1,4,2019,1,1,4642,2019,1,2,4,40013,0,2,1,1
3,4,3,2019,1,1,17183,2019,0,1,5,40013,0,2,0,1
2,4,2,2019,0,1,834,2019,0,2,2,40013,0,2,1,1
3,1,4,2019,1,1,756,2019,1,3,4,40013,0,2,1,1
2,2,4,2019,0,1,8158,2019,0,1,3,40013,0,1,0,0
4,1,4,2019,1,1,10832,2019,1,1,3,40013,0,1,1,0
3,1,3,2019,1,1,3542,2019,1,3,2,40013,1,1,1,0
1,4,1,2019,0,1,215,2019,0,2,2,40013,0,1,0,0
3,4,1,2019,1,1,562,2019,1,1,2,40013,0,2,0,1
2,3,2,2019,1,1,373,2019,1,3,2,40013,0,2,1,1
4,1,4,2019,0,1,7876,2019,0,2,4,40013,0,1,0,0
2,4,1,2019,1,1,2256,2019,0,2,5,40013,1,1,1,0
2,1,2,2019,1,1,6835,2019,0,1,4,40013,0,1,1,0
3,4,4,2019,0,1,1816,2019,0,2,5,40013,0,1,1,0
4,1,4,2019,1,1,9133,2019,0,1,3,40013,0,1,0,0
3,3,1,2019,1,1,1291,2019,1,2,2,40013,0,1,1,0
3,4,3,2019,1,1,3340,2019,0,1,3,40013,0,2,0,1
3,1,3,2019,1,1,2275,2019,0,2,2,40013,0,1,0,0
2,1,2,2019,1,1,14197,2019,0,2,4,40013,1,1,1,0
4,4,4,2019,1,1,3426,2019,0,2,5,40013,0,2,1,1
2,1,1,2019,1,1,4531,2019,1,3,2,40013,1,2,1,1
2,1,2,2019,1,1,1790,2019,1,1,2,40013,1,2,1,1
3,1,2,2019,1,1,14049,2019,1,2,4,40013,0,2,0,1
4,1,4,2019,0,1,4206,2019,0,1,4,40013,0,2,0,1
4,1,4,2019,1,1,9960,2019,0,1,4,40013,0,1,0,0
2,1,1,2019,1,1,4468,2019,1,1,3,40013,0,1,1,0
2,4,4,2019,0,1,26739,2019,0,2,5,40013,0,2,0,1
1,4,1,2019,0,1,6818,2019,0,3,5,40013,0,2,1,1
2,2,1,2019,0,1,362,2019,0,2,2,40013,1,1,1,0
4,1,4,2019,1,1,1280,2019,0,1,4,40013,1,1,1,0
1,4,4,2019,1,1,25142,2019,1,2,5,40013,0,2,0,1
2,4,1,2019,0,1,7179,2019,0,3,4,40013,0,1,0,0
2,1,2,2019,1,1,2136,2019,1,2,4,40013,0,1,0,0
1,4,4,2019,0,1,3940,2019,0,2,5,40013,0,2,0,1
2,3,4,2019,1,1,173,2019,1,2,2,40013,1,2,1,1
1,4,2,2019,0,1,1447,2019,0,3,2,40013,0,2,0,1
1,2,2,2019,0,1,384,2019,0,1,2,40013,0,2,0,1
4,1,4,2019,1,1,30055,2019,0,1,5,40013,0,2,1,1
4,1,2,2019,1,1,17167,2019,1,2,5,40013,0,1,1,0
2,1,2,2019,1,1,273,2019,1,2,2,40013,0,1,1,0
4,1,4,2019,1,1,13736,2019,0,2,5,40013,0,2,0,1
4,1,4,2019,1,1,5082,2019,1,1,3,40013,0,2,1,1
3,2,2,2019,1,1,11195,2019,1,3,5,40013,1,2,1,1
4,4,4,2019,0,1,20412,2019,0,1,5,40013,0,1,0,0
3,4,2,2019,0,1,156,2019,0,2,2,40013,0,2,1,1
3,2,2,2019,0,1,6156,2019,0,2,3,40013,0,2,1,1
4,1,4,2019,0,1,4947,2019,0,1,4,40013,0,2,1,1
3,1,3,2019,1,1,1294,2019,0,1,2,40013,0,1,1,0
2,1,4,2019,0,1,970,2019,0,1,2,40013,1,1,1,0
2,4,2,2019,0,1,12974,2019,0,1,5,40013,0,1,1,0
2,1,2,2019,0,1,173,2019,0,1,2,40013,0,1,1,0
2,1,3,2019,1,1,1079,2019,1,2,4,40013,0,2,1,1
2,3,1,2019,0,1,4220,2019,0,1,2,40013,0,2,0,1
4,2,2,2019,1,1,1688,2019,1,2,2,40013,0,2,1,1
3,1,3,2019,1,1,3372,2019,1,2,5,40013,0,2,1,1
1,4,2,2019,1,1,18329,2019,0,2,5,40013,0,2,1,1
4,1,4,2019,1,1,1393,2019,0,1,3,40013,0,1,0,0
4,1,4,2019,1,1,7760,2019,0,1,2,40013,0,2,1,1
4,4,3,2019,1,1,18627,2019,0,2,4,40013,0,2,0,1
4,1,3,2019,0,1,4515,2019,0,1,2,40013,0,2,1,1
4,1,4,2019,1,1,3669,2019,1,2,2,40013,1,2,1,1
2,4,2,2019,0,1,1499,2019,0,1,5,40013,0,2,1,1
3,1,4,2019,1,1,4804,2019,1,1,4,40013,0,2,1,1
4,1,4,2019,1,1,1782,2019,0,1,4,40013,0,2,1,1
2,1,4,2019,1,1,4715,2019,1,1,4,40013,0,1,0,0
4,1,3,2019,1,1,690,2019,1,1,2,40013,0,2,0,1
4,4,2,2019,1,1,25472,2019,0,1,5,40013,0,2,0,1
3,4,2,2019,0,1,401,2019,0,2,2,40013,0,2,1,1
4,1,4,2019,1,1,5865,2019,0,3,4,40013,0,2,0,1
2,1,2,2019,0,1,3492,2019,0,2,3,40013,0,2,1,1
2,4,1,2019,0,1,3910,2019,0,3,3,40013,0,2,0,1
3,2,4,2019,1,1,7420,2019,1,2,4,40013,0,2,1,1
2,2,1,2019,1,1,397,2019,0,1,2,40013,1,2,1,1
3,1,4,2019,0,1,9290,2019,0,1,5,40013,0,1,0,0
4,1,4,2019,1,1,16138,2019,0,2,5,40013,0,1,0,0
3,4,3,2019,0,1,7029,2019,0,2,5,40013,0,1,0,0
4,4,2,2019,1,1,18134,2019,0,3,5,40013,0,2,1,1
4,1,4,2019,1,1,10903,2019,0,2,3,40013,0,1,0,0
1,3,2,2019,0,1,2462,2019,0,2,2,40013,0,2,1,1
2,3,3,2019,0,1,4096,2019,0,2,2,40013,0,1,0,0
3,1,2,2019,0,1,23817,2019,0,1,3,40013,0,1,0,0
4,4,3,2019,1,1,3657,2019,0,2,4,40013,0,2,0,1
4,2,3,2019,1,1,608,2019,1,1,4,40013,0,2,1,1
3,1,3,2019,1,1,1121,2019,0,2,3,40013,0,2,1,1
4,1,4,2019,0,1,5172,2019,0,1,4,40013,0,2,1,1
1,1,3,2019,0,1,605,2019,0,1,3,40013,0,1,0,0
4,4,4,2019,1,1,5042,2019,1,1,2,40013,0,2,0,1
2,1,4,2019,0,1,5120,2019,0,2,5,40013,0,2,0,1
2,1,3,2019,1,1,17068,2019,0,2,5,40013,0,1,0,0
3,1,2,2019,0,1,1140,2019,0,3,2,40013,0,2,0,1
3,4,2,2019,0,1,3697,2019,0,1,5,40013,0,2,1,1
4,2,4,2019,1,1,18945,2019,1,2,4,40013,0,2,1,1
2,4,2,2019,1,1,323,2019,1,1,2,40013,0,1,0,0
3,2,4,2019,1,1,4678,2019,0,1,3,40013,1,1,1,0
2,1,2,2019,1,1,4584,2019,0,3,3,40013,0,2,1,1
2,1,2,2019,1,1,16295,2019,1,2,5,40013,0,1,0,0
2,4,2,2019,0,1,1967,2019,0,1,2,40013,0,1,1,0
4,1,4,2019,1,1,3707,2019,0,1,2,40013,0,1,0,0
3,2,3,2019,1,1,446,2019,0,1,2,40013,0,1,1,0
3,1,4,2019,0,1,364,2019,0,1,2,40013,0,2,0,1
3,2,4,2019,1,1,14325,2019,0,1,5,40013,1,2,1,1
2,1,2,2019,1,1,4114,2019,0,3,2,40013,1,1,1,0
1,4,2,2018,1,2,3765,2018,1,3,2,40013,1,1,1,0
2,2,4,2018,0,2,17255,2018,0,1,5,40013,0,1,0,0
4,1,4,2018,1,2,4680,2018,0,2,3,40013,0,1,1,0
3,1,2,2018,0,2,307,2018,0,2,2,40013,0,2,0,1
1,4,1,2018,0,2,19876,2018,0,2,5,40013,0,2,0,1
3,4,2,2018,0,2,332,2018,0,2,3,40013,0,2,0,1
2,4,3,2018,0,2,5238,2018,0,2,3,40013,1,1,1,0
2,1,2,2018,0,2,4702,2018,0,2,4,40013,0,1,0,0
2,4,2,2018,0,2,19188,2018,0,1,5,40013,0,2,0,1
3,1,4,2018,1,2,1322,2018,0,2,2,40013,0,1,0,0
4,1,4,2018,1,2,451,2018,0,1,2,40013,0,2,0,1
1,1,2,2018,0,2,5916,2018,0,2,4,40013,0,1,1,0
1,4,1,2018,0,2,816,2018,0,2,5,40013,0,2,0,1
1,1,1,2018,0,2,115,2018,0,1,4,40013,0,1,1,0
2,1,2,2018,0,2,15710,2018,0,2,5,40013,0,1,1,0
3,4,2,2018,1,2,1547,2018,1,2,3,40013,0,1,1,0
3,2,2,2018,1,2,8224,2018,0,1,5,40013,0,2,1,1
1,2,3,2018,0,2,1807,2018,0,1,5,40013,0,2,0,1
3,2,4,2018,0,2,1658,2018,0,3,2,40013,0,2,0,1
4,4,2,2018,1,2,20536,2018,0,1,5,40013,0,2,1,1
3,1,3,2018,1,2,1557,2018,0,1,5,40013,0,2,0,1
2,1,2,2018,1,2,1624,2018,1,2,3,40013,0,2,1,1
3,1,4,2018,1,2,981,2018,1,3,4,40013,0,1,1,0
1,1,4,2018,1,2,572,2018,1,2,2,40013,1,1,1,0
3,2,3,2018,1,2,471,2018,0,2,2,40013,1,2,1,1
4,4,4,2018,1,2,14395,2018,1,1,5,40013,0,2,1,1
3,1,4,2018,1,2,1914,2018,1,1,2,40013,0,1,1,0
2,4,4,2018,0,2,7236,2018,0,1,4,40013,0,1,1,0
2,1,2,2018,0,2,622,2018,0,2,2,40013,0,1,0,0
4,4,4,2018,0,2,4377,2018,0,2,4,40013,0,2,0,1
3,1,4,2018,1,2,3387,2018,1,2,4,40013,0,1,1,0
3,1,3,2018,1,2,811,2018,1,2,3,40013,0,2,0,1
3,1,2,2018,1,2,8877,2018,1,1,4,40013,0,2,0,1
3,1,3,2018,0,2,4673,2018,0,1,5,40013,0,2,0,1
3,1,3,2018,0,2,696,2018,0,1,3,40013,0,1,0,0
4,1,3,2018,1,2,5130,2018,1,1,3,40013,1,1,1,0
2,1,2,2018,1,2,14159,2018,0,3,5,40013,0,2,1,1
1,2,4,2018,0,2,5922,2018,0,3,2,40013,0,1,0,0
3,2,4,2018,1,2,4144,2018,0,1,2,40013,0,1,1,0
3,1,3,2018,1,2,16046,2018,0,2,5,40013,0,1,0,0
3,3,3,2018,0,2,1867,2018,0,1,5,40013,0,1,1,0
3,2,4,2018,1,2,15025,2018,0,2,4,40013,0,2,1,1
2,1,2,2018,0,2,3979,2018,0,2,5,40013,0,1,1,0
4,1,3,2018,1,2,2016,2018,1,3,5,40013,1,1,1,0
2,2,4,2018,0,2,1144,2018,0,2,2,40013,0,1,0,0
4,1,4,2018,0,2,5161,2018,0,3,3,40013,0,2,0,1
2,1,4,2018,0,2,656,2018,0,1,3,40013,0,2,0,1
3,2,1,2018,0,2,431,2018,0,1,2,40013,0,1,1,0
2,4,1,2018,0,2,4714,2018,0,2,2,40013,0,1,0,0
4,1,4,2018,0,2,2430,2018,0,2,3,40013,0,2,0,1
4,1,2,2018,0,2,6352,2018,0,1,3,40013,0,1,1,0
1,4,2,2018,1,2,1958,2018,1,1,2,40013,1,1,1,0
3,3,1,2018,0,2,194,2018,0,2,3,40013,0,2,1,1
4,4,4,2018,1,2,3878,2018,0,1,4,40013,0,2,1,1
3,1,4,2018,1,2,2061,2018,1,2,4,40013,0,1,1,0
3,1,3,2018,0,2,1223,2018,0,2,4,40013,0,2,1,1
4,1,4,2018,1,2,7578,2018,1,1,4,40013,0,2,1,1
2,1,3,2018,1,2,257,2018,1,1,2,40013,1,1,1,0
3,1,4,2018,0,2,3812,2018,0,1,2,40013,0,1,0,0
3,2,4,2018,1,2,2602,2018,1,1,2,40013,1,1,1,0
2,4,2,2018,0,2,20341,2018,0,2,5,40013,0,2,0,1
2,4,2,2018,1,2,272,2018,1,2,2,40013,0,1,0,0
1,4,2,2018,0,2,5840,2018,0,3,4,40013,0,2,1,1
1,2,3,2018,0,2,829,2018,0,2,2,40013,0,1,0,0
4,1,2,2018,0,2,3781,2018,0,1,3,40013,0,2,0,1
1,1,4,2018,0,2,6464,2018,0,2,2,40013,0,1,0,0
2,4,2,2018,0,2,400,2018,0,1,2,40013,0,1,0,0
4,1,4,2018,1,2,2951,2018,1,1,4,40013,0,1,1,0
2,3,3,2018,1,2,5762,2018,1,2,5,40013,1,2,1,1
2,1,4,2018,0,2,361,2018,0,2,2,40013,0,1,1,0
4,4,4,2018,0,2,2838,2018,0,2,3,40013,0,2,0,1
3,1,3,2018,1,2,11337,2018,0,3,4,40013,0,1,0,0
2,1,4,2018,1,2,8522,2018,1,2,3,40013,0,1,1,0
3,1,2,2018,1,2,13054,2018,1,1,3,40013,0,2,0,1
4,2,4,2018,1,2,7270,2018,0,2,5,40013,0,1,1,0
4,2,1,2018,0,2,1915,2018,0,2,5,40013,0,1,0,0
2,1,4,2018,1,2,518,2018,1,2,2,40013,0,1,1,0
4,4,1,2018,0,2,1690,2018,0,2,5,40013,0,2,0,1
4,1,4,2018,0,2,8037,2018,0,1,4,40013,0,1,0,0
2,1,3,2018,0,2,5337,2018,0,2,3,40013,0,1,1,0
3,4,2,2018,0,2,18429,2018,0,1,5,40013,0,2,0,1
4,2,4,2018,0,2,8576,2018,0,1,5,40013,0,1,0,0
3,1,4,2018,1,2,9141,2018,1,2,5,40013,0,1,1,0
2,1,4,2018,1,2,2618,2018,0,2,2,40013,0,2,0,1
3,2,4,2018,0,2,26465,2018,0,2,5,40013,0,1,1,0
4,2,4,2018,0,2,3398,2018,0,2,4,40013,0,2,0,1
4,2,4,2018,1,2,4494,2018,0,1,3,40013,0,2,1,1
2,1,4,2018,0,2,1265,2018,0,2,4,40013,0,1,1,0
1,2,4,2018,1,2,1215,2018,0,2,2,40013,1,2,1,1
1,2,2,2018,0,2,2354,2018,0,1,2,40013,0,2,0,1
2,1,4,2018,1,2,1155,2018,1,1,2,40013,1,1,1,0
3,2,3,2018,1,2,5539,2018,0,2,4,40013,0,2,0,1
4,1,4,2018,0,2,1023,2018,0,2,5,40013,0,1,0,0
3,4,4,2018,0,2,7871,2018,0,1,4,40013,0,1,1,0
3,4,2,2018,0,2,4605,2018,0,1,3,40013,0,2,1,1
4,1,2,2018,1,2,5543,2018,1,2,4,40013,0,1,1,0
3,1,2,2018,1,2,6991,2018,0,2,4,40013,0,1,1,0
4,1,3,2018,1,2,7388,2018,1,1,2,40013,0,2,0,1
4,1,4,2018,1,2,1155,2018,0,2,2,40013,0,2,0,1
1,1,1,2018,0,2,421,2018,0,2,2,40013,0,1,0,0
2,1,1,2018,0,2,2611,2018,0,3,3,40013,0,2,0,1
2,4,1,2018,0,2,1663,2018,0,2,5,40013,0,2,0,1
3,1,4,2018,1,2,3066,2018,1,2,4,40013,0,1,0,0
2,1,1,2018,1,2,2725,2018,0,2,2,40013,0,2,0,1
3,2,1,2018,1,2,3022,2018,1,2,2,40013,0,2,0,1
3,1,4,2018,1,2,4254,2018,0,2,3,40013,0,1,1,0
2,4,2,2018,1,2,1163,2018,1,1,3,40013,0,1,1,0
3,2,4,2018,1,2,1268,2018,0,3,5,40013,0,1,1,0
3,1,3,2018,1,2,869,2018,1,2,2,40013,0,2,0,1
4,3,4,2018,1,2,6799,2018,0,1,4,40013,0,1,0,0
4,1,4,2018,1,2,388,2018,0,1,2,40013,0,2,1,1
3,2,3,2018,1,2,2043,2018,1,3,5,40013,0,1,0,0
3,4,4,2018,1,2,2015,2018,0,1,2,40013,0,2,0,1
3,1,2,2018,0,2,1784,2018,0,2,4,40013,0,1,0,0
3,1,1,2018,1,2,9793,2018,1,1,3,40013,1,1,1,0
2,4,2,2018,1,2,6212,2018,1,1,3,40013,0,1,1,0
3,2,4,2018,1,2,10429,2018,0,1,5,40013,0,2,1,1
3,1,2,2018,1,2,3556,2018,1,2,5,40013,0,2,1,1
4,1,4,2018,1,2,694,2018,1,1,3,40013,1,2,1,1
3,4,2,2018,0,2,16572,2018,0,2,5,40013,0,1,1,0
4,1,4,2018,1,2,45893,2018,0,2,5,40013,0,2,1,1
4,2,4,2018,1,2,3398,2018,0,2,5,40013,0,1,1,0
4,1,4,2018,1,2,14057,2018,0,2,4,40013,0,1,1,0
2,2,2,2018,1,2,2463,2018,1,1,2,40013,0,2,0,1
4,1,2,2018,1,2,4592,2018,1,2,3,40013,0,1,0,0
2,4,2,2018,1,2,773,2018,0,2,3,40013,1,2,1,1
2,4,3,2018,1,2,4339,2018,0,1,5,40013,0,2,0,1
4,1,4,2018,1,2,918,2018,0,1,3,40013,0,1,0,0
2,2,2,2018,1,2,289,2018,0,1,2,40013,0,1,0,0
2,3,3,2018,1,2,6191,2018,1,2,2,40013,1,1,1,0
1,1,3,2018,0,2,2712,2018,0,2,2,40013,0,1,0,0
1,1,3,2018,0,2,14667,2018,0,1,4,40013,0,2,0,1
2,3,2,2018,0,2,28131,2018,0,2,5,40013,0,1,0,0
3,1,4,2018,0,2,4121,2018,0,1,2,40013,0,1,0,0
2,2,4,2018,0,2,627,2018,0,2,2,40013,0,2,1,1
2,2,4,2018,1,2,18319,2018,0,2,5,40013,0,1,1,0
2,3,1,2018,0,2,4552,2018,0,2,2,40013,0,1,0,0
2,1,3,2018,0,2,4338,2018,0,2,4,40013,0,2,0,1
4,1,2,2018,1,2,4962,2018,0,3,3,40013,0,2,1,1
3,2,2,2018,1,2,3498,2018,1,2,2,40013,0,2,1,1
1,4,2,2018,0,2,10767,2018,0,1,5,40013,0,1,1,0
3,4,1,2018,1,2,6477,2018,1,1,2,40013,1,2,1,1
3,4,2,2018,1,2,11102,2018,0,2,5,40013,0,2,0,1
4,1,4,2018,1,2,6436,2018,1,1,4,40013,1,1,1,0
4,1,1,2018,1,2,2652,2018,1,1,2,40013,0,1,1,0
4,1,4,2018,1,2,993,2018,1,1,4,40013,0,2,1,1
4,1,4,2018,0,2,1133,2018,0,2,5,40013,0,2,0,1
3,1,4,2018,0,2,2096,2018,0,2,5,40013,0,2,1,1
2,1,4,2018,0,2,654,2018,0,2,2,40013,0,1,0,0
4,2,4,2018,1,2,816,2018,0,2,4,40013,0,2,0,1
3,3,4,2018,0,2,6312,2018,0,1,3,40013,0,2,0,1
2,1,2,2018,0,2,807,2018,0,2,2,40013,0,1,1,0
4,4,3,2018,1,2,2040,2018,0,2,5,40013,0,1,1,0
3,1,4,2018,1,2,5388,2018,1,1,4,40013,0,2,1,1
2,2,2,2018,0,2,1373,2018,0,1,3,40013,0,2,0,1
2,3,2,2018,0,2,1386,2018,0,3,4,40013,1,1,1,0
3,2,4,2018,0,2,2347,2018,0,1,4,40013,0,2,0,1
2,4,2,2018,0,2,15747,2018,0,1,5,40013,0,2,0,1
4,1,4,2018,1,2,1373,2018,1,1,3,40013,0,1,1,0
4,2,4,2018,0,2,5232,2018,0,2,3,40013,0,1,1,0
2,1,4,2018,0,2,4861,2018,0,2,4,40013,0,1,1,0
3,4,2,2018,1,2,428,2018,0,2,2,40013,1,2,1,1
3,1,4,2018,1,2,3640,2018,0,3,3,40013,0,2,0,1
4,1,3,2018,0,2,555,2018,0,1,3,40013,0,2,0,1
4,4,2,2018,0,2,3131,2018,0,2,5,40013,0,2,0,1
4,2,1,2018,1,2,5104,2018,1,1,2,40013,0,2,0,1
4,2,4,2018,1,2,2246,2018,1,2,3,40013,0,2,1,1
3,1,2,2018,1,2,1524,2018,1,2,5,40013,1,1,1,0
1,4,4,2018,0,2,1384,2018,0,2,2,40013,0,2,0,1
3,1,4,2018,1,2,895,2018,1,1,4,40013,0,1,1,0
2,3,1,2018,1,2,369,2018,1,1,2,40013,1,1,1,0
4,4,1,2018,0,2,18768,2018,0,2,5,40013,0,1,0,0
3,4,2,2018,0,2,701,2018,0,2,3,40013,0,2,0,1
2,2,2,2018,1,2,3469,2018,0,3,3,40013,0,2,0,1
3,1,3,2018,0,2,5876,2018,0,1,4,40013,0,2,1,1
1,1,3,2018,0,2,12490,2018,0,3,5,40013,0,2,0,1
3,4,2,2018,0,2,17639,2018,0,2,5,40013,0,2,0,1
4,1,2,2018,0,2,217,2018,0,2,3,40013,0,2,0,1
4,1,4,2018,1,2,3157,2018,0,1,4,40013,0,2,1,1
3,1,4,2018,1,2,2900,2018,1,2,4,40013,0,1,0,0
4,1,4,2018,1,2,5140,2018,1,1,4,40013,1,1,1,0
2,1,2,2018,0,2,7386,2018,0,2,2,40013,0,1,0,0
1,1,3,2018,0,2,7882,2018,0,2,4,40013,0,1,1,0
4,2,4,2018,1,2,7232,2018,1,1,4,40013,0,1,1,0
4,1,4,2018,1,2,295,2018,1,2,2,40013,0,2,0,1
1,2,3,2018,0,2,1037,2018,0,1,2,40013,0,2,0,1
3,1,4,2018,1,2,37290,2018,1,1,5,40013,0,1,0,0
3,4,3,2018,1,2,10642,2018,0,1,5,40013,0,2,1,1
4,1,2,2018,1,2,264,2018,1,2,2,40013,0,1,1,0
4,1,4,2018,1,2,6979,2018,0,1,5,40013,1,2,1,1
3,4,2,2018,0,2,652,2018,0,1,2,40013,1,2,1,1
3,1,1,2018,1,2,3355,2018,1,2,2,40013,1,2,1,1
4,1,4,2018,1,2,6721,2018,0,1,4,40013,0,1,1,0
4,1,4,2018,1,2,715,2018,0,1,4,40013,0,2,0,1
3,1,2,2018,1,2,1775,2018,1,2,2,40013,0,1,0,0
2,2,1,2018,1,2,366,2018,1,2,2,40013,0,2,1,1
4,1,4,2018,1,2,6232,2018,0,1,4,40013,0,1,1,0
3,1,4,2018,0,2,1831,2018,0,2,4,40013,0,2,1,1
4,4,4,2018,1,2,17627,2018,0,2,5,40013,0,1,1,0
3,1,4,2018,1,2,5906,2018,1,3,4,40013,0,1,1,0
4,1,3,2018,1,2,3053,2018,1,3,2,40013,0,1,1,0
