educ,wrkstat,income,year,alcmon,verep,analwt_c2,yearrecode,bngdrkmon,coutyp4,catag3,vestr,mrjmon,irsex,mrjflag,irsex2
3,1,4,2018,0,1,5778,2018,0,2,2,40001,1,2,1,1
1,4,1,2018,0,1,4311,2018,0,2,2,40001,0,1,0,0
2,1,3,2018,0,1,20793,2018,0,1,5,40001,0,2,0,1
1,1,2,2018,0,1,1974,2018,0,2,4,40001,0,2,0,1
4,2,4,2018,0,1,12842,2018,0,1,5,40001,0,2,1,1
1,2,1,2018,1,1,731,2018,1,2,4,40001,0,2,1,1
4,4,2,2018,1,1,10849,2018,0,2,5,40001,0,1,1,0
2,4,1,2018,1,1,1660,2018,0,2,5,40001,1,1,1,0
4,1,4,2018,1,1,5882,2018,0,2,5,40001,0,2,1,1
2,4,2,2018,0,1,2439,2018,0,2,3,40001,0,2,1,1
1,1,2,2018,0,1,2715,2018,0,2,2,40001,0,1,0,0
1,1,3,2018,1,1,5236,2018,0,1,3,40001,1,1,1,0
2,2,2,2018,0,1,10962,2018,0,2,5,40001,0,2,0,1
1,4,1,2018,0,1,3542,2018,0,1,2,40001,0,1,0,0
4,2,2,2018,0,1,9736,2018,0,1,3,40001,0,2,1,1
1,1,3,2018,0,1,3841,2018,0,2,4,40001,0,1,1,0
3,2,2,2018,1,1,3440,2018,0,1,2,40001,0,2,1,1
2,2,2,2018,0,1,7008,2018,0,1,2,40001,0,1,0,0
2,1,2,2018,0,1,1635,2018,0,3,4,40001,0,2,1,1
1,1,2,2018,1,1,2696,2018,1,2,3,40001,1,2,1,1
3,1,2,2018,1,1,5058,2018,1,1,2,40001,1,1,1,0
3,2,2,2018,0,1,974,2018,0,2,2,40001,0,2,0,1
2,4,4,2018,1,1,7089,2018,0,2,4,40001,0,2,1,1
4,1,4,2018,1,1,12423,2018,0,1,3,40001,0,1,0,0
2,1,4,2018,1,1,1072,2018,0,2,4,40001,0,1,1,0
3,1,2,2018,1,1,3456,2018,1,1,2,40001,1,2,1,1
4,1,2,2018,1,1,7242,2018,0,1,4,40001,0,2,1,1
1,1,2,2018,1,1,2732,2018,1,1,2,40001,1,1,1,0
1,4,3,2018,0,1,8243,2018,0,2,3,40001,0,2,1,1
3,4,1,2018,0,1,754,2018,0,1,5,40001,0,2,0,1
4,1,4,2018,0,1,9012,2018,0,1,4,40001,0,1,1,0
2,1,4,2018,1,1,3593,2018,1,1,2,40001,0,1,1,0
4,1,4,2018,1,1,22144,2018,0,2,5,40001,1,2,1,1
4,1,3,2018,0,1,16873,2018,0,1,3,40001,0,2,0,1
3,1,2,2018,1,1,2223,2018,1,2,4,40001,1,2,1,1
2,4,2,2018,0,1,335,2018,0,3,2,40001,0,1,0,0
2,1,3,2018,0,1,9055,2018,0,1,4,40001,0,2,0,1
1,4,4,2018,0,1,4040,2018,0,2,5,40001,0,2,0,1
2,1,2,2018,1,1,3791,2018,1,2,3,40001,0,1,0,0
1,2,1,2018,0,1,9428,2018,0,1,4,40001,0,2,0,1
4,1,2,2018,0,1,1117,2018,0,3,3,40001,0,2,1,1
3,1,3,2018,0,1,18550,2018,0,2,5,40001,0,2,1,1
4,1,3,2018,0,1,7432,2018,0,1,3,40001,0,1,0,0
4,1,4,2018,0,1,7866,2018,0,1,4,40001,0,2,0,1
4,1,4,2018,1,1,8530,2018,0,2,5,40001,0,1,0,0
2,1,2,2018,0,1,9070,2018,0,1,4,40001,1,1,1,0
3,1,4,2018,0,1,3147,2018,0,2,2,40001,1,1,1,0
2,1,2,2018,1,1,632,2018,0,2,2,40001,0,1,0,0
2,3,2,2018,1,1,1528,2018,1,1,2,40001,1,2,1,1
3,1,2,2018,0,1,322,2018,0,3,2,40001,0,1,1,0
2,1,2,2018,0,1,7806,2018,0,3,3,40001,0,1,0,0
3,1,3,2018,0,1,482,2018,0,1,4,40001,1,1,1,0
4,1,2,2018,1,1,3440,2018,0,1,3,40001,0,2,1,1
1,1,4,2018,0,1,3336,2018,0,2,2,40001,0,1,1,0
3,2,2,2018,0,1,3198,2018,0,2,3,40001,0,2,1,1
4,4,4,2018,1,1,13358,2018,0,3,5,40001,0,2,0,1
4,1,4,2018,1,1,8825,2018,0,1,4,40001,0,2,0,1
3,1,4,2018,1,1,1249,2018,1,3,4,40001,0,2,0,1
4,1,2,2018,1,1,6693,2018,1,1,3,40001,0,2,1,1
4,1,4,2018,1,1,1956,2018,1,2,4,40001,0,1,0,0
2,1,3,2018,1,1,3376,2018,1,2,2,40001,1,1,1,0
1,4,1,2018,1,1,3708,2018,1,1,3,40001,0,2,0,1
3,1,2,2018,1,1,8562,2018,0,2,4,40001,0,2,1,1
1,1,1,2018,1,1,2067,2018,1,2,3,40001,0,2,0,1
3,1,1,2018,1,1,2202,2018,0,2,3,40001,0,2,0,1
2,1,2,2018,0,1,16614,2018,0,3,5,40001,0,1,1,0
2,1,4,2018,1,1,284,2018,0,3,2,40001,0,2,0,1
4,1,2,2018,1,1,7576,2018,0,3,3,40001,0,1,1,0
2,4,2,2018,0,1,26305,2018,0,1,5,40001,0,2,0,1
4,1,4,2018,1,1,1588,2018,1,2,4,40001,1,2,1,1
4,1,4,2018,1,1,1662,2018,0,2,4,40001,0,2,1,1
3,1,2,2018,0,1,2278,2018,0,1,2,40001,1,1,1,0
4,1,4,2018,0,1,19604,2018,0,1,5,40001,0,2,1,1
2,1,3,2018,0,1,2705,2018,0,1,2,40001,0,2,0,1
4,1,3,2018,0,1,543,2018,0,2,2,40001,0,2,1,1
1,1,3,2018,1,1,452,2018,1,2,2,40001,1,1,1,0
4,4,4,2018,1,1,41676,2018,0,1,5,40001,0,1,1,0
4,4,4,2018,0,1,14851,2018,0,1,3,40001,0,2,1,1
1,4,2,2018,0,1,13710,2018,0,1,5,40001,0,1,0,0
1,1,2,2018,1,1,4847,2018,1,2,3,40001,0,1,1,0
2,1,2,2018,1,1,743,2018,1,2,2,40001,1,1,1,0
2,1,4,2018,0,1,9086,2018,0,1,4,40001,0,1,0,0
3,2,4,2018,1,1,1541,2018,0,2,2,40001,0,2,0,1
1,4,2,2018,1,1,17068,2018,1,1,5,40001,0,1,0,0
3,2,2,2018,0,1,10499,2018,0,1,4,40001,0,2,0,1
3,1,1,2018,1,1,9709,2018,0,1,4,40001,1,1,1,0
3,4,2,2018,0,1,15860,2018,0,1,5,40001,0,2,1,1
4,1,4,2018,1,1,5196,2018,1,1,3,40001,1,2,1,1
3,1,2,2018,1,1,2926,2018,1,3,3,40001,1,2,1,1
4,1,4,2018,1,1,2060,2018,0,2,4,40001,0,1,0,0
3,4,3,2018,0,1,5558,2018,0,2,5,40001,0,2,0,1
4,1,4,2018,0,1,8264,2018,0,1,4,40001,0,1,0,0
2,2,2,2018,1,1,582,2018,1,3,2,40001,0,2,1,1
2,1,2,2018,0,1,7777,2018,0,2,2,40001,0,1,0,0
4,4,1,2018,1,1,2127,2018,1,1,2,40001,0,1,0,0
4,1,4,2018,0,1,7875,2018,0,1,4,40001,0,1,0,0
1,1,2,2018,1,1,1226,2018,1,3,4,40001,0,1,0,0
2,1,2,2018,1,1,2841,2018,1,1,5,40001,0,1,1,0
3,1,2,2018,1,1,2340,2018,0,2,4,40001,0,2,0,1
3,2,2,2018,0,1,2987,2018,0,2,3,40001,1,2,1,1
3,1,2,2018,1,1,4358,2018,1,1,4,40001,1,1,1,0
2,4,1,2018,0,1,13506,2018,0,1,4,40001,0,2,0,1
4,1,4,2018,1,1,9755,2018,0,1,4,40001,0,1,1,0
3,4,4,2018,1,1,11322,2018,0,2,4,40001,0,2,0,1
1,4,2,2018,0,1,8526,2018,0,2,5,40001,0,1,0,0
1,4,2,2018,1,1,2584,2018,1,2,4,40001,0,1,1,0
1,4,2,2018,0,1,8788,2018,0,1,4,40001,0,2,0,1
3,1,4,2018,0,1,9825,2018,0,1,4,40001,0,2,0,1
3,1,4,2018,0,1,2060,2018,0,2,4,40001,0,1,1,0
2,4,4,2018,1,1,1997,2018,0,1,2,40001,0,1,0,0
2,3,4,2018,0,1,5575,2018,0,2,2,40001,0,1,0,0
3,1,2,2018,1,1,2543,2018,1,2,2,40001,0,2,0,1
3,1,2,2018,1,1,5599,2018,0,1,3,40001,0,1,1,0
2,1,3,2018,0,1,17156,2018,0,1,5,40001,0,1,1,0
2,1,4,2018,1,1,3915,2018,1,1,4,40001,1,1,1,0
2,1,3,2018,0,1,538,2018,0,3,4,40001,1,1,1,0
4,1,4,2018,1,1,5189,2018,0,1,3,40001,1,2,1,1
2,2,3,2018,0,1,2743,2018,0,1,2,40001,0,2,0,1
4,1,4,2018,1,1,5502,2018,0,1,3,40001,0,1,1,0
4,1,4,2018,0,1,1092,2018,0,3,4,40001,0,2,0,1
1,1,1,2018,1,1,4439,2018,1,1,2,40001,1,1,1,0
1,4,1,2018,0,1,2950,2018,0,2,4,40001,0,2,0,1
3,4,1,2018,0,1,1478,2018,0,1,2,40001,0,2,0,1
4,1,4,2018,1,1,11333,2018,0,1,4,40001,0,2,1,1
1,3,3,2018,0,1,18879,2018,0,1,5,40001,0,2,0,1
2,3,1,2018,0,1,3153,2018,0,2,2,40001,0,2,0,1
2,1,4,2018,1,1,10944,2018,1,1,4,40001,1,1,1,0
2,1,1,2018,1,1,849,2018,1,3,4,40001,1,1,1,0
3,3,1,2018,1,1,2266,2018,0,2,3,40001,0,2,1,1
3,1,2,2018,1,1,9476,2018,0,2,4,40001,0,2,1,1
1,1,1,2018,0,1,1256,2018,0,2,4,40001,0,2,0,1
3,4,4,2018,0,1,1676,2018,0,3,5,40001,0,1,1,0
2,1,3,2018,1,1,2170,2018,0,2,4,40001,0,1,0,0
1,3,1,2018,0,1,1312,2018,0,1,4,40001,0,1,0,0
4,4,3,2018,1,1,5821,2018,1,1,2,40001,0,1,1,0
3,1,3,2018,1,1,2877,2018,1,2,4,40001,0,2,1,1
2,1,2,2018,0,1,25261,2018,0,1,5,40001,1,1,1,0
4,1,3,2018,1,1,8728,2018,0,1,4,40001,1,2,1,1
4,1,4,2018,1,1,8398,2018,0,1,3,40001,1,1,1,0
1,4,1,2018,0,1,2858,2018,0,3,3,40001,0,2,0,1
2,4,2,2018,0,1,3606,2018,0,1,2,40001,0,2,0,1
4,1,3,2018,1,1,2127,2018,0,1,2,40001,0,2,0,1
2,4,1,2018,0,1,2427,2018,0,2,4,40001,0,1,1,0
3,1,1,2018,1,1,3725,2018,0,2,2,40001,0,2,0,1
3,1,1,2018,1,1,2556,2018,0,1,2,40001,0,2,1,1
2,2,3,2018,1,1,2366,2018,0,3,2,40001,0,2,1,1
4,1,4,2018,1,1,9450,2018,0,1,4,40001,0,1,1,0
3,1,3,2018,1,1,730,2018,1,2,3,40001,0,2,1,1
3,1,3,2018,1,1,8800,2018,1,2,3,40001,0,2,1,1
4,1,4,2018,1,1,81004,2018,0,2,5,40001,0,1,1,0
4,4,2,2018,0,1,4408,2018,0,2,4,40001,0,2,0,1
2,3,3,2018,1,1,1133,2018,1,2,3,40001,0,1,0,0
2,2,1,2018,0,1,3593,2018,0,2,4,40001,0,2,0,1
2,1,2,2018,0,1,6512,2018,0,1,4,40001,0,1,1,0
4,4,4,2018,1,1,11179,2018,0,1,5,40001,0,2,1,1
3,4,1,2018,0,1,28354,2018,0,3,5,40001,0,2,0,1
3,2,1,2018,0,1,408,2018,0,2,2,40001,0,2,0,1
1,4,2,2018,0,1,2147,2018,0,3,4,40001,1,1,1,0
2,1,1,2018,0,1,7387,2018,0,3,5,40001,0,2,0,1
4,2,2,2018,1,1,7199,2018,0,1,3,40001,0,2,1,1
3,1,4,2018,0,1,9163,2018,0,1,3,40001,0,2,1,1
3,4,1,2018,1,1,14404,2018,0,2,5,40001,1,1,1,0
2,1,3,2018,0,1,16793,2018,0,2,5,40001,0,2,0,1
2,1,1,2018,1,1,2544,2018,0,2,3,40001,0,2,0,1
4,1,4,2018,1,1,1976,2018,0,2,4,40001,0,1,1,0
2,1,2,2018,1,1,4248,2018,1,1,4,40001,0,2,1,1
3,1,3,2018,1,1,2774,2018,1,3,4,40001,0,2,0,1
3,1,2,2018,1,1,7382,2018,0,2,3,40001,0,2,1,1
4,1,4,2018,1,1,5970,2018,1,1,3,40001,0,2,1,1
3,1,1,2018,1,1,1309,2018,1,2,2,40001,1,1,1,0
3,1,4,2018,1,1,1997,2018,1,2,4,40001,0,2,1,1
3,4,1,2018,1,1,4599,2018,0,2,3,40001,0,2,0,1
3,4,4,2018,1,1,13534,2018,0,3,5,40001,1,2,1,1
2,4,4,2018,0,1,15065,2018,0,1,5,40001,0,1,1,0
1,4,1,2018,0,1,5826,2018,0,3,5,40001,0,1,0,0
4,1,2,2018,1,1,1118,2018,1,2,2,40001,0,1,1,0
1,4,4,2018,1,1,6310,2018,0,2,5,40001,0,2,0,1
4,1,4,2018,1,1,3320,2018,1,1,2,40001,1,1,1,0
2,4,4,2018,1,1,2040,2018,0,3,2,40001,1,2,1,1
3,1,1,2018,0,1,18407,2018,0,3,5,40001,0,2,0,1
3,1,3,2018,1,1,6290,2018,0,2,4,40001,0,1,0,0
2,1,2,2018,1,1,3206,2018,1,2,3,40001,0,1,1,0
1,4,4,2018,1,1,12198,2018,1,2,5,40001,0,2,0,1
3,2,2,2018,1,1,9701,2018,1,1,4,40001,1,1,1,0
4,1,4,2018,1,1,10004,2018,1,1,4,40001,0,1,1,0
3,1,2,2018,1,1,7100,2018,1,1,3,40001,0,2,0,1
1,1,3,2018,0,1,7730,2018,0,1,4,40001,1,2,1,1
4,1,2,2018,1,1,7315,2018,1,1,3,40001,0,2,1,1
4,1,4,2018,1,1,9829,2018,0,1,4,40001,0,2,1,1
2,1,1,2018,0,1,8477,2018,0,1,4,40001,0,2,0,1
3,1,2,2018,1,1,2212,2018,0,3,2,40001,0,2,1,1
2,1,2,2018,1,1,2615,2018,1,1,2,40001,1,2,1,1
3,1,3,2018,0,1,3572,2018,0,1,2,40001,0,1,1,0
4,1,4,2018,1,1,8052,2018,1,1,3,40001,1,2,1,1
4,1,4,2018,1,1,5364,2018,1,1,4,40001,1,1,1,0
4,1,4,2018,0,1,8398,2018,0,1,3,40001,0,2,0,1
2,4,2,2018,0,1,3699,2018,0,1,2,40001,0,1,0,0
4,1,4,2018,1,1,15277,2018,1,1,4,40001,0,2,1,1
2,1,2,2018,0,1,3700,2018,0,2,5,40001,0,2,1,1
3,3,2,2018,1,1,2440,2018,0,2,3,40001,0,1,1,0
2,3,2,2018,0,1,664,2018,0,3,2,40001,0,1,0,0
3,4,2,2018,1,1,35102,2018,1,3,5,40001,0,1,1,0
1,4,1,2018,0,1,11591,2018,0,2,5,40001,0,1,0,0
4,1,4,2018,1,1,11684,2018,1,1,5,40001,0,2,1,1
4,1,2,2018,1,1,4218,2018,0,1,2,40001,0,2,0,1
1,1,1,2018,1,1,27833,2018,0,2,3,40001,0,1,0,0
1,4,3,2018,0,1,1823,2018,0,2,5,40001,0,2,0,1
2,1,4,2018,1,1,2338,2018,1,2,3,40001,0,2,0,1
3,1,4,2018,1,1,9315,2018,1,2,4,40001,0,1,0,0
1,4,3,2018,0,1,1567,2018,0,1,2,40001,1,2,1,1
3,2,2,2018,0,1,9342,2018,0,1,3,40001,0,2,0,1
1,1,4,2018,1,1,4428,2018,0,1,4,40001,0,1,1,0
4,1,4,2018,0,1,30734,2018,0,2,5,40001,0,1,0,0
2,1,2,2018,0,1,14068,2018,0,2,4,40001,0,1,0,0
1,1,2,2018,1,1,7787,2018,0,1,3,40001,0,1,1,0
3,1,4,2018,1,1,8307,2018,0,1,3,40001,0,2,1,1
2,4,1,2018,0,1,4919,2018,0,1,4,40001,0,2,0,1
2,1,4,2018,1,1,18008,2018,1,2,4,40001,0,2,1,1
4,3,4,2018,1,1,20422,2018,0,1,5,40001,0,2,1,1
3,1,4,2018,1,1,4378,2018,1,2,3,40001,0,1,1,0
2,1,2,2018,1,1,2339,2018,0,3,4,40001,0,2,0,1
3,1,2,2018,1,1,1708,2018,0,2,3,40001,0,2,0,1
1,4,4,2018,1,1,5689,2018,0,1,2,40001,0,1,1,0
2,2,3,2018,0,1,3048,2018,0,1,2,40001,0,2,0,1
2,1,1,2018,1,1,1826,2018,1,1,3,40001,0,2,1,1
3,1,4,2018,1,1,4214,2018,1,2,4,40001,0,1,1,0
2,1,4,2018,1,1,13473,2018,0,1,4,40001,0,2,0,1
3,1,3,2018,1,1,4101,2018,1,2,3,40001,0,1,1,0
3,1,3,2018,1,1,13676,2018,0,2,5,40001,1,1,1,0
2,4,2,2018,0,1,29579,2018,0,1,5,40001,0,2,0,1
3,3,2,2018,1,1,6832,2018,1,1,3,40001,0,2,1,1
4,3,1,2018,1,1,27609,2018,1,1,5,40001,0,1,0,0
2,1,2,2018,1,1,1172,2018,0,2,4,40001,0,2,1,1
1,2,2,2018,1,1,2855,2018,1,1,2,40001,0,2,1,1
1,1,1,2018,0,1,1245,2018,0,2,2,40001,0,1,1,0
4,1,4,2018,1,1,3475,2018,1,2,4,40001,0,2,0,1
4,2,4,2018,1,1,5750,2018,0,1,4,40001,0,2,0,1
2,1,2,2018,1,1,360,2018,1,3,2,40001,1,2,1,1
4,4,1,2018,0,1,7852,2018,0,2,5,40001,0,2,0,1
4,1,4,2018,0,1,16321,2018,0,1,4,40001,0,2,0,1
2,4,2,2018,1,1,6369,2018,1,3,5,40001,0,2,0,1
3,1,3,2018,0,1,3782,2018,0,1,2,40001,0,1,0,0
4,2,1,2018,1,1,9430,2018,0,1,2,40001,0,2,0,1
3,1,4,2018,1,1,10460,2018,1,1,3,40001,0,1,0,0
3,1,4,2018,0,1,4706,2018,0,2,2,40001,0,2,0,1
2,1,1,2018,0,1,4001,2018,0,2,2,40001,0,2,0,1
3,4,2,2018,0,1,6928,2018,0,3,5,40001,0,2,1,1
4,1,4,2018,1,1,2701,2018,0,2,4,40001,0,1,1,0
2,1,1,2018,1,1,3766,2018,1,1,2,40001,1,2,1,1
4,1,4,2018,1,1,3979,2018,1,1,2,40001,0,2,1,1
3,1,2,2018,1,1,2376,2018,0,1,2,40001,0,2,0,1
3,1,4,2018,1,1,30280,2018,0,1,5,40001,0,2,1,1
1,1,4,2018,0,1,8035,2018,0,1,4,40001,0,2,0,1
2,1,4,2018,0,1,1955,2018,0,1,2,40001,0,1,1,0
2,4,4,2018,0,1,8940,2018,0,2,5,40001,0,1,0,0
4,4,4,2018,1,1,7160,2018,0,2,5,40001,0,2,0,1
3,4,2,2018,1,1,13329,2018,1,1,5,40001,0,1,0,0
1,1,2,2018,0,1,4496,2018,0,2,4,40001,1,1,1,0
1,2,1,2018,1,1,272,2018,0,3,4,40001,0,2,1,1
4,1,4,2018,0,1,7027,2018,0,1,5,40001,0,2,0,1
3,1,1,2018,1,1,1629,2018,0,3,2,40001,0,1,1,0
3,4,2,2018,0,1,1846,2018,0,2,2,40001,0,2,0,1
3,1,2,2018,1,1,2929,2018,1,2,4,40001,0,2,0,1
1,4,1,2018,1,1,2828,2018,1,2,3,40001,0,1,1,0
2,2,1,2018,1,1,3092,2018,1,2,2,40001,0,2,1,1
4,4,1,2018,1,1,3093,2018,0,1,2,40001,0,1,0,0
4,1,4,2018,1,1,3466,2018,0,2,4,40001,0,1,0,0
3,1,4,2018,1,1,8679,2018,0,1,3,40001,1,1,1,0
1,4,3,2018,0,1,2933,2018,0,2,2,40001,0,1,0,0
3,4,2,2018,1,1,8043,2018,0,2,4,40001,0,2,1,1
2,4,1,2018,1,1,7063,2018,1,1,2,40001,0,2,1,1
3,1,4,2018,0,1,2033,2018,0,2,3,40001,0,2,1,1
3,2,3,2018,0,1,10642,2018,0,2,4,40001,0,2,0,1
3,2,1,2018,1,1,2382,2018,1,2,2,40001,0,1,1,0
3,2,4,2018,0,1,1262,2018,0,2,4,40001,0,2,0,1
4,4,4,2018,0,1,13157,2018,0,1,3,40001,0,2,0,1
1,1,2,2018,0,1,18373,2018,0,1,4,40001,0,1,0,0
4,1,4,2018,1,1,14474,2018,1,1,3,40001,0,1,1,0
1,1,2,2018,0,1,14858,2018,0,2,4,40001,0,2,0,1
1,4,2,2018,0,1,4197,2018,0,1,2,40001,0,1,1,0
2,2,4,2018,0,1,3067,2018,0,2,2,40001,0,1,0,0
2,1,2,2018,0,1,2685,2018,0,2,3,40001,0,1,0,0
3,3,2,2018,0,1,804,2018,0,2,2,40001,0,2,0,1
4,2,4,2018,1,1,10730,2018,1,2,5,40001,0,2,0,1
3,2,2,2018,1,1,1933,2018,0,3,2,40001,1,2,1,1
1,1,2,2018,1,1,1365,2018,1,2,2,40001,0,1,1,0
3,2,1,2018,0,1,5985,2018,0,3,4,40001,0,2,0,1
2,3,1,2018,0,1,4156,2018,0,1,2,40001,1,1,1,0
4,3,2,2018,1,1,16445,2018,0,1,4,40001,0,1,0,0
3,1,2,2018,1,1,2411,2018,1,2,4,40001,0,2,1,1
2,4,4,2018,0,1,10080,2018,0,2,5,40001,0,2,0,1
1,2,4,2018,1,1,9615,2018,1,2,5,40001,0,1,0,0
4,4,3,2018,0,1,558,2018,0,2,2,40001,0,2,0,1
3,3,2,2018,0,1,1602,2018,0,2,3,40001,0,2,0,1
4,1,4,2018,1,1,2684,2018,1,3,4,40001,1,1,1,0
3,1,4,2018,1,1,11963,2018,0,1,4,40001,0,1,1,0
3,1,4,2018,0,1,5979,2018,0,3,4,40001,1,1,1,0
3,1,3,2018,1,1,6008,2018,0,2,4,40001,0,2,1,1
3,1,4,2018,1,1,3001,2018,1,2,2,40001,1,1,1,0
2,1,1,2018,1,1,2291,2018,1,1,2,40001,1,1,1,0
2,1,2,2018,0,1,3470,2018,0,1,2,40001,0,1,0,0
4,3,2,2018,0,1,5131,2018,0,1,3,40001,0,2,0,1
2,1,4,2018,1,1,8780,2018,1,1,4,40001,0,1,1,0
3,1,4,2018,1,1,1769,2018,0,2,3,40001,0,2,0,1
3,2,1,2018,1,1,8823,2018,0,1,3,40001,0,1,0,0
1,1,2,2018,1,1,8296,2018,1,3,5,40001,1,1,1,0
4,2,4,2018,0,1,4432,2018,0,2,5,40001,0,1,0,0
3,3,1,2018,1,1,1827,2018,1,2,4,40001,0,2,1,1
4,1,4,2018,1,1,1733,2018,1,3,4,40001,0,1,0,0
3,1,4,2018,1,1,5207,2018,0,3,5,40001,0,2,1,1
3,1,2,2018,0,1,4149,2018,0,1,2,40001,0,2,0,1
4,1,4,2018,1,1,5495,2018,0,1,3,40001,0,1,0,0
1,4,2,2018,0,1,1565,2018,0,2,2,40001,0,1,0,0
1,4,4,2018,0,1,3690,2018,0,2,5,40001,0,2,0,1
1,4,1,2018,1,1,1364,2018,0,2,2,40001,0,1,0,0
3,4,4,2018,1,1,1035,2018,0,2,5,40001,0,1,1,0
2,2,4,2018,1,1,2380,2018,1,1,4,40001,0,2,1,1
3,3,3,2018,0,1,569,2018,0,2,2,40001,0,2,0,1
1,4,2,2018,0,1,5143,2018,0,2,5,40001,0,2,0,1
4,4,2,2018,1,1,3474,2018,0,1,2,40001,0,1,1,0
3,1,1,2018,1,1,5118,2018,1,1,2,40001,0,2,1,1
2,1,4,2018,1,1,8578,2018,0,2,3,40001,0,1,0,0
4,1,1,2018,1,1,1162,2018,0,3,2,40001,0,2,0,1
4,1,4,2018,1,1,15745,2018,1,1,4,40001,0,2,1,1
3,4,2,2018,1,1,1536,2018,0,2,4,40001,0,2,1,1
4,1,4,2018,1,1,11628,2018,0,1,5,40001,0,1,1,0
2,4,4,2018,1,1,1785,2018,1,2,3,40001,0,2,1,1
2,4,2,2018,0,1,3149,2018,0,2,2,40001,1,2,1,1
4,1,1,2018,1,1,6102,2018,0,1,2,40001,1,1,1,0
4,4,4,2018,1,1,30207,2018,0,1,5,40001,1,1,1,0
1,4,2,2018,0,1,1398,2018,0,3,4,40001,0,1,1,0
2,1,4,2018,1,1,17266,2018,0,1,4,40001,0,2,1,1
4,1,4,2018,1,1,5737,2018,0,2,3,40001,0,1,0,0
3,1,2,2018,0,1,1508,2018,0,2,2,40001,0,2,1,1
3,1,1,2018,1,1,1203,2018,1,3,2,40001,0,1,0,0
4,2,1,2018,1,1,17875,2018,1,1,5,40001,0,2,1,1
1,1,2,2018,0,1,1280,2018,0,3,3,40001,0,2,0,1
3,2,4,2018,1,1,12159,2018,1,1,2,40001,0,2,0,1
2,1,2,2018,0,1,9318,2018,0,1,4,40001,0,2,1,1
3,1,2,2018,0,1,7114,2018,0,2,5,40001,0,2,0,1
4,1,4,2018,1,1,26694,2018,1,1,5,40001,0,2,1,1
2,4,1,2018,0,1,6351,2018,0,3,5,40001,0,1,0,0
1,4,1,2018,0,1,7593,2018,0,2,4,40001,0,2,0,1
1,3,4,2018,1,1,1803,2018,1,3,4,40001,0,1,1,0
3,3,1,2018,0,1,738,2018,0,3,2,40001,0,2,0,1
3,3,2,2018,1,1,1669,2018,1,1,2,40001,0,2,1,1
4,4,4,2018,1,1,20002,2018,0,1,5,40001,0,2,0,1
4,1,2,2018,1,1,9976,2018,1,1,3,40001,0,1,1,0
2,2,4,2018,1,1,2214,2018,0,1,2,40001,1,1,1,0
2,4,2,2018,0,1,12446,2018,0,1,4,40001,0,1,0,0
2,3,2,2018,1,1,464,2018,1,2,2,40001,1,2,1,1
3,4,1,2018,1,1,1589,2018,1,1,3,40001,0,1,1,0
3,2,1,2018,1,1,1120,2018,1,2,2,40001,1,1,1,0
2,1,3,2018,1,1,925,2018,1,2,2,40001,0,1,0,0
3,2,4,2018,0,1,2816,2018,0,2,2,40001,0,2,0,1
1,4,1,2018,0,1,8291,2018,0,2,5,40001,0,2,0,1
4,1,4,2018,1,1,5297,2018,0,1,3,40001,0,2,1,1
3,1,4,2018,1,1,8361,2018,0,2,3,40001,0,2,0,1
2,4,3,2018,0,1,8512,2018,0,2,4,40001,0,2,1,1
3,1,4,2018,0,1,13960,2018,0,2,5,40001,0,2,1,1
2,3,3,2018,1,1,1647,2018,1,2,4,40001,0,1,1,0
2,4,4,2018,0,1,12535,2018,0,2,5,40001,0,2,0,1
3,1,2,2018,0,1,8366,2018,0,1,3,40001,0,1,0,0
3,1,4,2018,0,1,10533,2018,0,1,3,40001,0,1,0,0
3,1,3,2018,1,1,9428,2018,0,2,4,40001,0,2,0,1
4,4,2,2018,0,1,6462,2018,0,2,5,40001,0,2,1,1
4,1,4,2018,0,1,2229,2018,0,1,2,40001,0,2,0,1
3,4,3,2018,1,1,9288,2018,0,2,4,40001,0,1,1,0
3,1,4,2018,1,1,1493,2018,1,3,2,40001,1,1,1,0
2,1,2,2018,0,1,1326,2018,0,1,3,40001,0,1,0,0
3,1,4,2018,1,1,5700,2018,0,2,4,40001,0,1,1,0
3,4,1,2018,1,1,7551,2018,0,2,3,40001,1,2,1,1
4,4,2,2018,1,1,6463,2018,0,2,5,40001,0,2,0,1
4,2,3,2018,1,1,12071,2018,0,1,5,40001,0,2,1,1
4,4,1,2018,0,1,21095,2018,0,3,5,40001,0,1,1,0
2,4,2,2018,0,1,1470,2018,0,2,2,40001,0,2,0,1
4,1,4,2018,1,1,10609,2018,0,1,4,40001,0,1,1,0
3,1,2,2018,1,1,1834,2018,0,2,4,40001,0,2,0,1
1,4,3,2018,1,1,10857,2018,1,2,3,40001,0,1,0,0
3,1,2,2018,0,1,6487,2018,0,1,3,40001,0,2,0,1
2,4,3,2018,0,1,8640,2018,0,1,5,40001,0,2,0,1
2,2,3,2018,1,1,13024,2018,0,1,4,40001,1,1,1,0
2,2,1,2018,0,1,5478,2018,0,1,4,40001,0,2,1,1
4,1,4,2018,1,1,1454,2018,0,2,5,40001,0,2,1,1
3,1,4,2018,1,1,4810,2018,1,3,4,40001,0,1,1,0
2,1,4,2018,0,1,1801,2018,0,3,2,40001,0,1,0,0
1,1,2,2018,1,1,1883,2018,0,1,3,40001,0,1,0,0
