Y,GENDER,ST011Q06,ST011Q07,ST013Q01,ST034Q01,MISCED,HISCED,BELONG,HOMEPOS,ESCS,treat
692.012,1,1,1,6,4,6,6,0.6642,1.6223,1.5488,1
635.758,1,1,2,4,4,6,6,0.3171,0.0025,0.3956,1
480.624,1,1,1,5,3,5,6,-0.3381,2.3734,1.9282,1
576.148,1,1,1,3,3,6,6,-0.3381,0.8223,0.8622,1
637.305,1,1,2,2,4,6,6,-0.2387,-0.1875,0.4704,1
631.084,1,1,1,6,2,6,6,-1.2333,1.6289,1.1173,1
482.09,1,1,2,3,3,6,6,0.7555,0.5458,1.0085,1
580.488,2,1,2,6,3,5,5,0.0248,0.3827,-0.2664,1
518.248,2,1,1,2,3,6,6,1.0676,1.3291,1.1518,1
442.746,2,1,2,4,4,6,6,1.5043,1.4065,0.9736,1
604.64,2,1,2,3,4,5,5,-0.2015,0.7789,0.4371,1
463.825,2,1,1,5,3,5,5,-0.1515,0.6892,0.9208,1
622.909,2,1,1,5,3,4,6,-0.5753,0.5223,0.9173,1
594.304,2,1,2,4,4,4,4,-0.2231,0.3949,-0.0077,1
644.721,2,1,1,4,4,6,6,0.6642,0.7224,1.1354,1
505.333,2,1,2,4,4,6,6,0.3171,1.0992,1.2119,1
581.39,2,1,2,2,3,6,6,-0.4725,0.3719,0.676,1
669.828,2,2,2,4,3,6,6,-0.5064,0.6389,1.2494,1
483.601,2,1,2,1,2,4,5,-1.2158,-0.3746,0.1372,1
697.351,2,1,2,6,3,4,6,-0.5064,1.0826,0.6892,1
566.55,2,1,2,3,4,6,6,2.5915,0.7177,1.113,1
736.614,2,1,1,6,4,5,6,0.9357,0.2972,0.6692,1
490.009,2,1,2,5,2,6,6,-0.8067,0.2217,0.8894,1
532.509,2,1,1,3,4,5,5,-0.0621,0.5789,-0.1736,1
554.174,2,1,1,3,4,6,6,0.3337,0.2404,0.8963,1
526.551,2,1,1,5,3,6,6,0.1802,1.8098,1.6177,1
534.077,2,2,2,4,3,4,4,-0.7069,-1.9938,-1.5468,1
528.346,2,1,1,4,3,6,6,-0.7263,1.0152,1.1902,1
612.644,2,1,1,3,4,5,6,0.3171,-0.5313,0.8193,1
423.744,2,1,1,4,4,6,6,0.75,1.1208,0.8686,1
516.944,2,1,1,4,4,6,6,0.6642,-0.7073,0.6927,1
639.362,2,1,2,3,3,6,6,-0.5131,0.3362,0.7869,1
528.754,2,1,1,3,1,6,6,-0.4679,0.8471,1.0573,1
661.818,2,1,1,2,4,6,6,0.1643,0.4024,0.7699,1
549.409,2,1,1,3,3,5,5,-0.7263,0.7049,0.1717,1
485.384,2,1,1,2,3,4,6,0.6897,0.1906,1.253,1
620.056,2,2,1,1,3,4,4,-0.7346,-1.5793,-1.3531,1
553.033,2,1,1,4,4,6,6,0.3171,-0.2865,0.9093,1
558.08,2,1,1,3,4,4,4,0.6642,0.6782,-0.4408,1
635.459,2,1,1,6,3,6,6,0.2947,0.9042,1.3469,1
637.381,2,1,2,3,3,4,4,-0.2541,-0.4441,-0.874,1
483.786,2,1,1,4,4,6,6,-0.5154,2.5505,1.6309,1
486.49,1,1,1,5,3,6,6,-0.9105,1.0155,0.9332,1
589.32,1,2,1,4,2,4,5,-0.2186,-2.145,-1.0507,1
451.876,1,1,2,3,3,5,6,-0.1144,-0.3089,-0.1528,1
478.059,1,1,1,5,3,5,6,0.0499,0.098,1.0093,1
391.1,1,1,1,1,4,6,6,0.5099,0.7402,1.08,1
518.038,2,1,1,5,4,5,6,2.5915,0.4016,1.2035,1
630.266,2,1,1,4,4,5,5,1.5611,0.6466,1.0084,1
375.534,2,1,2,3,1,5,5,-3.1297,0.6888,0.776,1
528.504,2,1,1,6,3,6,6,-0.4838,-0.3596,0.9238,1
509.576,2,1,2,3,4,6,6,0.1643,0.6471,0.2399,1
478.374,2,1,1,3,4,4,6,0.0825,-0.0656,-0.1667,1
494.718,2,1,1,3,3,4,5,-0.3381,0.7244,0.8638,1
558.587,2,1,1,3,1,5,6,-1.186,0.7657,0.879,1
436.35,1,1,2,3,3,6,6,-0.1144,-0.0425,0.6477,1
588.619,1,1,2,2,4,5,5,0.3602,-0.1379,0.3275,1
515.329,1,1,1,4,4,6,6,1.0594,0.1171,0.851,1
574.005,1,1,2,4,3,5,5,-1.2537,0.1246,0.052,1
430.585,1,1,1,3,4,6,6,0.6642,-0.5504,0.6057,1
421.798,1,1,2,2,4,4,4,0.7934,0.0232,-0.6816,1
378.945,1,1,1,6,4,6,6,1.0269,2.6795,2.1893,1
514.376,1,1,1,6,9,6,6,3.505082273,1.8499,1.1159,1
463.289,1,1,1,2,4,6,6,0.3749,-0.2443,0.8835,1
607.778,1,1,1,3,3,5,6,-0.3381,-0.9565,0.0292,1
600.716,1,1,2,3,3,4,4,-0.779,0.4128,0.0609,1
694.584,1,1,1,5,4,6,6,1.5043,0.6104,1.0529,1
450.319,1,1,2,1.711738224,4,6,6,-0.1643,0.7863,1.2622,1
711.123,2,1,1,3,4,6,6,0.5423,1.1286,1.388,1
701.977,2,1,2,5,3,6,6,-0.5942,0.2536,1.1491,1
674.709,2,1,1,6,4,6,6,2.5915,2.4702,2.067,1
714.496,2,1,1,6,3,6,6,-0.3381,0.4085,1.3714,1
622.922,2,1,1,2,3,6,6,0.2067,0.0732,-0.033,1
563.639,2,1,1,5,3,6,6,-0.1144,2.0514,1.6858,1
623.784,2,1,1,6,4,6,6,0.9357,2.4655,1.9827,1
614.4,2,1,1,4,4,6,6,1.5611,0.4487,0.291,1
634.754,2,1,1,3,3,4,4,-0.5942,-1.1117,-0.6854,1
773.713,2,1,1,5,4,6,6,1.5611,0.356,1.1041,1
604.649,2,1,1,6,4,6,6,1.0594,1.1933,1.4325,1
515.913,2,1,1,5,1,6,6,-1.2743,2.1984,1.8225,1
516.278,2,2,1,2,4,5,6,0.1643,0.0108,1.1839,1
615.086,2,1,2,3,1,4,4,-1.081,0.6055,-0.3657,1
577.911,2,1,2,3,4,6,6,0.7124,-1.2714,0.4854,1
609.47,2,1,1,3,1,4,5,-0.7896,0.2984,-0.1527,1
670.28,2,1,2,5,3,5,6,-0.1862,2.376,1.6811,1
574.553,1,1,1,3,4,5,6,0.1258,0.1031,1.0112,1
577.367,1,1,1,5,3,6,6,-0.779,1.0755,1.0586,1
603.506,1,1,1,3,4,6,6,2.5915,1.072,1.5532,1
580.991,1,1,1,3,4,4,6,0.5423,-0.1137,0.9728,1
747.439,1,1,1,6,3,6,6,-0.3381,0.3716,1.0065,1
473.868,1,1,1,4,4,6,6,-0.2015,0.3149,0.9444,1
600.596,1,1,1,4,3,5,5,-0.6837,0.0693,0.4037,1
613.844,1,1,1,3,3,6,6,-0.5753,0.652,0.8179,1
669.999,1,1,1,6,3,6,6,0.2947,1.401,1.6534,1
516.664,1,1,1,3,3,6,6,-0.8021,-0.1144,0.332,1
557.538,2,1,2,2,3,6,6,-0.6837,1.1445,0.9393,1
703.579,2,1,1,5,4,6,6,0.6642,0.4473,1.179,1
586.269,2,1,1,2,4,6,6,0.2906,-0.7862,0.6843,1
618.205,2,1,1,3,3,6,6,-0.3381,-0.1733,0.2483,1
513.25,2,1,1,4,3,6,6,-0.4612,2.5505,1.7659,1
649.43,2,1,1,4,4,6,6,0.6642,0.49,0.5748,1
639.394,2,1,1,4,4,6,6,-0.5199,0.6822,1.0587,1
671.327,2,1,1,2,3,6,6,0.2198,-0.7744,-0.0202,1
548.969,2,1,1,3,3,6,6,-0.3381,1.4929,1.7079,1
562.713,2,1,1,6,3,6,6,-0.3381,1.4879,1.4168,1
526.173,1,1,1,5,3,5,6,0.2947,0.6788,1.1194,1
635.866,1,1,1,6,3,6,6,-0.3381,1.0818,1.1229,1
614.705,1,1,2,2,2,6,6,-0.7768,0.0498,0.4049,1
535.887,1,1,1,5,3,4,4,-0.5043,1.2869,-0.4031,1
588.316,2,1,1,2,4,5,5,0.2774,1.1746,0.8099,1
550.262,1,1,1,6,3,5,5,-0.0099,1.9623,1.0993,1
478.933,1,1,1,5,4,5,6,0.6642,1.286,1.4459,1
571.778,1,1,1,5,3,4,6,-0.5064,0.2299,0.9544,1
