Y,GENDER,ST011Q06,ST011Q07,ST013Q01,ST034Q01,MISCED,HISCED,BELONG,HOMEPOS,ESCS,treat
511.27,1,1,2,3,4,6,6,2.5915,-0.7781,0.5034,1
592.632,1,1,1,4,3,6,6,-0.7104,0.2265,0.9139,1
550.252,1,1,1,1,3,6,6,-0.3381,0.9339,1.1739,1
369.297,1,1,1,2,3,6,6,0.5643,0.1044,0.8484,1
440.202,1,1,2,3,3,6,6,-0.3011,0.5576,1.1183,1
527.067,1,1,1,5,3,6,6,-0.4725,1.4975,1.4637,1
591.768,1,1,1,5,3,6,6,-0.5753,0.7273,1.098,1
519.543,1,1,1,4,3,6,6,-0.3381,1.3852,1.4224,1
532.753,1,1,1,6,4,6,6,2.5915,5.2563,2.969,1
584.986,1,1,1,3,1,6,6,-1.4215,0.8863,0.4952,1
603.999,1,1,2,3,3,6,6,0.1674,-0.2104,0.5054,1
491.214,1,1,2,3,4,6,6,-0.0621,0.422,0.8618,1
514.234,1,1,2,1,3,4,4,-0.3381,0.2109,-0.7159,1
378.57,1,1,2,3,2,6,6,-0.7244,0.4545,1.1011,1
565.49,1,1,1,6,3,6,6,-0.0221,2.8688,1.9883,1
525.454,1,1,2,2,4,6,6,2.5915,0.8217,1.236,1
580.519,1,1,1,5,1,6,6,-1.0979,1.361,1.3309,1
625.298,2,1,1,5,4,6,6,1.5043,-0.0062,0.9317,1
467.846,1,1,1,5,4,6,6,1.0269,1.4823,1.2515,1
617.936,2,1,2,4,3,6,6,0.0248,0.9412,1.2593,1
501.459,2,1,2,1,9,6,6,5.032750553,-0.47,0.534,1
487.049,2,1,1,6,3,6,6,-0.3381,2.7455,1.819,1
551.104,2,1,2,5,4,6,6,0.2774,1.4445,1.4442,1
466.586,2,1,2,2,4,6,6,0.6642,0.5396,0.5124,1
443.571,2,1,1,4,3,6,6,-0.3381,2.2087,1.3944,1
441.045,2,1,1,5,7,6,6,2.905855316,-1.0061,0.2957,1
561.368,2,1,2,5,3,6,6,-0.5753,2.0495,1.5012,1
388.813,2,1,2,3,3,4,4,0.514,-0.6583,-0.7667,1
587.591,2,1,2,6,3,6,6,-0.3381,0.5658,1.2866,1
373.811,2,2,2,1,1,5,5,-1.1955,-1.1235,-1.1019,1
597.063,2,1,2,5,2,4,4,-0.8828,1.3972,-0.1766,1
584.516,2,1,1,5,3,6,6,0.4801,2.298,1.8819,1
578.949,2,1,1,5,3,4,6,-0.1144,1.8473,1.3856,1
569.37,2,1,1,4,3,6,6,-0.888,0.4982,1.0138,1
475.862,1,1,1,5,4,5,6,2.5915,1.188,1.3706,1
460.774,1,1,1.263755171,2,4,6,6,0.6642,1.8351,1.3398,1
537.281,1,1,1,3,3,6,6,-0.1613,0.0081,0.7097,1
565.261,1,1,1,6,3,6,6,-0.3612,0.3637,0.8046,1
511.198,1,1,1,6,4,6,6,2.5915,1.6285,1.0159,1
618.649,1,1,1,4,3,6,6,-1.00E-04,0.8908,1.0341,0
278.464,2,1,2,4,9,6,6,4.450626353,1.5505,1.5322,0
611.603,2,1,2,4,3,4,4,-0.1144,0.351,-0.0238,0
528.527,2,1,1,1,2,4,4,-1.5827,1.7818,0.8119,0
573.082,1,1,1,4,4,6,6,2.5915,0.6252,0.7505,0
550.875,1,1,2,3,3,6,6,-0.3381,1.5859,0.9614,0
369.471,2,1,1,4,3,6,6,-0.3489,1.2655,0.8825,0
541.982,2,1,2,4,4,4,4,0.2669,-0.1358,-0.1821,0
466.578,2,1,1,5,3,6,6,-0.3381,1.8164,1.4776,0
531.065,1,1,2,3,1,4,4,-1.3612,0.4986,0.1957,0
