treat,Female,HOMEPOS,ESCS
0,1,-0.058791653,-0.131707238
0,0,-1.243579293,-1.276322716
0,0,-0.001082725,-0.006924403
0,1,-1.950545419,-1.28715888
0,0,-0.001082725,-0.006924403
0,1,-0.052315157,0.97309447
0,1,0.152773897,0.035948917
0,1,-0.217208812,-0.482482388
0,0,-0.001082725,-0.006924403
0,1,1.056090946,1.304632386
0,0,-0.116771716,-1.507900063
