"Y","GENDER","ST011Q06","ST011Q07","ST013Q01","ST034Q01","MISCED","HISCED","BELONG","HOMEPOS","ESCS","treat","pscore"
421.587,1,1,2,2,3,4,4,-0.8383,-1.3361,-0.2719,0,0.0169118158393851
499.579,1,1,1,3,2,1,1,-0.8616,0.9706,-1.3128,0,0.024147427892118
464.554,1,1,2,1,3,1,1,0.2947,-0.2481,-1.7672,0,0.00847810651933221
451.919,1,1,2,1,3,6,6,-0.3381,-0.1867,0.3901,0,0.0392150628668766
418.641,1,1,1,3,2,5,5,-0.9479,0.63,0.389,0,0.0508156441261324
459.424,2,1,2,2,4,6,6,-0.3182,-0.1287,0.3288,0,0.0439462881099156
556.441,2,1,2,1,2,2,4,-0.8337,-1.5678,-0.6877,0,0.00648919862910164
454.964,2,1,2,4,3,4,4,-0.9629,-0.2115,-0.6438,0,0.0264478176300212
530.371,2,1,2,2,3,4,4,-0.6837,-1.2754,-1.1588,0,0.011955182564702
491.337,2,1,1,4,4,0,0,2.5915,0.291,-1.8042,0,0.0443845914488371
440.305,2,1,1,2,4,4,4,0.6642,0.4549,0.0143,0,0.0382989202243838
393.389,2,1,1,1,3,2.89714031,2.850187636,0.4638,-0.6368,-1.2596,0,0.0139396186074618
474.087,2,1,2,2,4,1,4,1.0269,-0.3649,-1.0515,0,0.0110914600358749
488.79,2,1,2,1,3,2,2,-0.3381,0.1116,-0.3742,0,0.0103093903326399
452.675,2,1,1,5,3,6,6,0.0248,2.9294,1.9073,0,0.156241071272253
585.691,2,1,2,1,2,4,4,-1.072,-0.0125,-0.9633,0,0.0102956664363093
521.11,2,1,1,3,3,0,0,-0.7577,1.3939,-0.5104,0,0.0167326363276127
391.153,2,1,1,4,3,4,4,-0.1985,1.052,-0.3655,0,0.0494696018775771
421.079,1,1,1,5,4,5,5,2.5915,1.8724,0.9857,0,0.102128083580281
393.006,1,1,2,2,2,4,4,0.0652,0.2905,0.2432,0,0.0295524766392572
326.583,1,1,1,2,4,4,4,0.1157,0.4586,-0.4596,0,0.0296737617106582
456.894,1,1,2,1,3,2,2,-0.3381,0.5259,-1.0485,0,0.00956533826087125
325.432,1,1,2,1,4,4,5,2.5915,-0.2447,-0.5775,0,0.0153002520364034
471.988,1,1,1,5,3,5,5,0.5311,1.1709,0.9759,0,0.11837795242358
405.555,1,1,1,2,3,1.588091133,2.140675551,0.1052,-0.0052,-1.154973354,0,0.017179701255749
473.66,1,1,1,2,3,1,1,-0.3381,0.8822,-1.3039,0,0.0185612680731771
531.911,1,1,2,1,3,6,6,-0.4725,0.0903,0.2027,0,0.0310494091642116
452.751,1,1,2,3,3,5,5,-0.4725,0.0738,-0.3778,0,0.0292510252483605
555.109,1,1,1,3,3,4,4,-0.5064,-0.2773,-0.6267,0,0.0311241121189349
488.657,1,1,2,2,2,4,6,-0.9454,-0.771,0.0308,0,0.0210005018939444
443.431,1,1,2,3,3,4,4,-0.5753,-0.1548,-0.4783,0,0.0227823795912947
474.686,1,1,2,3,3,4,4,-0.6239,0.2731,0.1128,0,0.0287195973985435
368.436,1,2,2,2,2,5,6,-0.965,-1.7731,-0.2548,0,0.0208538515751882
275.175,1,1,2,1,1,6,6,-0.6672,-0.9704,-0.6624,0,0.0157028399969653
465.874,1,1,1,1,3,4,4,0.4972,-0.9693,-0.5297,0,0.0204129959123349
666.381,1,1,2,4,3,4,4,-0.3381,0.9132,0.5547,0,0.0444862147918775
459.686,1,1,2,3,4,6,6,0.1258,-0.3261,0.5869,0,0.0727662315648117
480.045,1,2,2,2,3,4,4,0.0622,-0.7128,-0.1462,0,0.0142186660815808
432.991,1,1,2,3,3,5,6,-0.5753,-0.5023,-0.0565,0,0.0323019736353795
497.466,1,1,1,4,3,4,4,0.2552,1.0977,-0.5966,0,0.0553308620648689
488.095,1,1,1,3,3,5,5,-0.1613,1.7296,1.1812,0,0.0919173152410218
571.638,2,1,2,4,3,6,6,-0.3381,0.3768,0.9692,0,0.0962108266456468
454.771,2,1,2,1,3,5,5,-0.3381,-0.8609,-0.1221,0,0.0206403608342101
361.511,2,2,2,3,4,4,4,2.6127,-1.0819,-1.1703,0,0.00533308979075253
340.342,2,1,2,2,3,6,6,-0.3381,1.3313,1.1547,0,0.0764098796435172
594.72,2,1,2,2,3,6,6,0.3366,-0.8202,0.4053,0,0.0567142737515941
568.157,2,1,2,1,3,1,1,-0.3381,-0.346,-1.9413,0,0.00789131293971009
565.499,2,1,2,1,4,4,4,2.5915,-0.7097,-0.7856,0,0.0132542169203989
379.002,2,2,2,1,4,2,2,-0.0621,-1.282,-1.5137,0,0.00335866154437002
305.835,2,1,1,3,3,6,6,-0.1491,1.7005,1.3317,0,0.126529434577018
332.529,2,1,2,3,2,6,6,-0.6102,-0.0691,1.0119,0,0.0948649188741959
632.238,2,1,2,4,4,3.80124726,4,1.0269,0.5931,0.5611,0,0.0540772217322457
497.179,2,1,1,5,3,4,6,-0.4725,3.0375,1.5957,0,0.0766409330966487
472.138,2,1,2,1,4,6,6,1.5611,0.0089,0.71,0,0.0665801767005439
473.709,2,1,2,2,3,6,6,0.0951,-1.1355,-0.2024,0,0.0317695876575427
450.412,2,1,1,6,3,6,6,-0.3381,1.0993,1.214,0,0.159923186815904
428.002,2,1,2,2,3,6,6,0.0371,0.0945,0.7001,0,0.0655128663762282
339.055,1,1,2,1,3,6,6,-0.3381,-1.1918,-0.5578,0,0.0175630314529271
329.895,1,1,1,1,2,2,6,-0.983,1.2402,1.2658,0,0.0482742741608419
373.834,1,1,2,2,4,4,6,-0.1047,0.5075,0.8519,0,0.048843477192755
440.608,2,1,1,1,3,4,4,-0.687,-0.2369,-0.5085,0,0.0177346557444037
290.555,2,2,2,3,3,4,4,-0.4421,-1.0665,-1.206,0,0.00454407642062243
365.962,2,1,1,3,1,5,5,-1.902,2.0373,0.9843,0,0.0444298544951369
383.869,2,1,2,1,3,2,2,-0.3381,-1.9104,-2.0885,0,0.00511232115001847
383.891,2,1,1,3,4,1,2,0.6642,0.829,0.2201,0,0.0297233301697408
490.232,2,1,2,3,2,0,4,-0.8616,-0.4551,-0.9813,0,0.00915908464344831
467.022,1,1,2,4,3,1,1,-0.699,-0.4052,-2.087,0,0.0295665174303607
366.09,1,1,2,3,2,2,2,-1.0536,0.2183,-0.2652,0,0.0150118619741767
437.704,1,1,1,4,1,4,5,-1.3367,1.7763,0.1858,0,0.0379596996661443
427.847,1,1,1,1,1,4,4,-1.7548,-1.3376,-0.5411,0,0.0111654903273084
310.155,1,1,2,1,2,1,1,-0.8219,-1.2196,-2.2003,0,0.00541567323577308
600.33,1,1,1,2,2,4,4,-1.1407,0.0195,-0.8069,0,0.0199008745052805
437.19,1,1,2,5,2,4,4,-0.7244,1.4582,0.879,0,0.051319026874846
457.218,1,1,2,1,4,1,4,0.9646,-0.3801,-0.9124,0,0.00803533841779604
406.407,1,1,2,3,4,4,4,0.236,-0.3699,-1.1153,0,0.0250795907782619
421.889,1,1.376033035,2,3,3,1,2,-0.9849,-0.7172,-1.4227,0,0.00337980837247058
395.843,1,1,1,3,3,2,2,-0.7577,0.4653,-1.2154,0,0.0249342077162089
462.892,1,1,2,2,3,1,1,-0.8913,-0.5701,-1.3831,0,0.0078332395053241
274.24,1,1,1,4,4,6,6,1.5043,2.6863,1.0327,0,0.0988510684195212
430.812,1,1,2,1,1,0,1,-1.0992,-0.9462,-2.2858,0,0.00496738361208537
424.595,1,1,1,4,2,5,5,-0.7244,0.3387,0.2774,0,0.061731331776731
239.008,1,1,2,1,4,0,1,-1.0359,-2.0093,-2.6765,0,0.00366582922567896
413.3,2,1,2,3,4,5,5,0.6642,0.2433,-0.3982,0,0.0354357812233733
483.441,2,1,1,3,4,6,6,2.5915,2.3063,1.4303,0,0.127522835593572
358.449,2,1,2,3,3,2,2,-0.3381,0.7688,-0.1739,0,0.0187775043698501
456.411,2,1,1,5,3,4,4,0.2947,1.2336,0.1559,0,0.0685197948654887
419.081,2,1,2,4,1,6,6,-0.8127,-0.0402,0.7126,0,0.0741918660734149
471.447,1,1,2,3,4,4,4,1.5611,-0.2036,-0.8889,0,0.0280141508778581
385.922,1,0.58503856,1.561626829,2,3,5,5,-0.5618,0.8421,0.7311,0,0.0496915390869959
612.093,1,1,2,3,3,4,4,0.0248,0.0262,-0.2878,0,0.0275478786074268
499.621,1,1,2,2,2,4,4,-0.8219,-0.0678,-0.715,0,0.0154824106968252
517.756,1,1,1,3,3,6,6,-0.66,1.1052,1.1129,0,0.108143726345239
400.658,1,1,1,1,3,5,5,0.0248,-1.1294,0.139,0,0.0402822561834462
450.604,1,1,1,4,3,6,6,-0.3381,0.4847,0.9882,0,0.130202895666675
428.329,1,1,2,3,3,4,4,-0.5043,0.1902,-0.6202,0,0.0234743722769926
530.905,1,1,2,4,2,4,4,-0.5917,1.622,0.9185,0,0.0467323694114559
508.215,1,1,2,2,3,4,4,-0.8021,-0.5845,-0.6569,0,0.0147436577497585
459.421,1,1,1,6,3,6,6,-0.3381,1.1419,1.1264,0,0.149288686328509
505.573,1,1,1,6,4,6,6,0.5423,1.2064,1.3154,0,0.188778258244513
428.407,1,1,1,2,3,5,6,-0.3381,0.8111,0.5915,0,0.057100624177079
229.869,1,2,2,2,2,6,6,-1.002,-1.3756,-0.5508,0,0.0352652533697665
440.199,2,1,2,3,7,4,6,3.835567257,-0.3273,0.8757,0,0.0588078873855064
463.806,2,1,1,6,4,5,5,0.7246,0.71,-0.206,0,0.104677614201841
369.339,2,1.092438302,2.009718807,2,3,2,2,-0.4378,0.9957,-0.1113,0,0.0127869676531063
486.993,2,1,2,3,4,6,6,0.5423,-0.5288,0.4711,0,0.0707012365370248
499.057,2,1,1,3,3,4,4,-0.5064,-0.1038,-0.5629,0,0.0320657660382379
427.023,2,1,2,2,3,4,4,-0.5064,-0.2281,-0.0713,0,0.0215987216529441
448.507,2,1,2,3,1,6,6,-2.4441,0.2297,0.6672,0,0.0335358846157365
551.013,2,1,2,3,3,4,5,0.0248,0.228,0.1334,0,0.0333169728013196
475.625,2,1,1,5,3,4,5,-0.5064,1.2861,0.3776,0,0.0619761717829712
580.978,2,1,2,2,4,6,6,0.6642,-0.9769,0.3477,0,0.0562533300847569
430.331,2,1,2,2,3,6,6,-0.5753,0.5792,0.5063,0,0.0447684135114669
447.89,2,1,2,5,3,6,6,0.0248,0.994,1.0307,0,0.103964873695078
553.288,2,1,1,3,2,6,6,-0.9585,0.2285,0.3774,0,0.0625863518798619
452.171,1,1,2,4,2,4,4,-1.35,1.9055,0.8987,0,0.0350627829421949
511.642,1,1,2,5,3,4,4,-0.082,0.568,0.1179,0,0.0477143521433564
366.687,1,1,2,2.184622855,2,4,5,-0.0744,-0.7707,-0.5229,0,0.0188905564643085
440.858,2,1,2,1,3,4,4,-0.7104,-1.1437,-0.9658,0,0.00911891840977697
540.228,2,1,2,3,4,6,6,1.0269,0.2559,0.7594,0,0.0858264598220741
580.669,2,1,1,4,3,6,6,-0.3381,1.5205,1.5961,0,0.176452326204657
402.111,2,1,2,1,3,5,5,-0.3381,-1.3507,-0.2608,0,0.0180885538525346
472.637,2,1,1,4,3,6,6,-0.376,0.9303,1.2759,0,0.1517581679925
674.587,2,1,2,4,4,6,6,0.4906,1.0088,1.0775,0,0.104327771901806
602.348,2,1,1,4,3,6,6,-0.1515,0.5167,0.7726,0,0.11183204183131
435.497,2,1,1,5,4,6,6,2.5915,1.4384,1.3387,0,0.169706684369657
596.716,2,1,1,5,4,6,6,1.5043,1.0995,1.3381,0,0.195249114131727
766.785,2,1,1,4,3,6,6,0.0248,0.4897,0.6594,0,0.106365171890291
525.298,2,1,1,3,1,6,6,0.02,0.421,0.8201,0,0.108254662091476
496.093,2,1,2,4,4,5,6,-0.0251,1.2902,1.1602,0,0.0820391438499721
494.483,2,1,2,1,3,6,6,-0.3381,-0.0591,0.6437,0,0.0511969750078637
550.077,2,1,1,3,3,4,6,0.1052,0.877,1.1943,0,0.102727626241359
632.483,2,1,1,6,3,6,6,-0.3381,1.024,1.3103,0,0.174800339239465
611.603,2,1,2,4,3,4,4,-0.1144,0.351,-0.0238,0,0.0371638779910741
369.471,2,1,1,4,3,6,6,-0.3489,1.2655,0.8825,0,0.101566553760001
524.027,2,1,1,3,3,4,4,-0.3381,-0.172,-0.8153,0,0.0322409627278638
550.987,1,1,2,3,4,6,6,0.9646,0.5017,1.0771,0,0.111884491960616
420.921,1,1,2,3,4,4,5,2.5915,0.1824,0.2613,0,0.0388459318348076
514.568,1,1,1,4,3,6,6,0.2067,1.8535,1.5945,0,0.172436865479782
418.447,1,1,1,4,3,6,6,0.0248,1.2548,1.1679,0,0.135629482620258
378.559,1,1,1,2,3,5,5,-0.5753,0.4516,0.4636,0,0.0510379421306165
518.804,1,1,2,3,1,6,6,-1.8419,0.4879,0.9274,0,0.052807731232768
463.006,1,1,1,4,3,6,6,-0.3381,-0.3214,-0.5686,0,0.061271464756147
605.563,1,1,2,3,4,6,6,0.5073,1.0295,1.1057,0,0.0975753079582446
531.065,1,1,2,3,1,4,4,-1.3612,0.4986,0.1957,0,0.0240499348247681
522.779,1,1,1.056109721,4,4,6,6,0.6642,2.1241,1.5907,0,0.162895730266042
466.498,1,1,2,2,4,6,6,0.75,1.3999,0.9939,0,0.0744685418018356
494.571,1,1,1,4,3,6,6,-0.3381,0.3603,0.7978,0,0.113337200732838
497.046,1,1,1,3,4,5,5,1.0269,0.9849,0.3496,0,0.066380846507441
575.192,1,1,1,3,4,6,6,2.5915,0.1453,0.7601,0,0.114925796717582
612.776,1,1,1,3,4,6,6,1.0269,-0.3446,-0.3704,0,0.0590394982130331
568.058,2,1,2,5,3,6,6,-0.5152,1.07,1.3066,0,0.115669783856742
427.798,1,1,1,4,4,6,6,2.5915,1.8161,1.4775,0,0.162326730175445
573.082,1,1,1,4,4,6,6,2.5915,0.6252,0.7505,0,0.118652466687958
494.094,1,1,1,1,4,2,5,-0.423,0.1433,0.0403,0,0.0184379139320263
512.441,1,1,1,3,3,6,6,0.5643,1.7928,1.4689,0,0.155139321457937
516.676,1,1,2,2,2,2,4,-0.5523,-0.793,-1.1055,0,0.00956641056395761
480.273,1,1,1,3,3,5,5,-0.3381,0.4523,0.0299,0,0.0489247834786985
525.796,1,1,2,2,4,6,6,2.5915,-0.8308,0.5047,0,0.0648272603392034
492.296,1,1,2,2,4,4,6,0.3171,-0.3414,0.7672,0,0.0558770936780297
469.002,1,1,2,2,4,4,4,0.6642,-0.4733,-0.3268,0,0.0224613360366102
571.956,1,1,1,2,2,6,6,-0.9585,-0.2914,0.8269,0,0.0902093560065272
495.008,1,1,1,4,3,6,6,-0.3381,0.9351,1.257,0,0.149916651168476
510.653,1,2,2,1,2,4,4,-0.2511,-1.2813,-1.2643,0,0.0143762979841977
575.395,1,1,2,1,3,1,2,-0.6239,0.5092,-0.9926,0,0.00736840002988542
501.384,1,2,1,3,3,2,4,-0.7817,-1.8706,-1.4602,0,0.001090393343784
534.018,1,1,2,3,2,6,6,-0.8828,0.3268,0.9301,0,0.0742525581543757
497.177,1,1,2,2,3,6,6,-0.5064,0.3598,0.2604,0,0.038283021405596
533.202,1,1,2,2,3,4,4,-0.5064,0.8454,0.3232,0,0.0266567311337274
712.356,1,1,1,3,4,4,4,0.5423,-0.3545,0.1095,0,0.0506334366952507
512.395,1,1,2,2,3,4,4,-0.3381,-0.3096,-0.5559,0,0.0175972538757124
596.273,2,1,2,1,4,2,5,0.3549,-0.9293,-0.6225,0,0.00933835389192191
602.296,2,1,1,2,3,4,5,-0.1144,-0.0464,0.0119,0,0.0346289376366051
586.247,2,1,1,1,3,5,5,-0.0469,-0.4478,0.2157,0,0.0413739147861654
450.215,2,1,1,5,4,4,6,0.8589,0.9714,0.6711,0,0.0890287771213495
515.01,2,1,1,3,3,4,4,0.0248,1.2635,-0.4117,0,0.0405584488519956
444.869,2,2,2,1,3,2,2,-0.5753,-1.9418,-1.6248,0,0.00240260320378127
475.553,2,1,2,2,3,4,4,-0.3381,-0.8613,-0.2834,0,0.0193181998053187
451.645,2,1,1,4,2,6,6,-0.9585,0.4952,0.8474,0,0.0999942032576925
556.673,2,2,2,1,2,4,4,-0.5917,-2.0373,-2.2244,0,0.0108941246032375
559.246,2,1,2,3,4,4,4,0.3171,0.3255,-0.5705,0,0.0278504815733198
536.671,2,2,2,2,2,4,4,-1.35,-0.5099,0.1144,0,0.0121882045336809
565.412,2,1,2,1,2,2,2,-0.7244,-0.2333,-0.4183,0,0.00898097022006491
536.765,2,1,2,1,4,4,4,0.0777,-0.1479,-0.4002,0,0.0157288428789676
581.988,2,1,2,3,4,6,6,1.5611,0.0116,0.6697,0,0.0834255013426014
476.685,2,2,2,1,3,2,2,-0.3381,-1.0153,-1.5942,0,0.00348801499151576
488.312,2,1,2,1,2,0,2,-0.9089,-1.3338,-1.9179,0,0.0037262289155371
667.248,2,1,2,3,3,6,6,-0.3381,-0.1437,0.7572,0,0.0771553943955757
558.97,2,1,1,3,2,4,6,-0.9767,0.22,0.7462,0,0.0597170848147058
502.679,2,1,1,4,4,4,4,2.6127,0.8321,0.5456,0,0.0710747997127103
459.15,2,1,1,2,1,6,6,-2.032,-0.0388,0.7958,0,0.0583564404678837
529.343,2,1,1,2,4,4,4,0.6642,0.4847,-0.6359,0,0.0310598288087343
525.526,2,1,2,1,3,5,6,-0.3381,-1.4896,0.3453,0,0.0353829061172993
489.983,2,1,1,4,2,4,4,-1.0137,0.3785,-0.4706,0,0.0389135341999451
395.388,2,1,1.749034958,2,2,4,4,-1.1407,0.6364,0.235,0,0.0234731520027145
596.17,2,1,2,2,2,6,6,-0.6178,0.6952,1.0449,0,0.0745883921253419
496.455,2,1,2,5,4,4,6,0.2638,1.0884,1.3133,0,0.09455105083003
463.679,2,1,2,2,4,2,2,0.4906,-0.1115,-1.2827,0,0.0138750199037971
333.972,2,1,1,2,2,4,4,-1.1467,0.067,-0.7894,0,0.0200431913471389
383.396,2,1,1,3,2,5,5,-0.6981,-0.0106,-0.5328,0,0.0372714483749615
583.672,2,1,1,3,1,2,4,-1.8419,1.2239,0.7102,0,0.0253178351864371
576.449,2,1,1,5,2,6,6,-1.1467,0.9791,1.3972,0,0.149906719713593
619.966,2,1,1,4,3,6,6,-0.6855,1.375,1.4187,0,0.144347881055983
579.254,2,1,2,4,3,4.977097157,5.913687534,0.1674,0.1525,0.660805774,0,0.0700504604611842
553.345,2,1,2,3,2,6,6,-1.1247,0.2456,0.8659,0,0.0660869327714234
533.217,2,1,1,5,3,4,4,-0.082,0.8245,0.6461,0,0.080021292653054
661.12,1,1,1,3,3,6,6,-0.3381,1.5875,1.4141,0,0.13720552685685
528.622,1,1,1,4,3,4,4,-0.66,1.7927,0.0307,0,0.0451902727486931
440.192,1,1,1,4,3,1,5,-0.3381,1.1099,-0.0591,0,0.0282835922232127
460.056,1,1,1,4,3,5,5,-0.3381,1.2162,0.6826,0,0.0759505392917474
634.891,1,1,2,5,3,4,6,0.2947,1.4882,1.3776,0,0.0893007789121722
553.825,1,1,1,3,3,6,6,-0.5064,0.7212,0.6411,0,0.0799803176479668
447.428,1,1,1,3,4,4,4,-0.5199,1.5761,-0.1109,0,0.0372411055152167
469.349,1,1,1,3,3,5,5,-0.3381,1.3706,0.5533,0,0.0595401297631683
495.069,1,1,2,4,3,3.828867286,4.345380269,-0.3381,-0.2954,-1.2067,0,0.032154869985298
581.481,2,1,2,3,3,6,6,-0.1515,0.8511,1.0195,0,0.0849866026105276
456.713,2,1,2,3,4,2,2,0.6642,0.1917,-0.6134,0,0.019731689857539
496.165,2,1,1,4,2,6,6,-0.8616,1.0853,1.4775,0,0.160357399619079
645.284,2,1,1,3,2,4,4,-0.5917,0.105,-0.0523,0,0.0373951843252015
439.679,2,1,1,3,2,5,5,-0.0323,1.3697,0.6357,0,0.0663846321281338
486.58,2,1,2,3,2,6,6,-0.9585,0.5815,1.0031,0,0.0742269258314961
547.525,2,1,2,3,3,6,6,-0.1144,0.2519,0.9233,0,0.088574376166515
520.783,1,1,2,1,4,5,5,0.3171,1.0459,-0.0826,0,0.0238819110546158
375.946,1,1,2,1,3,2,2,-0.3381,-1.563,-1.6922,0,0.00550597894588801
512.085,1,1,1,3,3,4,6,-0.3381,0.9148,1.1669,0,0.0914255007638426
575.242,1,1,1,3,3,5,5,-0.3381,0.9998,0.5617,0,0.0630292798656016
410.366,1,1,2,2,2,4,4,-1.1799,-0.1773,-0.7552,0,0.013640777860052
431.969,1,1,1,2,3,4,4,-0.4838,0.0727,0.1632,0,0.0354837758136115
424.207,1,1,1,3,3,4,4,-0.3381,2.0162,0.3815,0,0.0424378411045681
464.037,1,1,1,5,3,6,6,-0.0099,2.4039,1.9006,0,0.188334511936316
471.563,1,1,1,4,3,4,6,0.0248,0.7898,0.6664,0,0.0722800686866313
534.871,1,1,1,3,3,6,6,-0.1985,1.0586,1.4264,0,0.166377695730024
480.621,1,1,1,3,4,4,6,2.5915,1.3272,1.3598,0,0.114243555770781
573.123,1,1,2,4,3,4,6,-0.3381,1.1922,1.1655,0,0.0670290750059685
416.837,1,1,2,4,4,6,6,0.6087,1.407,0.9345,0,0.0861559259904551
645.432,1,1,1,4,4,6,6,2.5915,1.6345,1.2661,0,0.142344764907079
462.345,1,1,2,2,2,2,2,-1.2158,0.7603,-0.0905,0,0.0121032523145393
384.098,1,1,1,3,3,5,5,-0.8021,0.9028,0.4641,0,0.0537702424770967
444.617,1,1,1,5,3,6,6,0.6897,1.7968,1.5943,0,0.191321374176866
419.569,1,1,1,4,3,6,6,-0.3381,2.688,1.6532,0,0.126336569816851
421.825,1,1,2,3,3,6,6,-0.3381,1.5882,1.3524,0,0.0945959365984235
438.545,1,1,2,1,3,1,1,-0.3381,-0.7494,-1.7589,0,0.00623977558767236
487.095,1,1,2,3,3,6,6,-0.3381,0.7581,1.0473,0,0.0862130219136517
481.194,1,1,2,4,3,5,6,0.6897,1.1186,1.4278,0,0.122398549323742
481.542,1,1,1,6,4,6,6,2.5915,2.6134,1.6258,0,0.153694704620764
502.126,2,1,1,3,4,6,6,0.6642,2.2468,1.6977,0,0.170893272438027
605.787,2,1,2,3,3,6,6,-0.1862,0.0265,0.7991,0,0.0804139541365254
540.682,2,1,2,3,3,4,4,0.2947,-0.3128,-0.1025,0,0.0308981022079564
480.625,2,1,1,4,4,6,6,0.9646,1.2571,1.396,0,0.183148409077676
598.519,2,1,1,4,2,4,4,-1.0536,3.1813,1.2849,0,0.0486960103678002
460.54,2,1,2,4,3,5,6,-0.3381,1.3462,1.2428,0,0.0822312881469196
538.76,2,1,2,2,3,5,6,-0.3381,-1.0342,-0.6239,0,0.019031991947778
471.867,2,1,1,4,3,6,6,-0.4725,1.217,1.3813,0,0.152397057527211
435.377,2,1,1,3,4,6,6,-0.2387,0.5591,1.0362,0,0.124198798298382
494.17,2,1,1,6,3,6,6,-0.3381,3.6527,1.7598,0,0.10154798212832
568.118,2,1,2,3,2,5,6,-1.0536,0.5459,1.0107,0,0.0616425152070456
571.096,2,1,1,5,4,4,4,2.5915,2.0032,0.7487,0,0.0751770772745799
426.042,2,1,1.364042367,2,3,6,6,-0.3381,0.8394,1.2218,0,0.114758524259454
443.253,2,1,2,4,4,6,6,0.6642,0.7395,1.0818,0,0.113634788436413
657.967,2,1,1,4,4,6,6,-0.0499,1.3501,1.3269,0,0.15041621066054
361.828,2,1,2,2,3,6,6,0.2947,0.8067,1.3338,0,0.120932346044454
459.667,2,1,2,3,4,6,6,0.0901,0.3292,0.7864,0,0.0786913569331204
445.306,2,1,1,5,3,4,4,0.4801,0.6152,0.1766,0,0.0728872958132566
526.238,1,1,1,4,4,6,6,-0.0621,1.6039,1.4615,0,0.158076429110181
366.61,2,1,1,3,4,5,5,1.0594,1.6714,1.3045,0,0.120509807382864
479.626,1,1,2,2,2,4,4,-0.7461,0.1763,-0.274,0,0.0183915716727687
428.122,1,1,1,3,3,1,1,-0.3381,3.2769,-0.5479,0,0.0270422125414491
336.357,1,2,2,1,3,2,4,-0.1613,-2.5082,-1.4465,0,0.00226405533341527
473.395,1,1,2,3,3,4,4,-0.4725,0.0339,-0.6776,0,0.0231109875855828
345.605,1,1,2,3,2,6,6,-0.7768,-0.0181,-0.2505,0,0.0337734109583608
369.038,2,1,1,2,4,4,4,2.5915,0.6718,0.342,0,0.0458456478172028
458.452,2,1,2,1,3,2,2,-0.3381,-1.8603,-1.5328,0,0.00498764626583872
518.943,1,1,2,5,4,5,6,1.1981,-1.1628,0.2381,0,0.0767293708461789
578.056,1,1,2,1,3,4,4,-0.3381,-1.6713,-1.0357,0,0.00870857688488461
347.383,1,1,2,1,4,4,4,2.5915,-0.7536,-1.0497,0,0.012185490343966
514.106,1,1,2,4,4,6,6,2.5915,0.0492,0.6835,0,0.0907229281107538
331.064,1,1,2,4,3,4,4,-0.3725,0.6302,-0.7891,0,0.034965160845333
497.834,1,1,1,3,2,5,5,-0.2859,0.4453,0.0273,0,0.0494033505050198
479.472,1,1,2,2,3,6,6,-0.4725,-0.0101,0.6617,0,0.0580103958182417
548.701,1,1,1,1,2,6,6,-0.8828,0.4609,0.6075,0,0.0554142553419193
437.504,1,1,2,2,3,1,2,-0.5064,-0.3084,-1.2311,0,0.00906739093575917
605.355,1,1,1,5,4,6,6,0.3171,2.2412,1.613,0,0.162505752192407
487.15,1,1,2,3,4,6,6,2.5915,0.6381,1.0445,0,0.100905482466721
604.926,1,1,1,3,3,4,4,-0.3381,-0.7686,-0.4146,0,0.0328099027536103
475.404,1,1,2,1,2,2,2,-1.5477,0.1868,-1.4417,0,0.00666844092369677
519.524,1,1,2,3,1,6,6,-1.6857,-0.9192,0.1416,0,0.0324393756289175
496.246,1,1,1,2,3,6,6,0.6897,1.742,1.3056,0,0.12726037897651
538.335,1,1,2,3,3,5,6,-0.3381,-0.1157,0.7262,0,0.0623866059429685
568.814,1,1,2,4,2,5,6,0.0776,1.4249,0.7964,0,0.0612587951607697
482.351,2,1,2,1,4,2,2,0.3171,-1.5012,-1.1529,0,0.00671246527374012
375.319,2,1,1,3,3,4,5,-0.3381,-1.5945,-1.0529,0,0.0242448266617597
442.611,2,1,0.82528159,3,4,6,6,0.3171,1.8167,0.2792,0,0.0706911457083705
449.722,2,1,2,3,4,4,5,-0.0621,-0.4751,-0.0836,0,0.0294798502938988
360.141,2,2,2,2,3,5,5,-0.3381,-0.5301,-0.3931,0,0.0236502855425093
504.05,2,1,1,5,4,6,6,0.9646,1.5063,1.219,0,0.157751225420665
560.086,2,1,1,6,2,5,5,-0.9585,0.7636,0.227,0,0.0794649258988464
517.593,2,2,2,2,1,5,5,-1.4391,-2.8851,-0.7627,0,0.0106863573822918
446.824,2,1,2,2,3,5,6,0.7333,-0.8411,0.6249,0,0.0639941602513788
550.012,2,1,1,4,3,4,4,-0.6239,0.9376,0.2124,0,0.0492370307702051
478.132,2,1,2,4,4,6,6,1.5611,0.7931,0.8737,0,0.0979187483987446
435.746,2,1,1,5,2,6,6,-1.072,1.9972,0.5108,0,0.07281549352427
435.103,2,1,2,1,3,0,0,-0.1515,-1.3915,-2.092,0,0.00462055144290548
602.121,2,1,2,2,3,4,4,-0.4725,-0.8748,-1.0116,0,0.0140388781263911
365.829,2,1,2,2,3,2,2,-0.8439,0.0522,-0.9333,0,0.0106284823767241
599.908,2,1,2,3,3,6,6,-0.4725,0.9598,1.1628,0,0.0899195598132673
453.171,2,1,2,2,4,4,4,0.6642,0.2076,0.3161,0,0.0341125697518065
364.879,2,1.159033971,2.240765165,1.360674696,1.304970279,2.998661639,3.372991564,-0.617511734,-0.411832992,-0.76182726,0,0.00903870777583649
531.053,2,1,1,5,3,4,4,0.4638,1.495,0.8099,0,0.0842005548566566
