"Y","GENDER","ST011Q06","ST011Q07","ST013Q01","ST034Q01","MISCED","HISCED","BELONG","HOMEPOS","ESCS","treat","pscore"
476.469,1,1,1,6,1,6,6,-3.1297,5.2563,2.6178,0,0.0314453630848997
447.122,1,1,1,3,4,6,6,2.6127,2.755,1.9465,0,0.182130499673734
411.331,1,1,2,4,3,6,6,-1.0795,0.9054,0.4609,0,0.050304851386584
434.431,1,1,2,3,4,6,6,0.6642,1.0443,1.3178,0,0.123246515771731
444.517,1,1,1,4,4,6,6,0.5423,1.9065,1.5107,0,0.163046027224449
572.44,1,1,1,5,3,6,6,-0.3381,0.8008,1.1663,0,0.154013274768616
439.085,1,0.840904625,0.830571591,5,2,6,6,-1.072,1.7853,1.4661,0,0.181439616056697
567.427,1,1,2,2,2,6,6,-1.1407,0.4806,0.966,0,0.0624035398621801
423.078,1,1,2,1,1,0,2,-1.5391,-2.5585,-2.2647,0,0.00191564972597043
495.274,1,1,1.65415598,3,2,6,6,-0.8278,0.518,0.3392,0,0.0495341326011795
387.488,1,1,2,1,1,6,6,-1.1505,-0.506,-0.0578,0,0.0212216849871137
648.684,1,1,1,5,2,6,6,-1.1577,0.6226,0.9355,0,0.110550428113288
445.694,1,1,1,2,3,4,4,0.5643,0.986,0.3128,0,0.0438760101479142
521.522,2,1,2,5,4,6,6,0.3171,1.2446,1.2674,0,0.12259063679462
489.495,2,1,1,2,1,3.036910462,3.77448671,-1.2856,0.504,-0.6148,0,0.0173303473833475
499.109,2,1,2,4,4,4,5,0.3171,2.1127,0.6401,0,0.0433970559640741
732.759,2,1,1,5,1,6,6,-1.5982,0.938,1.1341,0,0.10526632692733
481.429,2,1,2,5,3,6,6,0.7333,0.7074,1.0287,0,0.120680649810383
477.271,2,1,1,5,4,4,4,0.3171,1.324,-0.1209,0,0.0677439805599184
530.541,2,1,1,3,3,6,6,-0.3381,0.8179,0.1188,0,0.0599866016283868
596.67,2,1,2,3,3,6,6,-0.4725,0.3602,0.6118,0,0.06016889357199
585.153,2,1,2,3,3,4,6,-0.082,1.4161,1.3511,0,0.0738621128315539
520.239,2,1,1,4,3,5,5,-0.3381,2.688,1.7401,0,0.115795166194025
624.431,2,1,1,6,4,4,4,0.5073,1.7424,0.9421,0,0.0960172264125576
479.807,2,1,1,3,4,6,6,0.2774,2.6171,1.6685,0,0.140347623094265
453.762,2,1,2,1,3,4,4,-0.4725,0.2452,-0.166,0,0.0163214130141879
648.28,2,1,1,5,3,6,6,-0.3381,4.187,2.3694,0,0.127914851029635
451.08,2,2,2,2,1,4,6,-1.1955,-1.3319,0.0235,0,0.0121535222816219
385.782,2,1,2,3,3,6,6,-0.5753,0.3801,-0.1041,0,0.0377606572091683
405.17,2,1,2,3,4,5,5,0.6855,-0.8145,0.0809,0,0.044101900497292
321.516,2,1,1,1,4,6,6,2.5915,1.7218,1.2402,0,0.109338952543052
538.098,2,1,2,3,3,5,5,0.0248,0.036,0.1869,0,0.0417247898332782
432.606,2,1,2,2,4,4,4,0.2906,-0.4443,-0.2954,0,0.0218557273669037
554.301,2,1,2,3,4,6,6,0.9646,0.4173,0.8188,0,0.0878060454083168
408.292,2,1,1,4,1,6,6,-2.0945,2.2092,1.188,0,0.0603846214236639
482.761,2,1,1,3,3,5,5,0.5643,1.2225,0.5816,0,0.0712025361797456
444.903,1,1,1,4,4,6,6,0.4906,0.9888,1.2974,0,0.172950521258084
509.614,1,1,2,6,3,6,6,0.4638,1.941,1.2134,0,0.10726321336296
387.152,1,1,2,4,2,4,4,0.0776,0.6472,0.2503,0,0.0421899954508921
577.183,1,1,2,3,4,4,4,1.5043,-0.0572,0.2807,0,0.0425769532215532
485.839,1,1,1,5,4,6,6,2.5915,1.8241,1.1291,0,0.132575669144132
391.922,1,2,2,2,2,5,5,-0.7066,-0.5844,-0.1445,0,0.0250381760470446
564.848,1,1,1,6,1,6,6,-1.5645,0.7246,1.2623,0,0.1349904588967
482.521,1,1,1,5,3,4,4,-0.3381,0.7707,-0.4069,0,0.0610310702140865
494.041,1,0.87631005,1.259452724,2.586900497,2.723083055,5.448109264,6.514215983,-0.972379337,0.906639866,1.801458942,0,0.203659770913641
520.791,1,1,2,4,3,5,5,-0.1985,0.7454,0.4682,0,0.053209501238039
528.552,1,1,2,3,3,5,5,-0.3381,0.8293,0.2924,0,0.0391520332339535
465.258,1,1,2,2,3,5,5,-0.3381,1.0282,0.5308,0,0.037839749814313
477.886,1,1,2,1,4,4,5,0.1643,-0.1346,-0.5784,0,0.0147307593160202
531.257,1,1,1,1,4,1,1,0.2365,-0.9109,-1.9216,0,0.00970805404017814
498.811,1,1,1,3,4,5,5,0.6642,0.9516,0.3787,0,0.0658140734705452
472.369,1,1,1,2,3,4,4,-0.2333,-0.2141,-0.3762,0,0.027283744345754
451.129,1,1,1,3,3,1,1,0.0248,0.0686,-1.6236,0,0.026860883825919
459.864,1,1,2,1,2,5,5,-1.0137,-0.6631,-0.6486,0,0.0124127102043058
519.755,1,1,1,3,3,2,2,-0.5753,-0.2325,-1.2032,0,0.0218664976787905
506.33,1,1,1,2,9,1,1,0.3948,-0.3943,-1.5871,0,0.0160952651401333
498.578,1,1,1,2,2,2,2,-0.5917,-0.0135,-1.1641,0,0.016073565412998
490.907,1,1,1,3,2,4,4,-1.4311,0.5646,0.3439,0,0.0358158561000788
578.228,1,1,1,3,3,5,5,-0.5753,-0.6262,-0.7591,0,0.0343838330042938
558.046,1,1,1,4,2,4,4,-0.983,0.2392,-0.1682,0,0.0406220733967717
523.898,1,1,1,3,4,4,4,0.6642,-0.2587,-0.0619,0,0.0461046510149223
403.268,1,1,1,3,3,2,2,-0.5753,1.7082,-0.49,0,0.0259971915403767
406.921,1,1,1,2,3,4,4,-0.3381,0.2017,-0.0167,0,0.0323748835690858
353.187,1,2,2,2,3,2,2,-0.3381,-1.0892,-0.6915,0,0.00215348254938492
499.362,1,1,1,2,3,4,4,-0.3381,0.7675,0.2945,0,0.0382502878560625
598.778,1,1,1,3,2,5,6,-0.8427,1.1331,0.7305,0,0.0619694921113541
454.086,1,1,1,2,3,2,2,-0.3381,0.9815,-0.5504,0,0.019530378344098
448.549,1,1,1,1,3,4,4,-0.7263,-1.061,-1.4106,0,0.0120575428040603
511.896,1,1,1,2,3,2,2,0.0248,-0.8309,-1.5058,0,0.0155174640940076
427.025,2,1,2,1,3,0,1,-0.5064,0.1128,-1.1412,0,0.00580536854151925
502.369,2,1,1,3,2,2,2,-1.0137,-0.8941,-1.715,0,0.0190213470528984
500.57,2,1,1,3,2,1,1,-0.7768,-0.8696,-1.6171,0,0.0163343032380315
586.496,2,1,1,3,2,2,4,-0.7768,-0.6247,-1.0643,0,0.0185760899489454
460.148,2,1,2,1,3,0,4,-0.5753,-1.2482,-0.6115,0,0.00520865934203177
494.289,2,0.719483893,1.1026876,2.931947399,4.596486474,2.038691721,2.93723345,1.66525569,0.721443642,-0.492891975,0,0.056868938510031
456.55,2,1,1,2,3,4,4,-1.0098,0.2443,0.3502,0,0.0354093788302076
461.868,2,1,2,1,3,4,6,0.0406,-0.1532,0.8571,0,0.0511793834516669
446.583,2,1,1,1,3,4,4,-0.626,0.4865,-0.5113,0,0.019240122213532
520.905,2,1,2,2,2,1,1,-0.7244,-1.8323,-2.5495,0,0.0081697791781528
649.086,2,1,2,1,3,4,4,-0.3381,-2.6199,-1.4876,0,0.00574539685883269
529.822,2,1,2,5,3,6,6,-0.3381,-0.369,0.6744,0,0.0963418201406528
569.905,2,1,2,2,3,0,4,-0.3381,-0.3244,-0.9333,0,0.00771007938968943
487.287,2,1,2,1,3,0,4,0.5643,-0.4309,-0.7865,0,0.00658405969265293
496.259,2,1,2,3,3,4,4,-1.1539,-0.2047,-0.9926,0,0.018637228123769
323.396,1,2,2,3,3,5,5,-0.3381,-0.9452,-1.0209,0,0.00996384695220706
390.822,2,1,1,2,3,6,6,-0.1491,1.0919,1.0667,0,0.104972847279872
401.252,2,1,2,1,4,5,5,0.7934,-0.3326,0.0101,0,0.0272448049289212
384.967,2,1,2,3,3,6,6,-0.3381,-0.2103,0.6088,0,0.067260316334875
514.207,2,1,2,3,3,1,2,-0.3035,-0.9381,-1.6278,0,0.0127346134670377
541.849,2,1,2,1,4,4,4,0.6642,-0.0593,-0.3606,0,0.017475145421871
478.166,2,1,2,1,3,4,4,-0.1707,-0.2335,-0.1353,0,0.0176526367322807
459.106,2,1,2,2,4,6,6,2.5915,0.0541,-0.4306,0,0.031576757054975
630.693,2,1,1,2,1,4.095788942,4.573542228,-3.1297,-0.1638,-0.729,0,0.00862783277173723
585.224,2,1,1,3,4,6,6,1.398,0.7464,1.0637,0,0.143591864922355
378.704,2,1,2,5,7,4,4,3.983961261,-0.6107,-1.0592,0,0.0364042090931247
504.427,2,1,2,3,3,6,6,0.2947,0.2561,0.9661,0,0.0985823508747183
574.717,2,1,1,3,3,6,6,-0.119,1.8115,1.6824,0,0.176768541005422
543.348,2,1,1,4,1,6,6,-1.8282,1.1275,1.431,0,0.113961627223159
493.208,2,1,2,2,4,5,5,-0.3868,-0.0988,-0.5033,0,0.0217562066505501
535.232,2,1,1,4,9,6,6,4.316096562,3.6473,2.4414,0,0.153096308823796
486.159,2,1,1,4,3,5,5,0.7333,-0.1298,-0.3711,0,0.0628285882970505
464.862,1,1,2,2,3,2,4,-0.5064,-0.9307,-0.3296,0,0.0124138534774316
453.586,1,1,2,1,7,2,4,2.675477881,-1.4461,-0.7838,0,0.008058790595215
494.823,1,1,2,1,3,5,5,-0.3381,-0.4289,0.264,0,0.0293082280176942
488.799,1,1,2,3,3,2,4,0.2067,1.4094,-0.2961,0,0.0208327728482097
591.841,1,1,1,2,4,2,6,0.6642,-0.4273,0.1158,0,0.0293959335793301
470.949,1,1,1,1,4,6,6,1.398,-0.0191,0.6584,0,0.0867051551897046
590.857,1,1,1,3,3,6,6,-0.1985,0.8824,1.1343,0,0.128054999561698
500.563,1,1,2,3,3,5,6,-0.1613,-0.3764,0.7337,0,0.0681293148673132
509.14,2,1,1,1,4,2,4,2.0046,-0.7805,-0.543,0,0.015009578506159
615.835,2,1,1,4,1,6,6,-2.4441,-0.0207,0.6578,0,0.0556814241012643
494.416,2,1,1,4,3,6,6,-0.4725,1.3254,1.4608,0,0.159593219124652
327.867,2,1,1,2,1,2,6,-0.6601,0.2674,1.0116,0,0.0536714157452436
606.903,2,1,2,3,2,2,2,-1.1812,-1.8038,-1.2434,0,0.00884420753304571
571.529,1,1,2,4,3,2,2,0.2418,0.0189,-0.9042,0,0.0251421166701326
409.193,1,1,2,2,3,4,4,0.2947,-0.4216,-0.2458,0,0.0225016321337877
441.761,1,1,1,1,3,2,2,-0.3381,-0.276,-1.3845,0,0.0114478945258949
461.677,1,1,1,3,2,4,4,-0.8135,-1.1063,-1.5086,0,0.0251564247615229
359.153,1,1.288906936,1.922524933,1,2,4,4,-0.7768,-0.0924,-0.5199,0,0.0145367339272825
481.432,1,2,2,3,2,2,4,-0.5242,-1.7433,-0.3802,0,0.001176584793231
441.777,1,1,1,2,3,5,6,0.0248,1.0367,1.0464,0,0.0904074020203314
427.892,1,1,2,3,2,2,2,-1.1868,-0.7536,-1.6634,0,0.0131723988277371
428.49,1,2,2,2,3,4,4,-0.5064,-0.4664,-0.0556,0,0.013526637759619
389.789,1,1,1,2,3,4,6,-0.3381,0.8263,0.4525,0,0.0425823036789721
442.299,1,1,1,3,3,5,5,-0.3381,3.2769,1.6259,0,0.0816535619585425
633.172,1,1,1,3,3,6,6,-0.5064,0.2454,0.7556,0,0.0953874094848039
465.705,2,1,1,1,3,5,6,0.514,-0.7187,-0.0265,0,0.0361979648650553
475.446,2,1,1,3,2,0,0,-1.0894,-1.1658,-3.7854,0,0.109793489470025
489.285,2,1,2,3,3,4,4,-0.3381,0.6469,0.1469,0,0.0306358038985004
380.663,2,2,2,3,9,2,2,4.952130173,-2.0948,-1.9703,0,0.000558253477208042
405.93,2,1,1,2,4,4,4,2.5915,1.9214,0.8012,0,0.0536873908073966
406.956,2,1,1,2,3,4,5,-0.2333,0.424,0.5774,0,0.0509794342647024
469.579,2,1,1,3,1,6,6,-0.3382,1.4697,0.9782,0,0.0942586127454633
378.884,2,2,2.282884151,2.649616317,9,4,4,-0.941,-0.591,-0.9899,0,0.0049624211316647
418.74,2,1,2,3,4,5,5,1.0269,0.4694,0.4701,0,0.0546501308868454
553.786,2,1,2,3,3,4,4,0.2947,0.201,-0.8848,0,0.0274936024367084
269.693,1,1,2,1,7,4,4,3.03987448,-0.7093,-1.1367,0,0.0113762523535494
310.833,2,1,2,1,9,0,0,4.453857473,0.8672,-2.2506,0,0.0108972696399043
511.975,1,1,2,3,3,4,4,-0.7346,-0.1776,-0.9413,0,0.0209994912261664
331.952,2,1.482708384,2.370482823,2.96066971,3.802531965,4.304267374,3.942700195,-0.322017269,0.401873844,-0.611395691,0,0.012871720287055
333.036,2,1,2,1,2,6,6,-0.983,-0.0658,-0.0613,0,0.022165841261822
386.584,2,1,2,2,3,0,0,-0.8021,-1.8833,-2.9339,0,0.00893300132879029
236.674,2,1.241928716,2.061613307,1.791441904,9,4,4,4.554341801,-0.0697,8e-04,0,0.0151035999085548
380.485,2,2,1,3,3,2,4,-0.3381,-0.0737,-0.9858,0,0.00184169182734923
265.412,1,1,0.228082468,3,3,2,2,-0.5753,0.0257,-1.1394,0,0.0297290802738556
442.291,1,1,2,3,7,6,6,3.184551025,0.4181,0.819,0,0.0777584235951769
473.406,1,1,1,5,2,6,6,-1.0536,0.3878,0.5806,0,0.093341797098576
391.19,1,1,2,2,1,5,5,-1.1149,-0.5846,0.0828,0,0.0249486678924686
505.893,1,0.777271034,1.582678568,6.589906547,2.689430205,3.320447138,5.059028322,0.268633388,1.076558908,0.86712188,0,0.221781541792952
338.305,1,1,2,1,3,4,5,0.0248,-0.1611,-0.5881,0,0.0142968049417933
427.937,1,1,2,1,3,5,5,-0.8516,-0.2871,0.0475,0,0.0209320431316004
402.625,1,1,1,4,1,6,6,-1.3699,-0.2117,0.5876,0,0.0806293078459927
552.812,1,1,2,2,3,4,4,-0.3381,-1.8855,-1.101,0,0.0113947024222098
316.898,1,1,2,1,4,5.236799966,5,0.6855,0.53,-0.4788,0,0.0218757180730594
487.181,1,1,2,3,3,5,5,-0.7104,0.2424,0.7173,0,0.0533905814851374
409.197,1,1,2.007213102,1,1,2,2,-1.4513,-0.3763,-0.4709,0,0.0069135221747919
309.806,2,1,1,2,3,2,2,-0.5753,-0.5853,-0.5063,0,0.0160571344474551
389.681,1,1,2,2,4,4,4,0.9357,-1.9752,-0.5894,0,0.0173599942699341
539.334,1,1,1,2,3,6,6,-1.1126,0.3956,0.4802,0,0.0541246689677581
320.484,1,1,2,1,3,0,1,-0.7104,-1.563,-2.9763,0,0.00676446488215067
415.17,1,1,1,2,2,4,4,-0.4698,-0.6937,-0.6764,0,0.0220705466346857
408.69,1,1,2,1,3,1,1,-0.3381,-1.082,-2.0671,0,0.00610064124166953
250.417,1,1,2,1,3,4,5,-0.3381,-1.0469,-0.7277,0,0.0111934315343239
313.404,1,2,1,3,1,6,6,-1.347,-1.3364,0.1743,0,0.0388258036648594
496.74,1,1,2,3,2,5,5,-1.1407,-0.2844,-0.0342,0,0.0280246215461784
439.192,1,1,2,2,4,6,6,1.5611,-0.7152,0.4026,0,0.0606379061574983
462.687,1,1,1,3,2,4,4,-0.9399,0.7037,-0.4935,0,0.0312450549970372
567.32,1,1,1,4,2,6,6,-0.8616,0.7291,0.2101,0,0.0670604421263081
558.968,2,1,1,4,4,6,6,0.7934,2.5947,1.2921,0,0.114506582362507
600.499,2,1,2,1,3,0,4,-0.3748,-0.9066,-0.6307,0,0.00562257315964938
562.498,2,1,2,2,2,4,4,-1.0536,0.0495,-0.238,0,0.0170775570529793
570.805,2,1,2,3,4,4,4,0.6855,-1.1271,-1.4349,0,0.0230139396176837
270.484,2,1,2,2,4,4,4,0.045,-0.4519,-0.602,0,0.0183740002949325
519.486,2,1,2,4,4,4,4,0.9646,-0.3501,-0.6319,0,0.0364009876470571
429.311,2,1,1,3,2,4,4,-1.1076,-1.0308,-0.0357,0,0.0333059302042813
318.756,2,1,1,1,4,2,2,0.3171,0.5329,-1.0459,0,0.0151784812856957
475.05,2,1,2,1,2,5,5,-1.4043,-0.3965,-0.5507,0,0.01183893550686
420.38,2,1,1,1,3,2,2,-0.3381,-0.6483,-1.48,0,0.0103646464629178
537.235,2,1,2,3,3,6,6,0.0248,0.4751,1.0053,0,0.0940917456705345
378.95,2,1,2,1,7,6,6,2.653126651,0.0067,0.3166,0,0.0408042864549887
568.3,2,1,2,3,3,5,5,-0.3381,0.1407,-0.3532,0,0.0304425858438642
515.735,2,1,1,4,4,6,6,0.7934,1.4478,1.3421,0,0.163626606164343
598.854,2,1,2,3,3,6,6,0.0951,-0.3453,0.7865,0,0.0891430081933568
625.072,2,1,2,1,3,4,4,-0.4725,-0.5007,-0.6261,0,0.0122342849203576
679.863,2,1,1,4,4,4,4,1.0269,1.1459,0.2683,0,0.0631307071178763
630.235,2,1,2,4,2,5,6,-0.0744,1.2045,1.232,0,0.0889210860707054
417.003,2,1,2,5,7,6,6,3.584906528,2.0483,1.6868,0,0.120818638633273
442.595,2,1,2,4,7,5,6,2.80195797,0.7552,1.1496,0,0.0980898512265396
369.857,2,1,2,1,7,6,6,3.423145425,-0.0276,0.6553,0,0.0519587735792278
552.384,2,1,1,2,3,4,6,0.7333,0.7036,0.9653,0,0.0821656182475973
435.21,2,1,2,3,3,4,4,0.2947,-1.2241,-0.582,0,0.0234569228801666
302.028,2,1,1,3,7,4,6,3.626091095,0.6207,0.067,0,0.0397754285321376
473.398,2,1,2,2,3,4,4,-0.5942,0.5103,-0.5025,0,0.0182232228458912
474.948,2,1,1,4,3,6,6,0.4638,0.7609,1.0483,0,0.145605414174003
505.775,1,1,1,4,3,4,6,-0.3381,1.236,0.8717,0,0.0719680014140501
540.97,1,1,1,5,3,6,6,0.1313,4.187,2.2248,0,0.121891568356602
623.618,1,1,1,4,2,6,6,-1.0536,1.3126,1.4164,0,0.134249759764482
448.304,1,1,1,5,4,6,6,1.0269,2.7632,1.7015,0,0.155422328694035
545.616,1,1,1,6,2,6,6,-0.9414,0.8788,1.071,0,0.134231183565531
626.014,1,1,1,5,3,5,6,-1.0843,2.3757,1.5385,0,0.0943253171280358
548.173,1,1,2,2,3,6,6,-0.0221,0.559,1.0775,0,0.0901468886073417
522.214,1,1,1,3,3,5,6,-0.4725,0.8991,1.1611,0,0.105232983275432
277.696,1,1,2,2,7,4,4,2.668041377,-1.5498,-1.3836,0,0.0135450149327287
556.453,1,1,1,4,4,6,6,0.6642,1.1445,1.1687,0,0.150576844208636
297.187,1,1,2,2,3,4,4,-0.3381,-0.5889,-1.0305,0,0.015322430914952
439.191,1,1,2,2,2,1,1,-0.5917,-0.6163,-2.0613,0,0.0110762970806667
491.606,1,1,2,1,1,4,4,-2.3396,-1.6426,-0.9011,0,0.00479527026402878
539.378,1,1,2,3,3,6,6,-0.3381,-0.1655,0.8112,0,0.0819931267857746
480.304,1,1,2,2,4,4,4,0.9357,0.1834,-0.7467,0,0.0215451283499775
437.253,2,1,2,2,3,6,6,-0.3381,0.7597,0.9446,0,0.0698311743536909
552.916,2,1,1,6,2,5,5,-1.1467,0.6273,0.6315,0,0.0875094970956504
382.908,2,1,1,2,4,6,6,0.3171,1.8551,1.6984,0,0.183429675823791
422.696,2,1,2,3,2,5,5,-0.9464,-0.6462,0.3907,0,0.0417825690008005
434.629,2,1,2,1,2,5,5,-1.1407,-0.7895,-0.1578,0,0.0162621647843483
554.449,2,1,2,3,4,6,6,2.5915,0.9918,1.1539,0,0.103593132786513
559.545,2,1,2,3,3,6,6,-0.3381,0.141,-0.13,0,0.0393654979607451
610.256,2,1,1,6,2,4,4,-0.5304,1.6987,0.0375,0,0.0705717682998111
459.029,2,1,2,3,3,4,4,-0.5753,-0.3568,-0.9245,0,0.0211150887090909
514.919,2,1,2,3,4,6,6,1.5043,0.5814,1.003,0,0.103540663070012
520.256,2,1,2,3,3,5,5,-0.3381,-0.1465,0.2438,0,0.0410041034988925
511.401,2,1,2,1,4,4,4,0.3171,-0.3291,-0.8524,0,0.0134500079160516
488.975,2,1,2,5,2,6,6,-0.8616,-0.2693,0.8144,0,0.0946523735779428
464.141,2,2,2,2,3,4,4,-0.3381,-1.5142,-1.2466,0,0.00744808800559931
540.876,2,1,2,2,3,5,6,-0.3381,-0.2924,0.4753,0,0.0427632036439123
459.775,2,1,1,3,3,4,4,-0.3381,0.7771,-0.3012,0,0.0370693960291676
486.991,2,1,2,1,4,4,4,0.3171,-0.7393,-0.9618,0,0.0121412306558501
419.899,2,1,2,1,7,4,4,3.640760272,-0.8185,-0.2057,0,0.0153381002733724
348.166,2,1,2,1,7,6,6,3.666536441,-0.0618,0.2087,0,0.0309574584370188
542.097,1,1,2,3,3,6,6,0.2947,0.2681,0.33,0,0.0562393330567454
423.168,1,1,2,5,2,4,4,-1.3694,0.615,-0.5054,0,0.033391141144181
465.027,1,1,2,3,3,4,4,-0.3627,0.5496,0.1111,0,0.0300878913248859
519.431,1,1,2,3,3,4,5,0.2947,0.5395,-0.1447,0,0.0305200911643528
471.867,1,1,2,5,4,6,6,0.1643,0.9062,1.1224,0,0.116413668481514
495.728,1,1,2,4,2,4,4,-1.0536,1.3103,-0.2912,0,0.0290396963234434
596.035,1,1,2,5,2,5,5,-0.96,-0.3593,-0.0204,0,0.045998847422849
357.884,1,1,2,5,7,6,6,3.220668548,1.3298,1.2987,0,0.115457144062742
540.712,1,1,2,2,4,4,5,1.0594,0.0621,0.5684,0,0.0450000384388841
378.191,1,1,1,3,4,6,6,0.6642,0.8549,1.0209,0,0.129447893169812
405.037,1,0.746291059,1.690846546,3,2,6,6,-1.2677,1.0019,1.1989,0,0.0898886997229975
502.318,1,1,2,3,2,4,4,-0.654,-0.1132,-0.1738,0,0.0248528406287037
437.648,1,1,2,3,3,5,5,-0.5064,-1.081,-0.265,0,0.0287316362675085
535.367,1,1,1,5,2,5,5,-0.9585,1.2001,0.842,0,0.0821900342883694
534.838,2,1,2,1,4,2,2,1.0269,0.3638,-1.0048,0,0.0111436517035403
464.329,1,1,2,1,3,2,4,-0.3381,-0.4151,-0.8755,0,0.00806599623009082
569.302,1,1,2,1,2,4,4,-1.072,-0.3243,-0.9126,0,0.00977547806305858
526.666,1,1,1,4,3,5,5,-0.5753,1.437,0.6811,0,0.0695423569059025
513.026,1,1,2,4,3,6,6,-0.5753,0.5976,-0.0242,0,0.0482286488100094
438.615,2,1,2,3,7,4.639767228,4,3.438400749,-0.6955,-1.2763,0,0.0242145262720026
492.383,2,1,2,1,3,4,4,-0.6837,0.3397,0.4679,0,0.025616975262193
524.656,2,1,2,4,3,4,4,0.2947,0.1071,-0.5474,0,0.035840838721456
469.641,2,1,2,3,3,2,2,-0.3381,0.2723,-1.0177,0,0.0176171843777215
353.007,1,1,1,1,2,4,4,-1.1467,-1.0055,-0.543,0,0.014203689352608
499.492,1,1,1,2,2,6,6,-1.3255,-0.3765,0.4444,0,0.0538236849416654
490.097,1,1,2,2,3,5,5,-0.1613,0.9605,0.5059,0,0.0388076123670687
437.893,1,1,2,3,3,5,5,-0.7104,-0.1764,0.0675,0,0.0334696672276362
482.32,1,1,1,5,4,4,4,0.8589,0.1728,-0.3166,0,0.0695191318057128
414.316,1,2,2,6,1,4,4,-1.4204,-1.2162,-1.137,0,0.000547491634134084
423.126,1,1,2,3,2,5,6,-0.9414,-0.5641,0.3754,0,0.0409039891296816
362.294,1,1,2,3,3,5,5,-0.6334,-0.4607,0.1807,0,0.0373774655348669
536.501,1,1,2,6,3,2,2,-0.6334,0.5377,-0.9615,0,0.0449000097149924
550.885,1,1,1,3,4,5,5,2.5915,0.8084,0.0574,0,0.0562115133409592
422.569,1,1,2,1,3,6,6,-1.2232,-1.328,0.1774,0,0.0270151633503896
405.816,1,1,2,6,3,4,6,-0.3381,0.4677,0.9819,0,0.0830579728576309
420.703,1,1,2,3,2,4,4,-1.072,-0.2369,0.1321,0,0.026388474299994
351.906,1,1,2,1,3,6,6,-0.3381,-0.2669,-0.0526,0,0.026255173198483
571.496,1,1,2,3,4,6,6,0.3998,0.8217,1.1327,0,0.104318203909529
558.663,1,1,2,2,3,5,5,-0.5064,-0.6533,-0.3558,0,0.0216606544095129
623.058,1,1,1,6,3,6,6,-0.0099,2.2242,1.8341,0,0.191733774788717
419.857,2,1,2,1,3,4,5,-0.3381,-0.1898,-0.3094,0,0.015235179987786
502.379,2,1,1,2,4,5,5,-0.3182,0.5929,0.6395,0,0.0618363021836242
488.014,2,1,1,4,4,2,2,0.0218,1.8548,-0.1675,0,0.0364113954608713
459.328,2,1,2,4,4,6,6,1.398,0.5327,0.8612,0,0.101895239379655
476.154,2,1,1,6,4,6,6,0.2669,1.105,1.4021,0,0.20072834059322
493.269,2,1,2,4,2,5,5,-0.5917,-0.2955,-0.6995,0,0.0345830941391254
472.802,2,1,2,3,2,4,4,-1.0362,-0.7521,-0.6619,0,0.0180743226295479
474.912,2,1,2,4,4,6,6,1.5043,1.3217,0.7792,0,0.0827466241404112
526.453,2,1,2,3,4,4,4,2.5915,0.0013,-0.6896,0,0.0273017135205891
426.383,2,1,2,3,4,4,6,0.6642,0.2491,0.4883,0,0.0462810296430128
482.114,2,1,1,6,3,6,6,-0.3381,3.4053,2.0615,0,0.13752351349572
599.709,2,1,1,5,3,6,6,-0.3381,0.5156,0.8962,0,0.132878215577174
497.675,2,1,2,1.584806494,3,4,4,-0.3489,0.371,-0.3058,0,0.0181368523998974
596.043,2,1,1,4,3,6,6,0.5643,0.1646,0.7259,0,0.126233988075187
285.437,2,1,1,1,2,4,4,-1.1467,-1.4855,-0.8476,0,0.0112278074841426
584.093,2,1,1,6,2,6,6,-0.9574,2.4523,1.8352,0,0.146661162494373
522.272,2,1,1,5,3,6,6,-0.3381,0.9055,1.1841,0,0.152320652847368
500.007,2,1,1,6,4,6,6,0.2774,1.0757,1.3913,0,0.200915344748257
468.879,2,1,2,2,4,6,6,1.5611,1.0823,1.4144,0,0.133661194117485
518.666,2,1,1,3,3,6,6,0.0248,2.4776,1.7206,0,0.149891041811241
617.354,2,1,2,1,3,4,4,-0.6239,-1.1783,-1.3091,0,0.00854148786131922
614.489,2,1,1,5,4,6,6,0.9646,0.8131,1.0469,0,0.163753432973478
552.049,2,1,2,1,2,6,6,-0.8828,-0.1984,0.7371,0,0.0516633842462079
648.382,2,1,1,5,3,6,6,0.0248,1.31,1.1881,0,0.14692617117128
542.896,2,1,2,3,4,6,6,0.3171,-0.183,0.7015,0,0.0818621248414965
597.207,2,1,2,3,1,6,6,-1.0819,-1.1999,-0.0649,0,0.0338552860611468
571.635,1,1,2,3,4,6,6,0.7246,-0.1016,0.8967,0,0.103353105653372
533.131,1,1,1,6,3,6,6,-0.3381,0.5446,1.1962,0,0.180867309232816
354.204,1,1.356383133,2.291881489,1,4,2,2,0.3033,-1.1491,-1.5401,0,0.00508581274592899
635,1,1,1,5,4,4,6,1.5043,3.2825,2.0784,0,0.127930433391542
380.907,1,1,1,2,2,2,2,-0.8686,-0.1404,-1.4826,0,0.0156612457234034
424.739,1,1,2,1,3,5,5,-0.5064,-0.696,0.3724,0,0.0325758020507027
441.812,1,1,1,4,3,6,6,-0.3381,-0.1045,0.2964,0,0.0839917089387246
541.993,1,1,2,2,4,5,6,0.3171,0.5631,0.6657,0,0.0510945899075767
500.798,1,1,2,3,4,6,6,0.9357,0.571,0.9992,0,0.101348408575406
516.968,1,1,1,3,3,6,6,-0.2541,0.6498,0.6976,0,0.0891037060454459
