Y,GENDER,ST011Q06,ST011Q07,ST013Q01,ST034Q01,MISCED,HISCED,BELONG,HOMEPOS,ESCS,treat
417.17,2,1,1,4,3,6,6,-0.5064,-0.2081,0.2583,0
409.192,2,1,1,2,4,4,4,1.398,1.1038,0.1908,0
406.566,2,1,1,2,4,6,6,2.5915,-0.0086,0.8069,0
469.576,2,1,2,1,1,2,2,-1.8419,0.0033,-0.9719,0
421.579,2,1,1,1,3,2,2,-1.0795,-0.5029,-1.1338,0
370.83,2,1,2,1,3,2.535994874,2.467326481,-0.3381,-0.8522,-1.295732728,0
268.276,2,2,2,1,2,1,1,-1.4763,-0.2899,-1.776,0
270.284,2,1,2,4,3,6,6,-0.5753,0.9708,0.175,0
476.783,2,1,2,1,3,0,1,0.1802,0.2234,-1.6287,0
379.058,2,1,2,1,2,2,2,-0.5411,-0.8172,-1.6921,0
